benchmark,category,series_id,algo,cost_name,variant,changepoints,seg_index,low,high,seg_cost,time_sec,nruns,M,threshold,min_seg_len,seed,total_cost
M4,Macro,Q4038,WBS,AIC,AIC_GAIN,"[13, 29, 56, 74, 85, 101, 110, 118]",1,0,13,77.287930158495,0.23921079199863016,400,400,20.0,8,0,560.8764731677642
M4,Macro,Q4038,WBS,AIC,AIC_GAIN,"[13, 29, 56, 74, 85, 101, 110, 118]",2,13,29,58.32574871546165,0.23921079199863016,400,400,20.0,8,0,560.8764731677642
M4,Macro,Q4038,WBS,AIC,AIC_GAIN,"[13, 29, 56, 74, 85, 101, 110, 118]",3,29,56,119.02768086297098,0.23921079199863016,400,400,20.0,8,0,560.8764731677642
M4,Macro,Q4038,WBS,AIC,AIC_GAIN,"[13, 29, 56, 74, 85, 101, 110, 118]",4,56,74,85.39895341145578,0.23921079199863016,400,400,20.0,8,0,560.8764731677642
M4,Macro,Q4038,WBS,AIC,AIC_GAIN,"[13, 29, 56, 74, 85, 101, 110, 118]",5,74,85,38.359222095702634,0.23921079199863016,400,400,20.0,8,0,560.8764731677642
M4,Macro,Q4038,WBS,AIC,AIC_GAIN,"[13, 29, 56, 74, 85, 101, 110, 118]",6,85,101,78.99911303242678,0.23921079199863016,400,400,20.0,8,0,560.8764731677642
M4,Macro,Q4038,WBS,AIC,AIC_GAIN,"[13, 29, 56, 74, 85, 101, 110, 118]",7,101,110,58.81122467153511,0.23921079199863016,400,400,20.0,8,0,560.8764731677642
M4,Macro,Q4038,WBS,AIC,AIC_GAIN,"[13, 29, 56, 74, 85, 101, 110, 118]",8,110,118,44.66660021971617,0.23921079199863016,400,400,20.0,8,0,560.8764731677642
M4,Macro,Q4038,WBS,QRMSE,QRMSE_GAIN,"[29, 56, 74, 99, 110, 118]",1,0,29,32.29486529231995,0.19985145799728343,400,400,10.0,8,0,159.36060484515127
M4,Macro,Q4038,WBS,QRMSE,QRMSE_GAIN,"[29, 56, 74, 99, 110, 118]",2,29,56,19.184476851470205,0.19985145799728343,400,400,10.0,8,0,159.36060484515127
M4,Macro,Q4038,WBS,QRMSE,QRMSE_GAIN,"[29, 56, 74, 99, 110, 118]",3,56,74,19.760302060810453,0.19985145799728343,400,400,10.0,8,0,159.36060484515127
M4,Macro,Q4038,WBS,QRMSE,QRMSE_GAIN,"[29, 56, 74, 99, 110, 118]",4,74,99,21.967808615895493,0.19985145799728343,400,400,10.0,8,0,159.36060484515127
M4,Macro,Q4038,WBS,QRMSE,QRMSE_GAIN,"[29, 56, 74, 99, 110, 118]",5,99,110,44.793090399679855,0.19985145799728343,400,400,10.0,8,0,159.36060484515127
M4,Macro,Q4038,WBS,QRMSE,QRMSE_GAIN,"[29, 56, 74, 99, 110, 118]",6,110,118,21.360061624975312,0.19985145799728343,400,400,10.0,8,0,159.36060484515127
