,Vapor_Pressure_Avg,,,,
923,1.456257,,,3293,1.301114
924,1.469623,,,3297,1.307444
925,1.424016,,,3301,1.265068
926,1.388751,,,3305,1.059911
927,1.439212,,,3309,1.230875
928,1.427149,,,3313,1.296065
929,1.373995,,,3317,1.328833
930,1.317067,,,3321,1.281268
931,1.292261,,,3325,1.339979
932,1.345316,,,3329,1.292403
933,1.489572,,,3333,1.307577
934,1.648557,,,3337,1.303383
935,1.737011,,,3341,1.294219
936,1.700519,,,3345,1.297532
937,1.642747,,,3349,1.320912
938,1.698596,,,3353,1.327798
939,1.805901,,,3357,1.174159
940,1.8479,,,3361,1.167279
941,1.859845,,,3365,1.289206
942,1.892227,,,3369,1.355599
943,1.90238,,,3373,1.394647
944,1.864794,,,3377,1.381139
945,1.83847,,,3381,1.29446
946,1.802791,,,3385,1.146677
947,1.727538,,,3389,1.21953
948,1.709617,,,3393,1.363771
949,1.612267,,,3397,1.362927
950,1.556639,,,3401,1.375769
951,1.510299,,,3405,1.267131
952,1.371418,,,3409,1.229034
953,1.281859,,,3413,1.252028
954,1.311797,,,3417,1.268648
955,1.223601,,,3421,1.400133
956,1.197437,,,3425,1.306649
957,1.136529,,,3429,1.240211
958,1.12483,,,3433,1.205342
959,1.295405,,,3437,1.195414
960,1.49759,,,3441,1.313201
961,1.548976,,,3445,1.273581
962,1.743828,,,3449,1.480094
963,1.818347,,,3453,1.383197
964,1.887164,,,3457,1.343746
965,1.912227,,,3461,1.324933
966,1.93945,,,3465,1.350667
967,1.980132,,,3469,1.376712
968,1.943231,,,3473,1.346327
969,1.967552,,,3477,0.65837
970,1.850512,,,3481,0.6279721
971,1.754997,,,3485,0.6534483
972,1.687213,,,3489,0.7440553
973,1.645188,,,3493,0.9618881
974,1.619042,,,3497,1.021832
975,1.59495,,,3501,0.945376
976,1.565987,,,3505,0.7996221
977,1.482398,,,3509,0.7400532
978,1.447187,,,3513,0.8784236
979,1.421737,,,3517,0.852595
980,1.455029,,,3521,0.8101995
981,1.571788,,,3525,0.7528529
982,1.633398,,,3529,0.7190713
983,1.707482,,,3533,0.7188434
984,1.881325,,,3537,0.7399094
985,1.95253,,,3541,0.9044632
986,1.803592,,,3545,0.8206001
987,1.922172,,,3549,0.6158583
988,1.941432,,,3553,0.4898497
989,2.011734,,,3557,0.431855
990,2.061958,,,3561,0.433039
991,2.062882,,,3565,0.4583911
992,1.969569,,,3569,0.5153043
993,1.921597,,,3573,0.5285526
994,1.828409,,,3577,0.500874
995,1.697228,,,3581,0.5224878
996,1.6123,,,3585,0.6413154
997,1.581419,,,3589,0.7315724
998,1.588372,,,3593,0.7724882
999,1.485081,,,3597,0.7080396
1000,1.447683,,,3601,0.6135626
1001,1.461592,,,3605,0.651355
1002,1.363716,,,3609,0.8886148
1003,1.361961,,,3613,1.029389
1004,1.357776,,,3617,0.8699423
1005,1.421356,,,3621,0.5277614
1006,1.537114,,,3625,0.5296531
1007,1.602959,,,3629,0.5678806
1008,1.506208,,,3633,0.5481596
1009,1.615063,,,3637,0.7765606
1010,1.816412,,,3641,0.7975983
1011,2.018982,,,3645,0.7755696
1012,2.074474,,,3649,0.6019532
1013,1.905622,,,3653,0.6293298
1014,1.615674,,,3657,0.7962284
1015,1.521001,,,3661,0.9022042
1016,1.608137,,,3665,0.9745686
1017,1.691433,,,3669,0.8924209
1018,1.61898,,,3673,0.833261
1019,1.674492,,,3677,0.9400625
1020,1.693783,,,3681,0.973241
1021,1.587333,,,3685,1.062236
1022,1.497105,,,3689,1.012683
1023,1.476639,,,3693,0.9245653
1024,1.445253,,,3697,0.8300146
1025,1.438519,,,3701,1.034177
1026,1.442747,,,3705,0.9925609
1027,1.440554,,,3709,1.149212
1028,1.472589,,,3713,1.203252
1029,1.489987,,,3717,1.136967
1030,1.573316,,,3721,1.048213
1031,1.616189,,,3725,1.114234
1032,1.65153,,,3729,1.116232
1033,1.653302,,,3733,1.10149
1034,1.560262,,,3737,1.157581
1035,1.724395,,,3741,1.314204
1036,1.763861,,,3745,1.201725
1037,1.780922,,,3749,1.22169
1038,1.724693,,,3753,1.039841
1039,1.703191,,,3757,1.257157
1040,1.660652,,,3761,1.147766
1041,1.67994,,,3765,1.08841
1042,1.63321,,,3769,1.070961
1043,1.494475,,,3773,1.277477
1044,1.493132,,,3777,1.359832
1045,1.470479,,,3781,1.528333
1046,1.477701,,,3785,1.468644
1047,1.560052,,,3789,1.41422
1048,1.606726,,,3793,1.393089
1049,1.582106,,,3797,1.231683
1050,1.546827,,,3801,1.329263
1051,1.6781,,,3805,1.405811
1052,1.567002,,,3809,1.276866
1053,1.555655,,,3813,1.28406
1054,1.607213,,,3817,1.212082
1055,1.671395,,,3821,0.990656
1056,1.681194,,,3825,1.096568
1057,1.734794,,,3829,0.8713866
1058,1.810285,,,3833,1.251803
1059,1.970074,,,3837,1.140942
1060,2.102779,,,3841,1.100466
1061,2.147239,,,3845,1.126298
1062,2.087223,,,3849,1.332087
1063,2.143781,,,3853,1.108013
1064,2.193766,,,3857,1.32501
1065,2.207799,,,3861,1.361277
1066,2.17559,,,3865,1.380195
1067,2.16888,,,3869,1.462498
1068,2.167288,,,3873,1.514685
1069,2.166648,,,3877,1.383133
1070,2.113482,,,3881,1.346362
1071,2.082103,,,3885,1.510401
1072,2.044089,,,3889,1.470529
1073,2.022783,,,3893,1.505847
1074,2.090021,,,3897,1.37698
1075,1.924129,,,3901,1.426409
1076,1.92296,,,3905,1.383079
1077,1.931683,,,3909,1.194339
1078,1.901778,,,3913,1.020231
1079,1.848374,,,3917,0.9979582
1080,1.801937,,,3921,1.120987
1081,1.791439,,,3925,1.147933
1082,1.778983,,,3929,1.317212
1083,1.765096,,,3933,1.069588
1084,1.853029,,,3937,1.065167
1085,1.882849,,,3941,1.143768
1086,1.829683,,,3945,1.545425
1087,1.925649,,,3949,1.550401
1088,1.969709,,,3953,1.581137
1089,1.991098,,,3957,1.39979
1090,2.024955,,,3961,1.337019
1091,2.032767,,,3965,1.346859
1092,2.048503,,,3969,1.403922
1093,2.003804,,,3973,1.463141
1094,1.965516,,,3977,1.487548
1095,1.980962,,,3981,1.228041
1096,1.980566,,,3985,1.192652
1097,1.962348,,,3989,1.255691
1098,1.832499,,,3993,1.390755
1099,1.827233,,,3997,1.39537
1100,1.813172,,,4001,1.469103
1101,1.891991,,,4005,1.349961
1102,1.903008,,,4009,1.295981
1103,1.916588,,,4013,1.395027
1104,2.055678,,,4017,1.31475
1105,2.025538,,,4021,1.359698
1106,1.991316,,,4025,1.394651
1107,1.970899,,,4029,1.198989
1108,1.96751,,,4033,1.037546
1109,1.98592,,,4037,1.166835
1110,1.990179,,,4041,1.313745
1111,1.996903,,,4045,1.529847
1112,2.015587,,,4049,1.481271
1113,1.877524,,,4053,1.385569
1114,1.801752,,,4057,1.289527
1115,1.801529,,,4061,1.327439
1116,1.814951,,,4065,1.381254
1117,1.765276,,,4069,1.436032
1118,1.769608,,,4073,1.410065
1119,1.774688,,,4077,1.365565
1120,1.777588,,,4081,1.208084
1121,1.770334,,,4085,1.373683
1122,1.706384,,,4089,1.420252
1123,1.63892,,,4093,1.354563
1124,1.620478,,,4097,1.474454
1125,1.683808,,,4101,1.331521
1126,1.729554,,,4105,1.186504
1127,1.809554,,,4109,1.436305
1128,1.890196,,,4113,1.415473
1129,1.869994,,,4117,1.20971
1130,1.872227,,,4121,1.374353
1131,1.903602,,,4125,1.271868
1132,1.914488,,,4129,1.157358
1133,1.899556,,,4133,1.325255
1134,1.898186,,,4137,1.114645
1135,1.917414,,,4141,1.281343
1136,1.929018,,,4145,1.1029
1137,1.914038,,,4149,1.343172
1138,1.890763,,,4153,1.075603
1139,1.837188,,,4157,1.647449
1140,1.814595,,,4161,1.556218
1141,1.838296,,,4165,1.532351
1142,1.756424,,,4169,1.553207
1143,1.644139,,,4173,1.380586
1144,1.581395,,,4177,1.335387
1145,1.536319,,,4181,1.508513
1146,1.531171,,,4185,1.397256
1147,1.495963,,,4189,1.535082
1148,1.530069,,,4193,1.478702
1149,1.548762,,,4197,1.399134
1150,1.672053,,,4201,1.387725
1151,1.632173,,,4205,1.578296
1152,1.722072,,,4209,1.401853
1153,1.791391,,,4213,1.667967
1154,1.681256,,,4217,1.361893
1155,1.748092,,,4221,1.104326
1156,1.844669,,,4225,1.368414
1157,1.87598,,,4229,1.340982
1158,1.760772,,,4233,1.289049
1159,1.768973,,,4237,1.12652
1160,1.671922,,,4241,1.255307
1161,1.560335,,,4245,1.355202
1162,1.493921,,,4249,1.282618
1163,1.477039,,,4253,1.32569
1164,1.805134,,,4257,1.380999
1165,1.755469,,,4261,1.362201
1166,1.851172,,,4265,1.357
1167,1.879449,,,4269,1.336252
1168,1.905898,,,4273,1.410595
1169,1.890903,,,4277,1.349033
1170,1.931094,,,4281,1.448919
1171,1.918721,,,4285,1.508459
1172,1.959094,,,4289,1.529982
1173,1.833128,,,4293,1.410276
1174,1.737889,,,4297,1.436484
1175,1.783236,,,4301,1.517798
1176,1.742847,,,4305,1.459785
1177,1.711996,,,4309,1.412307
1178,1.643503,,,4313,1.73389
1179,1.68762,,,4317,1.371201
1180,1.713314,,,4321,1.262297
1181,1.697859,,,4325,1.371709
1182,1.612632,,,4329,1.339421
1183,1.429614,,,4333,1.103032
1184,1.292034,,,4337,1.417518
1185,1.385897,,,4341,1.528453
1186,1.440554,,,4345,1.371074
1187,1.528934,,,4349,1.232299
1188,1.677157,,,4353,1.346059
1189,1.808725,,,4357,1.555277
1190,1.69176,,,4361,1.453521
1191,1.619169,,,4365,1.336271
1192,1.634091,,,4369,0.7295882
1193,1.682311,,,4373,0.7353168
1194,1.692757,,,4377,0.8853508
1195,1.67199,,,4381,1.168835
1196,1.564893,,,4385,1.176594
1197,1.558823,,,4389,0.9913245
1198,1.582024,,,4393,0.6985722
1199,1.693313,,,4397,1.127355
1200,1.791017,,,4401,1.241966
1201,1.741033,,,4405,1.179612
1202,1.748099,,,4409,1.205216
1203,1.74692,,,4413,1.248311
1204,1.671216,,,4417,1.201645
1205,1.613058,,,4421,1.3004
1206,1.602273,,,4425,1.332021
1207,1.61359,,,4429,1.328807
1208,1.59569,,,4433,1.304204
1209,1.571801,,,4437,1.354104
1210,1.485195,,,4441,1.362714
1211,1.554432,,,4445,1.27755
1212,1.547987,,,4449,1.204509
1213,1.692061,,,4453,1.140427
1214,1.651485,,,4457,1.160711
1215,1.599203,,,4461,1.188998
1216,1.649032,,,4465,1.258734
1217,1.670295,,,4469,1.308846
1218,1.645971,,,4473,1.215143
1219,1.499455,,,4477,1.280309
1220,1.466644,,,4481,1.325652
1221,1.381235,,,4485,1.316896
1222,1.281202,,,4489,1.310899
1223,1.39966,,,4493,1.338731
1224,1.41634,,,4497,1.26695
1225,1.367089,,,4501,1.251625
1226,1.393635,,,4505,1.279004
1227,1.434148,,,4509,1.243638
1228,1.427651,,,4513,1.152099
1229,1.400648,,,4517,1.440065
1230,1.331995,,,4521,1.26606
1231,1.189711,,,4525,1.040872
1232,1.145392,,,4529,1.601204
1233,1.101762,,,4533,1.504414
1234,1.030218,,,4537,1.520526
1235,0.9499775,,,4541,1.458731
1236,1.007339,,,4545,1.371112
1237,0.9314322,,,4549,1.432533
1238,0.9596711,,,4553,1.529248
1239,0.87512,,,,
1240,0.9057478,,,,
1241,0.9244273,,,,
1242,0.984431,,,,
1243,0.9352493,,,,
1244,0.9114187,,,,
1245,0.8628156,,,,
1246,0.875316,,,,
1247,0.8488206,,,,
1248,0.8614678,,,,
1249,0.8597646,,,,
1250,0.8530502,,,,
1251,0.8267196,,,,
1252,0.7909641,,,,
1253,0.7831309,,,,
1254,0.813111,,,,
1255,0.8066393,,,,
1256,0.8479803,,,,
1257,0.8365967,,,,
1258,0.801683,,,,
1259,0.8070644,,,,
1260,0.8504012,,,,
1261,0.875773,,,,
1262,0.9010575,,,,
1263,0.9094235,,,,
1264,0.9232293,,,,
1265,0.9165131,,,,
1266,0.9129903,,,,
1267,0.9254188,,,,
1268,0.9307523,,,,
1269,0.9260309,,,,
1270,0.9642907,,,,
1271,1.033093,,,,
1272,1.077558,,,,
1273,1.139853,,,,
1274,1.179757,,,,
1275,1.222342,,,,
1276,1.373139,,,,
1277,1.384783,,,,
1278,1.41204,,,,
1279,1.500105,,,,
1280,1.510732,,,,
1281,1.41048,,,,
1282,1.37421,,,,
1283,1.308726,,,,
1284,1.183045,,,,
1285,1.149588,,,,
1286,1.151107,,,,
1287,1.132351,,,,
1288,1.145447,,,,
1289,1.150805,,,,
1290,1.178831,,,,
1291,1.136274,,,,
1292,1.19145,,,,
1293,1.267842,,,,
1294,1.465217,,,,
1295,1.359193,,,,
1296,1.580354,,,,
1297,1.62558,,,,
1298,1.658782,,,,
1299,1.60549,,,,
1300,1.587811,,,,
1301,1.376142,,,,
1302,1.533862,,,,
1303,1.611269,,,,
1304,1.539829,,,,
1305,1.509604,,,,
1306,1.149063,,,,
1307,1.069417,,,,
1308,1.046726,,,,
1309,0.9373922,,,,
1310,1.006034,,,,
1311,0.928724,,,,
1312,0.936988,,,,
1313,0.9577022,,,,
1314,0.9200745,,,,
1315,0.8815181,,,,
1316,0.9043071,,,,
1317,0.9435077,,,,
1318,0.820835,,,,
1319,0.8617001,,,,
1320,0.8935441,,,,
1321,0.9336029,,,,
1322,1.019257,,,,
1323,1.141542,,,,
1324,1.266523,,,,
1325,1.287056,,,,
1326,1.338172,,,,
1327,1.177483,,,,
1328,1.192505,,,,
1329,1.228769,,,,
1330,1.28417,,,,
1331,1.262664,,,,
1332,1.310377,,,,
1333,1.348191,,,,
1334,1.367228,,,,
1335,1.38091,,,,
1336,1.386762,,,,
1337,1.425652,,,,
1338,1.522567,,,,
1339,1.470192,,,,
1340,1.567058,,,,
1341,1.525748,,,,
1342,1.419755,,,,
1343,1.421353,,,,
1344,1.467478,,,,
1345,1.431217,,,,
1346,1.467964,,,,
1347,1.525132,,,,
1348,1.563584,,,,
1349,1.399267,,,,
1350,1.410452,,,,
1351,1.518214,,,,
1352,1.513877,,,,
1353,1.495133,,,,
1354,1.4691,,,,
1355,1.456407,,,,
1356,1.452543,,,,
1357,1.446862,,,,
1358,1.444036,,,,
1359,1.50077,,,,
1360,1.557317,,,,
1361,1.472329,,,,
1362,1.43899,,,,
1363,1.375227,,,,
1364,1.353122,,,,
1365,1.427572,,,,
1366,1.514752,,,,
1367,1.574044,,,,
1368,1.800259,,,,
1369,1.834198,,,,
1370,1.773966,,,,
1371,1.789217,,,,
1372,1.801454,,,,
1373,1.777501,,,,
1374,1.796275,,,,
1375,1.81315,,,,
1376,1.736608,,,,
1377,1.68474,,,,
1378,1.628539,,,,
1379,1.604781,,,,
1380,1.560608,,,,
1381,1.530585,,,,
1382,1.486735,,,,
1383,1.416839,,,,
1384,1.414094,,,,
1385,1.418519,,,,
1386,1.45909,,,,
1387,1.420273,,,,
1388,1.39227,,,,
1389,1.414574,,,,
1390,1.452903,,,,
1391,1.429989,,,,
1392,1.476425,,,,
1393,1.605937,,,,
1394,1.573037,,,,
1395,1.43807,,,,
1396,1.352147,,,,
1397,1.176279,,,,
1398,0.9790111,,,,
1399,1.013398,,,,
1400,1.056099,,,,
1401,0.9832845,,,,
1402,0.9772928,,,,
1403,0.9546017,,,,
1404,0.9393997,,,,
1405,0.9374176,,,,
1406,0.9291624,,,,
1407,0.9038239,,,,
1408,0.9205024,,,,
1409,0.8952705,,,,
1410,0.894918,,,,
1411,0.8654642,,,,
1412,0.9290112,,,,
1413,0.9878265,,,,
1414,0.9590988,,,,
1415,0.8762317,,,,
1416,0.9377868,,,,
1417,1.067294,,,,
1418,1.235332,,,,
1419,1.261628,,,,
1420,1.308832,,,,
1421,1.295959,,,,
1422,1.264919,,,,
1423,1.282619,,,,
1424,1.20613,,,,
1425,1.198966,,,,
1426,1.184382,,,,
1427,1.154345,,,,
1428,1.15185,,,,
1429,1.181669,,,,
1430,1.155776,,,,
1431,1.137273,,,,
1432,1.141952,,,,
1433,1.162151,,,,
1434,1.133127,,,,
1435,1.069664,,,,
1436,1.065533,,,,
1437,1.168841,,,,
1438,1.2353,,,,
1439,1.309629,,,,
1440,1.371122,,,,
1441,1.398774,,,,
1442,1.426446,,,,
1443,1.422377,,,,
1444,1.442991,,,,
1445,1.445793,,,,
1446,1.438243,,,,
1447,1.440917,,,,
1448,1.405084,,,,
1449,1.380407,,,,
1450,1.35985,,,,
1451,1.302928,,,,
1452,1.260994,,,,
1453,1.249768,,,,
1454,1.175898,,,,
1455,1.218932,,,,
1456,1.188545,,,,
1457,1.207698,,,,
1458,1.113643,,,,
1459,1.094342,,,,
1460,1.082424,,,,
1461,1.001912,,,,
1462,0.8920964,,,,
1463,0.9182336,,,,
1464,0.8795297,,,,
1465,0.8895664,,,,
1466,0.875353,,,,
1467,0.8100702,,,,
1468,0.8181057,,,,
1469,0.8839929,,,,
1470,0.9179571,,,,
1471,0.9093367,,,,
1472,0.8840171,,,,
1473,0.8878908,,,,
1474,0.9158738,,,,
1475,0.8678847,,,,
1476,0.8487856,,,,
1477,0.8685129,,,,
1478,0.8212098,,,,
1479,0.8176423,,,,
1480,0.8322312,,,,
1481,0.8601016,,,,
1482,0.8393399,,,,
1483,0.8198039,,,,
1484,0.8487018,,,,
1485,0.8766603,,,,
1486,0.8828126,,,,
1487,0.9091467,,,,
1488,0.9075977,,,,
1489,0.8513449,,,,
1490,0.8007959,,,,
1491,0.9879717,,,,
1492,1.15441,,,,
1493,1.169656,,,,
1494,1.085375,,,,
1495,1.129099,,,,
1496,0.9941445,,,,
1497,0.9392061,,,,
1498,0.9790287,,,,
1499,0.9617262,,,,
1500,0.9173979,,,,
1501,0.9234364,,,,
1502,0.8957042,,,,
1503,0.915252,,,,
1504,0.9049977,,,,
1505,0.8697359,,,,
1506,0.8732886,,,,
1507,0.8887534,,,,
1508,0.9172128,,,,
1509,0.9580199,,,,
1510,0.9787154,,,,
1511,0.9918417,,,,
1512,1.078241,,,,
1513,1.201374,,,,
1514,1.264006,,,,
1515,1.302176,,,,
1516,1.333546,,,,
1517,1.289453,,,,
1518,1.358231,,,,
1519,1.392096,,,,
1520,1.431453,,,,
1521,1.390348,,,,
1522,1.270114,,,,
1523,1.202144,,,,
1524,1.19368,,,,
1525,1.18742,,,,
1526,1.206887,,,,
1527,1.252474,,,,
1528,1.214537,,,,
1529,1.200252,,,,
1530,1.210318,,,,
1531,1.189156,,,,
1532,1.179129,,,,
1533,1.198907,,,,
1534,1.246918,,,,
1535,1.271349,,,,
1536,1.305679,,,,
1537,1.272004,,,,
1538,1.278999,,,,
1539,1.283817,,,,
1540,1.309342,,,,
1541,1.361061,,,,
1542,1.300283,,,,
1543,1.247671,,,,
1544,1.211538,,,,
1545,1.261083,,,,
1546,1.259618,,,,
1547,1.244623,,,,
1548,1.241706,,,,
1549,1.270402,,,,
1550,1.317456,,,,
1551,1.310358,,,,
1552,1.332165,,,,
1553,1.355981,,,,
1554,1.302523,,,,
1555,1.27215,,,,
1556,1.321627,,,,
1557,1.307426,,,,
1558,1.304733,,,,
1559,1.320605,,,,
1560,1.327673,,,,
1561,1.316667,,,,
1562,1.280311,,,,
1563,1.255092,,,,
1564,1.264943,,,,
1565,1.198678,,,,
1566,1.161656,,,,
1567,1.148043,,,,
1568,1.153016,,,,
1569,1.1453,,,,
1570,1.138272,,,,
1571,1.09467,,,,
1572,1.078478,,,,
1573,1.069588,,,,
1574,1.07091,,,,
1575,1.062453,,,,
1576,1.044444,,,,
1577,1.045524,,,,
1578,1.043554,,,,
1579,1.03384,,,,
1580,1.080812,,,,
1581,1.077613,,,,
1582,1.088528,,,,
1583,1.11326,,,,
1584,1.09893,,,,
1585,1.131006,,,,
1586,1.204425,,,,
1587,1.262948,,,,
1588,1.262468,,,,
1589,1.27317,,,,
1590,1.271165,,,,
1591,1.29071,,,,
1592,1.289747,,,,
1593,1.329779,,,,
1594,1.322922,,,,
1595,1.3201,,,,
1596,1.270339,,,,
1597,1.284964,,,,
1598,1.333085,,,,
1599,1.307689,,,,
1600,1.280755,,,,
1601,1.296528,,,,
1602,1.230615,,,,
1603,1.238091,,,,
1604,1.188027,,,,
1605,1.226895,,,,
1606,1.269451,,,,
1607,1.336208,,,,
1608,1.421183,,,,
1609,1.433405,,,,
1610,1.424118,,,,
1611,1.514989,,,,
1612,1.541229,,,,
1613,1.546021,,,,
1614,1.564119,,,,
1615,1.552623,,,,
1616,1.547715,,,,
1617,1.511699,,,,
1618,1.48129,,,,
1619,1.362858,,,,
1620,1.312443,,,,
1621,1.320131,,,,
1622,1.35336,,,,
1623,1.431274,,,,
1624,1.456037,,,,
1625,1.440962,,,,
1626,1.458925,,,,
1627,1.451151,,,,
1628,1.432948,,,,
1629,1.432396,,,,
1630,1.459586,,,,
1631,1.521246,,,,
1632,1.540665,,,,
1633,1.576418,,,,
1634,1.589639,,,,
1635,1.582466,,,,
1636,1.589776,,,,
1637,1.593196,,,,
1638,1.580526,,,,
1639,1.607653,,,,
1640,1.604309,,,,
1641,1.593275,,,,
1642,1.57599,,,,
1643,1.583548,,,,
1644,1.604552,,,,
1645,1.581295,,,,
1646,1.563317,,,,
1647,1.524206,,,,
1648,1.542012,,,,
1649,1.548942,,,,
1650,1.511486,,,,
1651,1.495295,,,,
1652,1.531508,,,,
1653,1.570121,,,,
1654,1.587835,,,,
1655,1.603972,,,,
1656,1.567416,,,,
1657,1.606946,,,,
1658,1.610821,,,,
1659,1.626469,,,,
1660,1.624039,,,,
1661,1.62401,,,,
1662,1.624569,,,,
1663,1.603933,,,,
1664,1.579733,,,,
1665,1.561771,,,,
1666,1.567847,,,,
1667,1.569355,,,,
1668,1.565556,,,,
1669,1.557476,,,,
1670,1.560326,,,,
1671,1.558444,,,,
1672,1.560992,,,,
1673,1.529609,,,,
1674,1.520101,,,,
1675,1.524829,,,,
1676,1.515039,,,,
1677,1.488654,,,,
1678,1.54739,,,,
1679,1.571037,,,,
1680,1.605434,,,,
1681,1.658627,,,,
1682,1.646523,,,,
1683,1.605816,,,,
1684,1.597251,,,,
1685,1.589553,,,,
1686,1.581161,,,,
1687,1.582655,,,,
1688,1.573111,,,,
1689,1.570378,,,,
1690,1.531893,,,,
1691,1.503903,,,,
1692,1.532599,,,,
1693,1.478977,,,,
1694,1.480667,,,,
1695,1.465514,,,,
1696,1.439023,,,,
1697,1.402949,,,,
1698,1.413947,,,,
1699,1.421702,,,,
1700,1.437842,,,,
1701,1.446966,,,,
1702,1.500454,,,,
1703,1.558421,,,,
1704,1.574102,,,,
1705,1.625807,,,,
1706,1.601459,,,,
1707,1.588649,,,,
1708,1.560676,,,,
1709,1.567788,,,,
1710,1.568269,,,,
1711,1.640429,,,,
1712,1.637679,,,,
1713,1.574237,,,,
1714,1.538074,,,,
1715,1.556677,,,,
1716,1.54029,,,,
1717,1.549622,,,,
1718,1.568205,,,,
1719,1.557548,,,,
1720,1.485195,,,,
1721,1.4971,,,,
1722,1.516732,,,,
1723,1.479944,,,,
1724,1.485419,,,,
1725,1.480906,,,,
1726,1.607985,,,,
1727,1.577561,,,,
1728,1.558306,,,,
1729,1.565428,,,,
1730,1.593583,,,,
1731,1.557705,,,,
1732,1.364209,,,,
1733,1.323669,,,,
1734,1.326292,,,,
1735,1.312332,,,,
1736,1.371318,,,,
1737,1.451562,,,,
1738,1.540929,,,,
1739,1.571646,,,,
1740,1.549461,,,,
1741,1.51927,,,,
1742,1.470516,,,,
1743,1.419877,,,,
1744,1.345075,,,,
1745,1.333436,,,,
1746,1.312156,,,,
1747,1.339969,,,,
1748,1.31844,,,,
1749,1.370233,,,,
1750,1.41482,,,,
1751,1.379933,,,,
1752,1.305623,,,,
1753,1.338282,,,,
1754,1.304002,,,,
1755,1.320539,,,,
1756,1.296794,,,,
1757,1.356898,,,,
1758,1.296928,,,,
1759,1.171686,,,,
1760,1.144246,,,,
1761,1.150586,,,,
1762,1.135854,,,,
1763,1.124924,,,,
1764,1.154086,,,,
1765,1.16584,,,,
1766,1.191374,,,,
1767,1.221429,,,,
1768,1.173805,,,,
1769,1.165592,,,,
1770,1.27991,,,,
1771,1.320529,,,,
1772,1.3891,,,,
1773,1.455494,,,,
1774,1.461547,,,,
1775,1.467068,,,,
1776,1.489299,,,,
1777,1.509798,,,,
1778,1.521061,,,,
1779,1.600102,,,,
1780,1.53239,,,,
1781,1.545391,,,,
1782,1.51343,,,,
1783,1.539034,,,,
1784,1.563364,,,,
1785,1.536954,,,,
1786,1.530988,,,,
1787,1.547367,,,,
1788,1.556164,,,,
1789,1.544515,,,,
1790,1.572433,,,,
1791,1.573123,,,,
1792,1.47036,,,,
1793,1.439698,,,,
1794,1.417367,,,,
1795,1.375812,,,,
1796,1.366358,,,,
1797,1.369247,,,,
1798,1.430388,,,,
1799,1.476184,,,,
1800,1.49779,,,,
1801,1.583325,,,,
1802,1.475535,,,,
1803,1.554452,,,,
1804,1.648754,,,,
1805,1.612597,,,,
1806,1.58738,,,,
1807,1.577733,,,,
1808,1.586242,,,,
1809,1.560196,,,,
1810,1.650058,,,,
1811,1.655596,,,,
1812,1.666526,,,,
1813,1.692158,,,,
1814,1.677303,,,,
1815,1.648542,,,,
1816,1.649752,,,,
1817,1.578295,,,,
1818,1.552761,,,,
1819,1.557227,,,,
1820,1.600484,,,,
1821,1.611687,,,,
1822,1.650009,,,,
1823,1.696448,,,,
1824,1.722802,,,,
1825,1.740436,,,,
1826,1.739013,,,,
1827,1.771343,,,,
1828,1.799322,,,,
1829,1.810704,,,,
1830,1.819486,,,,
1831,1.819511,,,,
1832,1.802954,,,,
1833,1.780456,,,,
1834,1.746143,,,,
1835,1.718348,,,,
1836,1.641275,,,,
1837,1.570319,,,,
1838,1.521394,,,,
1839,1.458032,,,,
1840,1.437016,,,,
1841,1.366634,,,,
1842,1.540639,,,,
1843,1.605452,,,,
1844,1.617232,,,,
1845,1.650889,,,,
1846,1.671497,,,,
1847,1.68168,,,,
1848,1.791368,,,,
1849,1.820241,,,,
1850,1.830796,,,,
1851,1.800732,,,,
1852,1.764115,,,,
1853,1.754252,,,,
1854,1.736661,,,,
1855,1.711379,,,,
1856,1.725336,,,,
1857,1.707262,,,,
1858,1.684981,,,,
1859,1.631546,,,,
1860,1.620072,,,,
1861,1.618407,,,,
1862,1.608798,,,,
1863,1.523918,,,,
1864,1.336721,,,,
1865,1.398008,,,,
1866,1.451802,,,,
1867,1.439753,,,,
1868,1.477961,,,,
1869,1.469463,,,,
1870,1.420747,,,,
1871,1.424705,,,,
1872,1.459869,,,,
1873,1.426909,,,,
1874,1.43494,,,,
1875,1.446595,,,,
1876,1.446468,,,,
1877,1.356779,,,,
1878,1.348311,,,,
1879,1.417305,,,,
1880,1.415263,,,,
1881,1.397717,,,,
1882,1.241798,,,,
1883,1.186445,,,,
1884,1.182795,,,,
1885,1.163856,,,,
1886,1.162353,,,,
1887,1.118531,,,,
1888,1.144688,,,,
1889,1.122773,,,,
1890,1.139634,,,,
1891,1.109649,,,,
1892,1.125849,,,,
1893,1.117172,,,,
1894,1.143974,,,,
1895,1.194466,,,,
1896,1.209866,,,,
1897,1.212207,,,,
1898,1.197842,,,,
1899,1.288793,,,,
1900,1.234922,,,,
1901,1.398864,,,,
1902,1.470213,,,,
1903,1.4898,,,,
1904,1.428502,,,,
1905,1.413365,,,,
1906,1.306077,,,,
1907,1.238578,,,,
1908,1.261359,,,,
1909,1.276825,,,,
1910,1.21324,,,,
1911,1.166432,,,,
1912,1.146674,,,,
1913,1.119338,,,,
1914,1.125795,,,,
1915,1.122194,,,,
1916,1.133915,,,,
1917,1.16696,,,,
1918,1.212689,,,,
1919,1.218343,,,,
1920,1.289528,,,,
1921,1.278973,,,,
1922,1.334726,,,,
1923,1.415798,,,,
