,WTemp_C1_Avg
1958,15.38906
1959,15.37767
1960,15.36673
1961,15.34709
1962,15.32324
1963,15.30037
1964,15.2842
1965,15.29678
1966,15.37279
1967,15.46278
1968,15.46592
1969,15.48866
1970,15.50375
1971,15.4881
1972,15.45316
1973,15.42186
1974,15.40341
1975,15.39511
1976,15.378
1977,15.36392
1978,15.35369
1979,15.34038
1980,15.3352
1981,15.32399
1982,15.31381
1983,15.30308
1984,15.28923
1985,15.26361
1986,15.25257
1987,15.24002
1988,15.2457
1989,15.24577
1990,15.26006
1991,15.29754
1992,15.40847
1993,15.41888
1994,15.43309
1995,15.41302
1996,15.40584
1997,15.3947
1998,15.38973
1999,15.374
2000,15.36974
2001,15.36213
2002,15.34855
2003,15.33296
2004,15.33158
2005,15.32142
2006,15.3158
2007,15.29966
2008,15.29001
2009,15.27678
2010,15.25521
2011,15.22944
2012,15.2089
2013,15.2061
2014,15.21288
2015,15.25663
2016,15.34094
2017,15.5178
2018,15.63053
2019,15.63699
2020,15.52344
2021,15.45372
2022,15.38442
2023,15.33599
2024,15.29835
2025,15.28422
2026,15.26597
2027,15.24775
2028,15.23304
2029,15.22282
2030,15.20808
2031,15.20548
2032,15.19038
2033,15.17047
2034,15.15862
2035,15.14386
2036,15.12786
2037,15.14495
2038,15.1804
2039,15.26537
2040,15.32729
2041,15.38162
2042,15.42627
2043,15.39848
2044,15.36458
2045,15.33223
2046,15.3081
2047,15.27791
2048,15.24689
2049,15.20775
2050,15.18008
2051,15.16264
2052,15.15297
2053,15.14407
2054,15.12894
2055,15.10962
2056,15.08918
2057,15.0841
2058,15.06175
2059,15.04424
2060,15.03225
2061,15.05241
2062,15.13449
2063,15.25325
2064,15.43829
2065,15.42327
2066,15.34063
2067,15.34168
2068,15.31523
2069,15.29555
2070,15.29251
2071,15.28466
2072,15.27795
2073,15.28046
2074,15.26989
2075,15.26274
2076,15.23811
2077,15.2107
2078,15.18149
2079,15.15229
2080,15.12052
2081,15.10574
2082,15.07682
2083,15.05868
2084,15.04646
2085,15.06424
2086,15.14153
2087,15.2254
2088,15.28306
2089,15.29609
2090,15.38274
2091,15.59545
2092,15.57785
2093,15.45113
2094,15.3625
2095,15.33133
2096,15.31634
2097,15.29627
2098,15.27339
2099,15.24991
2100,15.23555
2101,15.22634
2102,15.21486
2103,15.20705
2104,15.19388
2105,15.18759
2106,15.17944
2107,15.17543
2108,15.17497
2109,15.18311
2110,15.23042
2111,15.31006
2112,15.37133
2113,15.47981
2114,15.72339
2115,15.72673
2116,15.68691
2117,15.65092
2118,15.6461
2119,15.65079
2120,15.63494
2121,15.59388
2122,15.53867
2123,15.48825
2124,15.46261
2125,15.46544
2126,15.47926
2127,15.46428
2128,15.44915
2129,15.34614
2130,15.27399
2131,15.24563
2132,15.24685
2133,15.27425
2134,15.33414
2135,15.43668
2136,15.54985
2137,15.64827
2138,15.62398
2139,15.76681
2140,15.72674
2141,15.61364
2142,15.54482
2143,15.48565
2144,15.38284
2145,15.3029
2146,15.29517
2147,15.48784
2148,15.42355
2149,15.30864
2150,15.25845
2151,15.23086
2152,15.19921
2153,15.17537
2154,15.15709
2155,15.12595
2156,15.10549
2157,15.11457
2158,15.16232
2159,15.23533
2160,15.30496
2161,15.32357
2162,15.41143
2163,15.41778
2164,15.44247
2165,15.42706
2166,15.47404
2167,15.49467
2168,15.41049
2169,15.2985
2170,15.25276
2171,15.20307
2172,15.17529
2173,15.13385
2174,15.12373
2175,15.09549
2176,15.08078
2177,15.05498
2178,15.03422
2179,15.01105
2180,14.97507
2181,14.97383
2182,15.01019
2183,15.05499
2184,15.07736
2185,15.18716
2186,15.3517
2187,15.35104
2188,15.32581
2189,15.25899
2190,15.21944
2191,15.16975
2192,15.0887
2193,15.02488
2194,14.99551
2195,14.98913
2196,14.97191
2197,14.94579
2198,14.92089
2199,14.8912
2200,14.88028
2201,14.85677
2202,14.81799
2203,14.79398
2204,14.77349
2205,14.78164
2206,14.82392
2207,14.91775
2208,14.99977
2209,15.04446
2210,15.04621
2211,14.99446
2212,14.94488
2213,14.88381
2214,14.84616
2215,14.8268
2216,14.79603
2217,14.78561
2218,14.77169
2219,14.7582
2220,14.74594
2221,14.74223
2222,14.73482
2223,14.73594
2224,14.72764
2225,14.73904
2226,14.75757
2227,14.75303
2228,14.73398
2229,14.73932
2230,14.76361
2231,14.82397
2232,14.87549
2233,14.9503
2234,15.17862
2235,15.20066
2236,15.10287
2237,15.04356
2238,14.98115
2239,14.93454
2240,14.92308
2241,14.89599
2242,14.86618
2243,14.85587
2244,14.83988
2245,14.84674
2246,14.82406
2247,14.79435
2248,14.76015
2249,14.73816
2250,14.71612
2251,14.68825
2252,14.65799
2253,14.65798
2254,14.71123
2255,14.77921
2256,14.83638
2257,14.91731
2258,15.13788
2259,15.05461
2260,14.97112
2261,14.8951
2262,14.84881
2263,14.80795
2264,14.77866
2265,14.74454
2266,14.70634
2267,14.70332
2268,14.68738
2269,14.66083
2270,14.63682
2271,14.60042
2272,14.57505
2273,14.537
2274,14.48271
2275,14.44832
2276,14.41545
2277,14.38459
2278,14.40128
2279,14.44736
2280,14.50981
2281,14.57098
2282,14.58203
2283,14.68039
2284,14.62272
2285,14.5623
2286,14.49765
2287,14.44307
2288,14.38923
2289,14.35345
2290,14.32778
2291,14.31043
2292,14.28352
2293,14.24983
2294,14.22104
2295,14.22187
2296,14.21807
2297,14.22371
2298,14.25149
2299,14.27704
2300,14.31487
2301,14.35135
2302,14.39054
2303,14.4466
2304,14.36386
2305,14.43262
2306,14.91047
2307,14.90649
2308,14.67236
2309,14.57809
2310,14.5816
2311,14.54544
2312,14.47545
2313,14.40078
2314,14.4082
2315,14.36299
2316,14.30139
2317,14.27303
2318,14.26026
2319,14.24251
2320,14.21738
2321,14.20221
2322,14.18781
2323,14.17331
2324,14.167
2325,14.17614
2326,14.20583
2327,14.30988
2328,14.42154
2329,14.54781
2330,14.61806
2331,14.69947
2332,14.74991
2333,14.59248
2334,14.51841
2335,14.47743
2336,14.44911
2337,14.43851
2338,14.42324
2339,14.40078
2340,14.35717
2341,14.32626
2342,14.29872
2343,14.28426
2344,14.28101
2345,14.26981
2346,14.26389
2347,14.25177
2348,14.23992
2349,14.25548
2350,14.29727
2351,14.37603
2352,14.4515
2353,14.60769
2354,14.93404
2355,14.88842
2356,14.83777
2357,14.70975
2358,14.62772
2359,14.549
2360,14.48591
2361,14.42717
2362,14.38362
2363,14.35369
2364,14.32936
2365,14.31948
2366,14.33258
2367,14.33347
2368,14.34283
2369,14.32818
2370,14.32023
2371,14.30196
2372,14.29551
2373,14.30747
2374,14.37264
2375,14.45511
2376,14.56139
2377,14.57738
2378,14.57441
2379,14.86129
2380,14.88705
2381,14.69362
2382,14.61869
2383,14.58519
2384,14.51643
2385,14.43105
2386,14.35629
2387,14.31789
2388,14.30107
2389,14.28944
2390,14.28492
2391,14.2842
2392,14.27185
2393,14.25408
2394,14.23123
2395,14.19353
2396,14.16605
2397,14.15905
2398,14.20579
2399,14.32702
2400,14.42676
2401,14.6331
2402,14.73293
2403,14.62661
2404,14.56341
2405,14.49736
2406,14.45027
2407,14.42567
2408,14.425
2409,14.38856
2410,14.35677
2411,14.32116
2412,14.28356
2413,14.24091
2414,14.20259
2415,14.1692
2416,14.14593
2417,14.12738
2418,14.1066
2419,14.09665
2420,14.0894
2421,14.10346
2422,14.14307
2423,14.23075
2424,14.31817
2425,14.39567
2426,14.47085
2427,14.50772
2428,14.41159
2429,14.33686
2430,14.29686
2431,14.27739
2432,14.25148
2433,14.23113
2434,14.21818
2435,14.19834
2436,14.17361
2437,14.15357
2438,14.13557
2439,14.12732
2440,14.13037
2441,14.12239
2442,14.11586
2443,14.10974
2444,14.10345
2445,14.10943
2446,14.12018
2447,14.13161
2448,14.14302
2449,14.1601
2450,14.17766
2451,14.19782
2452,14.21015
2453,14.21507
2454,14.22178
2455,14.20969
2456,14.21129
2457,14.14887
2458,14.09407
2459,14.11511
2460,14.1694
2461,14.19046
2462,14.1815
2463,14.14526
2464,14.09079
2465,14.0245
2466,14.00463
2467,14.0151
2468,14.03613
2469,14.11362
2470,14.1988
2471,14.23277
2472,14.3843
2473,14.4894
2474,14.58478
2475,14.61419
2476,14.74543
2477,14.61235
2478,14.52333
2479,14.49007
2480,14.47025
2481,14.45546
2482,14.43797
2483,14.4226
2484,14.41887
2485,14.39719
2486,14.38086
2487,14.35703
2488,14.33538
2489,14.3102
2490,14.29739
2491,14.27896
2492,14.28327
2493,14.29977
2494,14.36268
2495,14.44958
2496,14.62369
2497,14.69716
2498,14.71361
2499,14.74747
2500,14.73201
2501,14.72273
2502,14.67954
2503,14.64795
2504,14.62042
2505,14.58953
2506,14.56365
2507,14.53128
2508,14.47836
2509,14.44347
2510,14.41354
2511,14.40511
2512,14.40111
2513,14.39854
2514,14.38186
2515,14.34171
2516,14.32897
2517,14.32919
2518,14.41041
2519,14.59862
2520,14.75594
2521,14.84627
2522,14.77938
2523,14.7111
2524,14.85679
2525,14.73504
2526,14.63786
2527,14.5794
2528,14.52706
2529,14.49705
2530,14.47919
2531,14.46622
2532,14.45389
2533,14.43769
2534,14.43583
2535,14.46006
2536,14.49967
2537,14.58806
2538,14.58014
2539,14.57383
2540,14.56042
2541,14.5797
2542,14.62725
2543,14.70243
2544,14.82841
2545,14.96931
2546,15.06569
2547,15.1279
2548,15.05514
2549,14.98372
2550,14.94904
2551,14.9407
2552,14.87748
2553,14.84182
2554,14.81953
2555,14.78187
2556,14.64595
2557,14.56144
2558,14.53839
2559,14.51928
2560,14.4876
2561,14.46264
2562,14.43139
2563,14.40278
2564,14.36843
2565,14.36755
2566,14.39696
2567,14.45759
2568,14.58057
2569,14.62645
2570,14.76168
2571,14.72122
2572,14.66494
2573,14.61278
2574,14.57847
2575,14.54607
2576,14.52212
2577,14.49743
2578,14.47439
2579,14.43433
2580,14.40981
2581,14.36939
2582,14.3343
2583,14.28644
2584,14.2467
2585,14.22431
2586,14.19036
2587,14.1555
2588,14.12659
2589,14.12909
2590,14.16864
2591,14.24623
2592,14.30613
2593,14.47894
2594,14.49937
2595,14.49151
2596,14.41066
2597,14.34661
2598,14.30889
2599,14.29677
2600,14.29671
2601,14.28024
2602,14.263
2603,14.22953
2604,14.2118
2605,14.1896
2606,14.1668
2607,14.14112
2608,14.12007
2609,14.09621
2610,14.07306
2611,14.03683
2612,14.00801
2613,14.01507
2614,14.07694
2615,14.16848
2616,14.25329
2617,14.35648
2618,14.37894
2619,14.32142
2620,14.30118
2621,14.27562
2622,14.25988
2623,14.24194
2624,14.21984
2625,14.20502
2626,14.19586
2627,14.17604
2628,14.17432
2629,14.16144
2630,14.14411
2631,14.14165
2632,14.12468
2633,14.1277
2634,14.11342
2635,14.09573
2636,14.08606
2637,14.08661
2638,14.122
2639,14.17146
2640,14.2062
2641,14.24571
2642,14.28391
2643,14.29407
2644,14.28333
2645,14.25772
2646,14.23757
2647,14.19217
2648,14.16309
2649,14.12582
2650,14.09394
2651,14.07766
2652,14.05722
2653,14.03752
2654,14.0159
2655,14.00722
2656,13.98647
2657,13.96137
2658,13.93931
2659,13.91888
2660,13.91746
2661,13.9327
2662,13.96118
2663,13.9967
2664,14.05202
2665,14.10455
2666,14.14145
2667,14.1503
2668,14.13922
2669,14.11594
2670,14.09066
2671,14.05922
2672,14.03373
2673,14.01574
2674,13.99886
2675,13.97804
2676,13.93586
2677,13.89044
2678,13.86784
2679,13.84012
2680,13.80491
2681,13.74536
2682,13.68389
2683,13.58687
2684,13.54211
2685,13.53454
2686,13.51636
2687,13.529
2688,13.53761
2689,13.54068
2690,13.44981
2691,13.3635
2692,13.45578
2693,13.53456
2694,13.52189
2695,13.383
2696,13.11575
2697,13.09706
2698,13.28767
2699,13.31294
2700,13.27272
2701,13.22855
2702,13.18381
2703,13.14979
2704,13.09896
2705,13.01132
2706,12.95637
2707,12.90144
2708,12.86118
2709,12.82938
2710,12.83123
2711,12.85052
2712,12.87545
2713,12.91452
2714,12.94012
2715,12.92451
2716,12.91547
2717,12.89812
2718,12.87066
2719,12.84602
2720,12.80683
2721,12.79136
2722,12.76547
2723,12.75191
2724,12.72723
2725,12.69096
2726,12.67309
2727,12.65422
2728,12.63207
2729,12.60116
2730,12.5895
2731,12.57826
2732,12.57363
2733,12.60635
2734,12.66488
2735,12.71441
2736,12.72493
2737,12.75859
2738,12.76001
2739,12.73648
2740,12.70533
2741,12.64252
2742,12.61394
2743,12.59582
2744,12.58717
2745,12.62884
2746,12.74048
2747,12.74326
2748,12.72957
2749,12.69319
2750,12.63265
2751,12.55034
2752,12.50647
2753,12.5099
2754,12.48766
2755,12.46186
2756,12.46715
2757,12.49396
2758,12.56849
2759,12.62294
2760,12.63705
2761,12.64483
2762,12.67062
2763,12.6714
2764,12.66089
2765,12.63679
2766,12.60689
2767,12.57607
2768,12.56148
2769,12.5264
2770,12.48486
2771,12.45386
2772,12.43077
2773,12.37157
2774,12.34623
2775,12.33366
2776,12.29585
2777,12.27945
2778,12.2509
2779,12.1951
2780,12.15922
2781,12.12549
2782,12.11996
2783,12.15372
2784,12.24176
2785,12.32772
2786,12.36598
2787,12.41753
2788,12.31172
2789,12.23165
2790,12.20406
2791,12.16629
2792,12.14039
2793,12.11475
2794,12.08171
2795,12.03418
2796,12.00513
2797,11.94182
2798,11.90215
2799,11.86953
2800,11.80646
2801,11.75961
2802,11.69094
2803,11.6234
2804,11.57892
2805,11.57683
2806,11.64944
2807,11.7047
2808,11.75203
2809,11.79539
2810,11.85122
2811,11.83092
2812,11.76487
2813,11.73336
2814,11.69889
2815,11.65985
2816,11.61186
2817,11.57953
2818,11.55019
2819,11.51463
2820,11.4904
2821,11.46632
2822,11.43845
2823,11.40793
2824,11.37368
2825,11.34243
2826,11.31783
2827,11.33613
2828,11.32237
2829,11.3044
2830,11.28059
2831,11.20355
2832,11.0861
2833,11.00457
2834,10.95541
2835,10.93361
2836,10.93159
2837,10.94473
2838,10.992
2839,11.02116
2840,10.99063
2841,10.98243
2842,10.93039
2843,10.8507
2844,10.81124
2845,10.81558
2846,10.79609
2847,10.77086
2848,10.73325
2849,10.70072
2850,10.65792
2851,10.62463
2852,10.61828
2853,10.62273
2854,10.64867
2855,10.69308
2856,10.75164
2857,10.83829
2858,10.87139
2859,10.86607
2860,10.85822
2861,10.84332
2862,10.82203
2863,10.80466
2864,10.77551
2865,10.6901
2866,10.62965
2867,10.63618
2868,10.58719
2869,10.53765
2870,10.49564
2871,10.44999
2872,10.42278
2873,10.38235
2874,10.34265
2875,10.34715
2876,10.39965
2877,10.50412
2878,10.59643
2879,10.65461
2880,10.69786
2881,10.74092
2882,10.75497
2883,10.72725
2884,10.65476
2885,10.61019
2886,10.556
2887,10.51984
2888,10.51398
2889,10.49825
2890,10.46878
2891,10.43807
2892,10.40284
2893,10.38533
2894,10.36487
2895,10.35013
2896,10.31936
2897,10.30277
2898,10.27839
2899,10.25523
2900,10.23402
2901,10.22782
2902,10.2515
2903,10.29703
2904,10.4097
2905,10.57266
2906,10.66155
2907,10.76306
2908,10.6695
2909,10.53249
2910,10.48032
2911,10.45833
2912,10.45053
2913,10.43211
2914,10.40333
2915,10.35785
2916,10.35322
2917,10.34521
2918,10.33111
2919,10.3096
2920,10.28851
2921,10.26123
2922,10.25118
2923,10.23001
2924,10.20161
2925,10.21801
2926,10.28988
2927,10.36293
2928,10.4651
2929,10.6229
2930,10.76771
2931,10.68793
2932,10.65001
2933,10.58507
2934,10.55225
2935,10.53609
2936,10.52852
2937,10.50778
2938,10.49802
2939,10.46689
2940,10.39867
2941,10.38801
2942,10.38413
2943,10.37243
2944,10.35355
2945,10.32733
2946,10.30373
2947,10.28657
2948,10.26932
2949,10.27839
2950,10.31498
2951,10.36333
2952,10.40901
2953,10.46302
2954,10.46212
2955,10.45905
2956,10.44897
2957,10.43171
2958,10.4194
2959,10.40594
2960,10.39281
2961,10.37501
2962,10.35797
2963,10.33951
2964,10.32379
2965,10.31282
2966,10.29342
2967,10.27938
2968,10.26437
2969,10.22682
2970,10.20872
2971,10.19146
2972,10.17782
2973,10.18994
2974,10.22553
2975,10.27766
2976,10.3588
2977,10.46324
2978,10.57513
2979,10.60513
2980,10.57238
2981,10.5302
2982,10.4963
2983,10.46646
2984,10.44852
2985,10.43497
2986,10.41718
2987,10.40124
2988,10.38126
2989,10.34445
2990,10.3117
2991,10.28022
2992,10.26055
2993,10.23571
2994,10.21698
2995,10.19362
2996,10.17073
2997,10.1865
2998,10.23844
2999,10.32433
3000,10.40028
3001,10.4735
3002,10.47692
3003,10.48951
3004,10.48255
3005,10.47224
3006,10.46379
3007,10.46627
3008,10.46157
3009,10.44581
3010,10.43526
3011,10.40702
3012,10.38112
3013,10.3587
3014,10.33668
3015,10.30672
3016,10.29781
3017,10.27059
3018,10.23531
3019,10.21655
3020,10.20807
3021,10.21538
3022,10.27891
3023,10.44511
3024,10.63228
3025,10.63406
3026,10.8019
3027,10.91027
3028,10.96624
3029,10.90835
3030,10.81052
3031,10.74397
3032,10.68735
3033,10.65414
3034,10.65458
3035,10.60544
3036,10.53188
3037,10.48025
3038,10.45872
3039,10.43752
3040,10.41967
3041,10.39557
3042,10.36729
3043,10.35851
3044,10.35704
3045,10.38673
3046,10.45435
3047,10.53522
3048,10.60821
3049,10.68753
3050,10.75509
3051,10.87807
3052,10.85001
3053,10.79408
3054,10.77435
3055,10.7885
3056,10.76398
3057,10.72333
3058,10.6695
3059,10.61093
3060,10.61932
3061,10.59114
3062,10.56
3063,10.53878
3064,10.51765
3065,10.48107
3066,10.46285
3067,10.43449
3068,10.44102
3069,10.43771
3070,10.50197
3071,10.58777
3072,10.77806
3073,10.72428
3074,10.73798
3075,10.78804
3076,10.93792
3077,11.08613
3078,11.03566
3079,10.99521
3080,11.02377
3081,11.00604
3082,10.96152
3083,10.86878
3084,10.79099
3085,10.68489
3086,10.62543
3087,10.5547
3088,10.48413
3089,10.41597
3090,10.3475
3091,10.31339
3092,10.29338
3093,10.3249
3094,10.43018
3095,10.54642
3096,10.61875
3097,10.67974
3098,10.88796
3099,11.20025
3100,11.5143
3101,11.40324
3102,11.15501
3103,10.92767
3104,10.75027
3105,10.6363
3106,10.56358
3107,10.53317
3108,10.50758
3109,10.47333
3110,10.4395
3111,10.41459
3112,10.38222
3113,10.36458
3114,10.34454
3115,10.3201
3116,10.30173
3117,10.32412
3118,10.41547
3119,10.52775
3120,10.61054
3121,10.80994
3122,10.98222
3123,11.10029
3124,11.03736
3125,11.04038
3126,10.96327
3127,11.00964
3128,11.01714
3129,10.9519
3130,10.82558
3131,10.70379
3132,10.61078
3133,10.53498
3134,10.49945
3135,10.45348
3136,10.42212
3137,10.40555
3138,10.3831
3139,10.3649
3140,10.39314
3141,10.4421
3142,10.55238
3143,10.73626
3144,10.8074
3145,10.83191
3146,10.77041
3147,10.68044
3148,10.69711
3149,10.72965
3150,10.78083
3151,10.801
3152,10.80104
3153,10.79625
3154,10.79911
3155,10.79056
3156,10.78509
3157,10.77772
3158,10.77535
3159,10.76588
3160,10.74525
3161,10.73056
3162,10.7166
3163,10.7041
3164,10.71319
3165,10.73991
3166,10.80539
3167,10.88937
3168,10.94295
3169,10.96526
3170,11.00405
3171,11.06234
3172,11.08571
3173,11.07696
3174,11.0654
3175,11.04934
3176,11.03871
3177,11.02365
3178,11.00849
3179,10.98844
3180,10.97368
3181,10.93958
3182,10.91365
3183,10.8837
3184,10.8278
3185,10.85599
3186,10.8729
3187,10.8742
3188,10.8946
3189,11.08029
3190,11.11018
3191,11.10962
3192,11.17337
3193,11.21749
3194,11.23901
3195,11.27821
3196,11.28875
3197,11.27275
3198,11.26378
3199,11.25549
3200,11.23586
3201,11.21886
3202,11.20312
3203,11.1904
3204,11.17543
3205,11.15953
3206,11.14592
3207,11.134
3208,11.12043
3209,11.11136
3210,11.10488
3211,11.10339
3212,11.10786
3213,11.13136
3214,11.13505
3215,11.15206
3216,11.18983
3217,11.21156
3218,11.23417
3219,11.25589
3220,11.26399
3221,11.25791
3222,11.24461
3223,11.22939
3224,11.21544
3225,11.20456
3226,11.186
3227,11.16964
3228,11.16964
3229,11.15409
3230,11.13482
3231,11.11803
3232,11.10297
3233,11.09051
3234,11.07443
3235,11.05622
3236,11.04143
3237,11.02967
3238,11.02614
3239,11.02374
3240,11.08265
3241,11.14985
3242,11.13215
3243,11.13912
3244,11.15005
3245,11.14809
3246,11.1355
3247,11.1107
3248,11.08685
3249,11.06295
3250,11.03784
3251,11.0191
3252,11.01118
3253,11.00114
3254,10.98757
3255,10.97239
3256,10.95949
3257,10.94427
3258,10.92774
3259,10.90391
3260,10.88954
3261,10.8884
3262,10.89294
3263,10.93229
3264,10.97146
3265,11.02723
3266,11.09157
3267,11.14934
3268,11.18755
3269,11.19379
3270,11.19191
3271,11.18226
3272,11.17399
3273,11.16042
3274,11.14926
3275,11.13613
3276,11.12196
3277,11.10536
3278,11.09607
3279,11.08251
3280,11.07213
3281,11.05664
3282,11.04112
3283,11.03138
3284,11.02898
3285,11.03189
3286,11.04579
3287,11.08952
3288,11.12831
3289,11.18178
3290,11.22818
3291,11.26474
3292,11.30315
3293,11.32036
3294,11.32712
3295,11.33138
3296,11.33214
3297,11.32838
3298,11.32153
3299,11.31711
3300,11.3147
3301,11.30925
3302,11.30797
3303,11.29361
3304,11.28682
3305,11.27456
3306,11.26394
3307,11.2513
3308,11.23778
3309,11.22985
3310,11.23564
3311,11.24915
3312,11.28684
3313,11.355
3314,11.3965
3315,11.43997
3316,11.46342
3317,11.47013
3318,11.47669
3319,11.48085
3320,11.47684
3321,11.47533
3322,11.47216
3323,11.46729
3324,11.46167
3325,11.45596
3326,11.45061
3327,11.44575
3328,11.43375
3329,11.42297
3330,11.41061
3331,11.39726
3332,11.38708
3333,11.38953
3334,11.40529
3335,11.42748
3336,11.45623
3337,11.49278
3338,11.52912
3339,11.56788
3340,11.59085
3341,11.60642
3342,11.6072
3343,11.61075
3344,11.61083
3345,11.61
3346,11.61023
3347,11.60817
3348,11.60818
3349,11.60771
3350,11.61048
3351,11.61163
3352,11.6092
3353,11.60754
3354,11.60529
3355,11.60487
3356,11.60835
3357,11.61897
3358,11.63945
3359,11.67703
3360,11.73477
3361,11.80769
3362,11.87713
3363,11.92315
3364,11.96929
3365,11.98804
3366,11.97943
3367,11.9715
3368,11.96033
3369,11.94956
3370,11.94343
3371,11.94926
3372,11.97355
3373,11.9969
3374,12.01147
3375,12.01188
3376,12.00608
3377,11.99307
3378,11.98572
3379,11.98072
3380,11.97739
3381,11.98327
3382,12.01502
3383,12.04479
3384,12.10146
3385,12.17351
3386,12.22549
3387,12.2594
3388,12.27931
3389,12.28849
3390,12.29072
3391,12.285
3392,12.2812
3393,12.27971
3394,12.27429
3395,12.26679
3396,12.26359
3397,12.26524
3398,12.26794
3399,12.26246
3400,12.26128
3401,12.25173
3402,12.24298
3403,12.23074
3404,12.21606
3405,12.21368
3406,12.22941
3407,12.25787
3408,12.31335
3409,12.35367
3410,12.38786
3411,12.42602
3412,12.45799
3413,12.46721
3414,12.47361
3415,12.47373
3416,12.4741
3417,12.47771
3418,12.48091
3419,12.48331
3420,12.48538
3421,12.48611
3422,12.48685
3423,12.48128
3424,12.48341
3425,12.48281
3426,12.47665
3427,12.46885
3428,12.46151
3429,12.459
3430,12.48611
3431,12.48685
3432,12.48128
3433,12.48341
3434,12.48281
3435,12.47665
3436,12.46885
3437,12.46151
3438,12.459
3439,12.4664
3440,12.4874
3441,12.52442
3442,12.57554
3443,12.62638
3444,12.67691
3445,12.70155
3446,12.71696
3447,12.71485
3448,12.70981
3449,12.70259
3450,12.69197
3451,12.68037
3452,12.66954
3453,12.65981
3454,12.64673
3455,12.63811
3456,12.62859
3457,12.62675
3458,12.62872
3459,12.61878
3460,12.60073
3461,12.59317
3462,12.59692
3463,12.6187
3464,12.6772
3465,12.76191
3466,12.85924
3467,12.92473
3468,12.97793
3469,13.01404
3470,13.01111
3471,12.99644
3472,12.98238
3473,12.9711
3474,12.96119
3475,12.94788
3476,12.93979
3477,12.93615
3478,12.93478
3479,12.92865
3480,12.92487
3481,12.9182
3482,12.90738
3483,12.90066
3484,12.89015
3485,12.87915
3486,12.886
3487,12.9254
3488,12.96393
3489,13.00875
3490,13.05391
3491,13.09002
3492,13.13004
3493,13.15207
3494,13.1661
3495,13.16782
3496,13.1641
3497,13.16183
3498,13.1646
3499,13.16646
3500,13.16681
3501,13.16386
3502,13.15421
3503,13.14668
3504,13.1357
3505,13.12615
3506,13.10451
3507,13.09946
3508,13.09295
3509,13.10105
3510,13.11118
3511,13.13585
3512,13.16111
3513,13.22868
3514,13.33031
3515,13.58354
3516,13.47863
3517,13.79667
3518,13.97686
3519,13.89861
3520,13.77167
3521,13.73513
3522,13.74722
3523,13.62659
3524,13.46864
3525,13.39728
3526,13.34778
3527,13.30851
3528,13.2919
3529,13.26942
3530,13.23527
3531,13.22445
3532,13.21817
3533,13.20123
3534,13.1964
3535,13.24307
3536,13.36833
3537,13.55612
3538,13.73876
3539,13.69851
3540,13.75273
3541,13.76689
3542,13.76151
3543,13.74452
3544,13.7196
3545,13.70177
3546,13.68848
3547,13.67644
3548,13.65985
3549,13.64432
3550,13.63712
3551,13.62674
3552,13.61104
3553,13.59385
3554,13.57997
3555,13.56531
3556,13.55719
3557,13.55349
3558,13.5638
3559,13.57909
3560,13.61635
3561,13.66004
3562,13.74727
3563,13.9609
3564,14.00272
3565,13.95564
3566,13.93585
3567,13.88562
3568,13.86318
3569,13.8452
3570,13.8381
3571,13.83257
3572,13.81546
3573,13.78357
3574,13.77491
3575,13.74251
3576,13.71899
3577,13.69181
3578,13.66701
3579,13.62703
3580,13.59147
3581,13.57364
3582,13.5414
3583,13.52006
3584,13.51373
3585,13.52535
3586,13.59591
3587,13.60911
3588,13.56546
3589,13.55172
3590,13.55293
3591,13.53162
3592,13.51903
3593,13.50113
3594,13.45985
3595,13.41558
3596,13.38732
3597,13.3856
3598,13.39094
3599,13.38655
3600,13.38533
3601,13.37836
3602,13.34325
3603,13.31943
3604,13.29583
3605,13.0978
3606,13.11387
3607,13.13173
3608,13.19816
3609,13.29374
3610,13.39857
3611,13.49109
3612,13.40178
3613,13.38363
3614,13.39238
3615,13.37015
3616,13.34277
3617,13.30688
3618,13.27247
3619,13.23897
3620,13.20978
3621,13.17667
3622,13.1351
3623,13.1071
3624,13.07412
3625,13.04113
3626,13.01437
3627,12.98997
3628,12.94147
3629,12.92605
3630,12.92374
3631,12.94219
3632,12.99025
3633,13.03857
3634,13.09706
3635,13.15821
3636,13.20295
3637,13.22556
3638,13.24531
3639,13.22501
3640,13.2082
3641,13.18666
3642,13.15744
3643,13.13784
3644,13.11406
3645,13.06955
3646,13.02404
3647,12.97503
3648,12.92247
3649,12.88697
3650,12.84116
3651,12.79097
3652,12.73619
3653,12.67944
3654,12.62158
3655,12.59504
3656,12.65053
3657,12.72228
3658,12.82223
3659,12.8648
3660,12.88607
3661,12.88466
3662,12.8576
3663,12.79265
3664,12.72122
3665,12.653
3666,12.59189
3667,12.56406
3668,12.57652
3669,12.55168
3670,12.50743
3671,12.45843
3672,12.42271
3673,12.37266
3674,12.27499
3675,12.20605
3676,12.1636
3677,12.12744
3678,12.09492
3679,12.08753
3680,12.148
3681,12.20234
3682,12.35713
3683,12.52828
3684,12.64276
3685,12.60472
3686,12.44618
3687,12.34739
3688,12.31784
3689,12.3005
3690,12.27602
3691,12.27391
3692,12.26266
3693,12.24983
3694,12.20074
3695,12.17615
3696,12.14495
3697,12.11242
3698,12.08154
3699,12.04213
3700,11.98579
3701,11.93924
3702,11.93268
3703,11.97623
3704,12.09678
3705,12.28269
3706,12.33835
3707,12.62176
3708,12.54976
