Series,N,NF,Category,Starting Year,Starting Month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151
steps,151,18,IoT,2016,1,3977,3126,4270,2164,4028,2842,1516,7238,4516,5340,9328,2716,2692,6697,10910,2830,1765,8734,4398,3040,5103,28447,3423,7301,4986,2833,8887,3232,4776,9350,13915,6962,4286,287,2702,4110,3849,3029,11552,3014,14784,479,1312,3350,2393,12503,9231,2614,5947,6008,1653,1606,569,7618,2738,5609,8868,1351,8338,6496,1868,2149,6151,7146,1001,1108,2916,973,677,7395,15163,12059,12849,14957,8764,7253,7274,15171,10553,10983,17253,15256,9673,9819,9284,13311,26011,15768,7114,7740,9721,10539,10578,28079,10510,6793,9185,9851,15173,9269,33882,15583,7407,550,7714,6302,26157,21821,14996,11389,6899,6853,9676,9356,5014,2218,5956,5735,11795,3105,8653,6538,11065,13414,4569,9645,15423,3899,36364,7943,2280,10371,3071,1605,8905,9911,9543,4646,12366,4358,5195,17697,15282,10166,3824,6760,14735,4798,8202,38488,28490
