,t1,t2,AR1,HW,theta,RF
0,0,30,0.18793650731426437,0.1618435154213857,0.17972062653349535,0.1750172989475071
1,0,31,0.20036686633635536,0.16835041196237005,0.18988460905144827,0.1937452124582299
2,0,32,0.2017290873256885,0.17122240499650576,0.19441724105260916,0.19394837050182107
3,0,33,0.2017112962028643,0.17241880423548042,0.19499513095318807,0.19363381324898066
4,0,34,0.09191263050849374,0.19039560213893642,0.14785737484933387,0.14580758561547308
5,0,35,0.09272233962026881,0.1784685594475017,0.12326882270960188,0.1786848329494162
6,0,36,0.09290689987638633,0.2143884388194453,0.1275234282600261,0.1514752532295522
7,0,37,0.0939322364005957,0.19466895632618597,0.12180133760879201,0.14231598027138603
8,0,38,0.09283741914373966,0.18699375637982726,0.11107723853662906,0.12350188686705595
9,0,39,0.10015746104154823,0.19446896827183963,0.11632775126738265,0.11794285856928674
10,0,40,0.10102078766092397,0.18408445160492123,0.11115001691675405,0.11018294659209174
11,0,41,0.12210281071251362,0.1356472857554071,0.12089053683560817,0.13467808121471023
12,0,42,0.1264212058965426,0.14984891515327373,0.13269469949933863,0.1279624602099109
13,0,43,0.11579968919891025,0.19554957176687449,0.14662488944775767,0.12558818372989738
14,0,44,0.11738209110725999,0.19485833892439317,0.14950098088392344,0.12171977474902791
15,0,45,0.1195694779137849,0.20031899380322474,0.1455060125341734,0.12300004009063421
16,0,46,0.12138226548207341,0.18371207977626403,0.12804572683415844,0.11941077361604283
17,0,47,0.12158360231316616,0.17493854717711146,0.1225804381585304,0.11539014324438387
18,0,48,0.12320544341931104,0.15245442804752357,0.12433795105021636,0.11764232581659166
19,0,49,0.1224995295759269,0.16413028577437183,0.1226048410740563,0.11631827334421176
20,0,50,0.12114785088987928,0.18294413806584786,0.12077548652458604,0.12558720605932025
21,0,51,0.11635645036275435,0.14275779136106687,0.11962879195028545,0.11286464894711581
22,0,52,0.11821759453971988,0.13835276779963504,0.12082839645418704,0.11398649829746481
23,0,53,0.10485341477853319,0.16132248959296094,0.12187913451730699,0.10723338504252432
24,0,54,0.09959881023735562,0.14947837879993295,0.10401264413405048,0.09576706563974909
25,0,55,0.09466135183381545,0.11548916834303738,0.09655445157917152,0.14721153540627016
26,0,56,0.09264439352421777,0.11210764273500014,0.09316465708701109,0.14549259266785167
27,0,57,0.09162056299606368,0.11622508664288371,0.09255812715355617,0.14111564095377263
28,0,58,0.08490544119660637,0.10796750572178711,0.08693214332411957,0.13645305758924556
29,0,59,0.08193485961177926,0.10672421044352524,0.08836208299329854,0.1307045885414686
30,0,60,0.07857037270261204,0.09985181907100753,0.0808371846213505,0.0906252006652086
31,0,61,0.08369810101704059,0.10495428478922443,0.08671524304923262,0.09409530756957347
32,0,62,0.08784176019651153,0.10090005303193833,0.09155983531616546,0.09202863685645843
33,0,63,0.0824397395015638,0.09332453863680835,0.08203406607798987,0.09018913880953291
34,0,64,0.07711698271667566,0.08601333277854296,0.07545480206452529,0.08438591938641524
35,0,65,0.07405506657294049,0.08521241870866399,0.07319507040519234,0.12179659678493002
36,0,66,0.07967671117117904,0.0678764505399188,0.07755578618741216,0.12421138333127724
37,0,67,0.07909481483959788,0.07077457850244527,0.07610676170849906,0.12028148354747253
38,0,68,0.08597447270749624,0.0764357673914042,0.08212838480934714,0.12001829426092922
39,0,69,0.08998551860600217,0.0832538297671477,0.08725795886409773,0.12357740960829705
40,0,70,0.08476085049929095,0.0813858553958999,0.08064571626320044,0.08323490751277195
41,0,71,0.11082011282393418,0.09521818998059073,0.10928241131695214,0.11956285198752736
42,0,72,0.12110226351345688,0.1128278622896334,0.12059282705128149,0.13678995667730115
43,0,73,0.13100165927922947,0.12373685009223402,0.13171069376612518,0.14311189102365476
44,0,74,0.14743589714424576,0.13692893059736874,0.15148110367918322,0.16428107202422956
45,0,75,0.149533710871969,0.1383201312942145,0.15332931196539698,0.16270434153416846
46,0,76,0.14920676092586643,0.14078158421782816,0.15222729775421764,0.16238772354530964
47,0,77,0.1473925641130456,0.14431334381304353,0.153022944668111,0.15985251844281162
48,0,78,0.16261561801055285,0.15596730699806377,0.173131938643443,0.16033003947166838
49,0,79,0.16708083649857886,0.16887484660276578,0.18035870648851013,0.16980483084819747
50,0,80,0.1709327384370336,0.21866619612998578,0.18975011192001506,0.17440067990158295
51,0,81,0.1920725249577925,0.250291856280938,0.21920771386146387,0.18915702630871833
52,0,82,0.20552216654337419,0.21452492095814732,0.22741976047257384,0.208976990285921
53,0,83,0.19069767728854944,0.20159888212489002,0.20224100095672176,0.1930469745540836
54,0,84,0.18371805395630164,0.1824620537688952,0.1896010543590702,0.18796275980085417
55,0,85,0.17382445814790506,0.11940223470237113,0.1732413778828082,0.18449621014611206
56,0,86,0.16657664546956125,0.15364932097262912,0.15365280575811358,0.1891296221497393
57,0,87,0.22551151271952435,0.20621657064689447,0.20729667612181196,0.24806131525517525
58,0,88,0.23739704101804068,0.17022407981471208,0.21593876489598943,0.2648354696870642
59,0,89,0.2365061111327778,0.1699380470998407,0.2134846963928123,0.26340205610635725
60,0,90,0.22181111669572165,0.20071326450872534,0.17059163563740912,0.22579829920276598
61,0,91,0.22019131355962346,0.14670111927191887,0.16249361993215936,0.21996133602018247
62,0,92,0.21670507082323495,0.16575932268384624,0.15613425521227625,0.20855211438049365
63,0,93,0.19622844888877075,0.18745120094296197,0.13145601716778074,0.14940524529856875
64,0,94,0.24811463965624397,0.21152523599349193,0.17416155696131586,0.18022365370755228
65,0,95,0.2493146229427337,0.21877885115368634,0.1762079958146888,0.17437648135130498
66,0,96,0.24682347235695065,0.22620453849663694,0.18155981599612633,0.1745282984868654
