benchmark,category,series_id,algo,cost_name,changepoints,seg_index,low,high,seg_cost,total_cost,time_sec,jump,min_size,n_bkps
M3,FINANCE     ,N2613,DYNP,AIC,"[9, 18, 31, 50, 65, 76, 86, 109, 126, 134]",1,0,9,54.892740638971404,1174.9687375294266,0.022390458998415852,1,8,9
M3,FINANCE     ,N2613,DYNP,AIC,"[9, 18, 31, 50, 65, 76, 86, 109, 126, 134]",2,9,18,64.53988266684725,1174.9687375294266,0.022390458998415852,1,8,9
M3,FINANCE     ,N2613,DYNP,AIC,"[9, 18, 31, 50, 65, 76, 86, 109, 126, 134]",3,18,31,105.90048117973178,1174.9687375294266,0.022390458998415852,1,8,9
M3,FINANCE     ,N2613,DYNP,AIC,"[9, 18, 31, 50, 65, 76, 86, 109, 126, 134]",4,31,50,174.57950179997417,1174.9687375294266,0.022390458998415852,1,8,9
M3,FINANCE     ,N2613,DYNP,AIC,"[9, 18, 31, 50, 65, 76, 86, 109, 126, 134]",5,50,65,142.6181713362078,1174.9687375294266,0.022390458998415852,1,8,9
M3,FINANCE     ,N2613,DYNP,AIC,"[9, 18, 31, 50, 65, 76, 86, 109, 126, 134]",6,65,76,86.34175930398303,1174.9687375294266,0.022390458998415852,1,8,9
M3,FINANCE     ,N2613,DYNP,AIC,"[9, 18, 31, 50, 65, 76, 86, 109, 126, 134]",7,76,86,96.96608299340492,1174.9687375294266,0.022390458998415852,1,8,9
M3,FINANCE     ,N2613,DYNP,AIC,"[9, 18, 31, 50, 65, 76, 86, 109, 126, 134]",8,86,109,216.44966668107097,1174.9687375294266,0.022390458998415852,1,8,9
M3,FINANCE     ,N2613,DYNP,AIC,"[9, 18, 31, 50, 65, 76, 86, 109, 126, 134]",9,109,126,154.36858568829533,1174.9687375294266,0.022390458998415852,1,8,9
M3,FINANCE     ,N2613,DYNP,AIC,"[9, 18, 31, 50, 65, 76, 86, 109, 126, 134]",10,126,134,78.31186524093985,1174.9687375294266,0.022390458998415852,1,8,9
M3,FINANCE     ,N2613,DYNP,QRMSE,"[9, 17, 31, 50, 65, 77, 109, 117, 126, 134]",1,0,9,29.273440117128587,1342.2348235428044,0.025195750000420958,1,8,9
M3,FINANCE     ,N2613,DYNP,QRMSE,"[9, 17, 31, 50, 65, 77, 109, 117, 126, 134]",2,9,17,49.079998895492984,1342.2348235428044,0.025195750000420958,1,8,9
M3,FINANCE     ,N2613,DYNP,QRMSE,"[9, 17, 31, 50, 65, 77, 109, 117, 126, 134]",3,17,31,93.99783975004895,1342.2348235428044,0.025195750000420958,1,8,9
M3,FINANCE     ,N2613,DYNP,QRMSE,"[9, 17, 31, 50, 65, 77, 109, 117, 126, 134]",4,31,50,185.86934909655656,1342.2348235428044,0.025195750000420958,1,8,9
M3,FINANCE     ,N2613,DYNP,QRMSE,"[9, 17, 31, 50, 65, 77, 109, 117, 126, 134]",5,50,65,199.86022785029036,1342.2348235428044,0.025195750000420958,1,8,9
M3,FINANCE     ,N2613,DYNP,QRMSE,"[9, 17, 31, 50, 65, 77, 109, 117, 126, 134]",6,65,77,101.06636758880721,1342.2348235428044,0.025195750000420958,1,8,9
M3,FINANCE     ,N2613,DYNP,QRMSE,"[9, 17, 31, 50, 65, 77, 109, 117, 126, 134]",7,77,109,304.869457437068,1342.2348235428044,0.025195750000420958,1,8,9
M3,FINANCE     ,N2613,DYNP,QRMSE,"[9, 17, 31, 50, 65, 77, 109, 117, 126, 134]",8,109,117,71.76331941240392,1342.2348235428044,0.025195750000420958,1,8,9
M3,FINANCE     ,N2613,DYNP,QRMSE,"[9, 17, 31, 50, 65, 77, 109, 117, 126, 134]",9,117,126,131.5307588307533,1342.2348235428044,0.025195750000420958,1,8,9
M3,FINANCE     ,N2613,DYNP,QRMSE,"[9, 17, 31, 50, 65, 77, 109, 117, 126, 134]",10,126,134,174.9240645642546,1342.2348235428044,0.025195750000420958,1,8,9
