benchmark,category,series_id,algo,cost_name,changepoints,seg_index,low,high,seg_cost,total_cost,time_sec,jump,min_size,n_bkps
M3,FINANCE     ,N2564,DYNP,AIC,"[8, 36, 45, 53, 72, 82, 90, 116, 124, 133]",1,0,8,48.39284432531314,703.7307397630955,0.020574582998960977,1,8,9
M3,FINANCE     ,N2564,DYNP,AIC,"[8, 36, 45, 53, 72, 82, 90, 116, 124, 133]",2,8,36,153.5370870924403,703.7307397630955,0.020574582998960977,1,8,9
M3,FINANCE     ,N2564,DYNP,AIC,"[8, 36, 45, 53, 72, 82, 90, 116, 124, 133]",3,36,45,38.812710794585136,703.7307397630955,0.020574582998960977,1,8,9
M3,FINANCE     ,N2564,DYNP,AIC,"[8, 36, 45, 53, 72, 82, 90, 116, 124, 133]",4,45,53,50.985871379621535,703.7307397630955,0.020574582998960977,1,8,9
M3,FINANCE     ,N2564,DYNP,AIC,"[8, 36, 45, 53, 72, 82, 90, 116, 124, 133]",5,53,72,104.77686193211777,703.7307397630955,0.020574582998960977,1,8,9
M3,FINANCE     ,N2564,DYNP,AIC,"[8, 36, 45, 53, 72, 82, 90, 116, 124, 133]",6,72,82,45.0418611832183,703.7307397630955,0.020574582998960977,1,8,9
M3,FINANCE     ,N2564,DYNP,AIC,"[8, 36, 45, 53, 72, 82, 90, 116, 124, 133]",7,82,90,29.54957881847545,703.7307397630955,0.020574582998960977,1,8,9
M3,FINANCE     ,N2564,DYNP,AIC,"[8, 36, 45, 53, 72, 82, 90, 116, 124, 133]",8,90,116,138.6105976765521,703.7307397630955,0.020574582998960977,1,8,9
M3,FINANCE     ,N2564,DYNP,AIC,"[8, 36, 45, 53, 72, 82, 90, 116, 124, 133]",9,116,124,38.102652143520224,703.7307397630955,0.020574582998960977,1,8,9
M3,FINANCE     ,N2564,DYNP,AIC,"[8, 36, 45, 53, 72, 82, 90, 116, 124, 133]",10,124,133,55.92067441725155,703.7307397630955,0.020574582998960977,1,8,9
M3,FINANCE     ,N2564,DYNP,QRMSE,"[8, 37, 45, 53, 72, 82, 90, 115, 125, 133]",1,0,8,26.961587174043416,229.61847866837036,0.025779208001040388,1,8,9
M3,FINANCE     ,N2564,DYNP,QRMSE,"[8, 37, 45, 53, 72, 82, 90, 115, 125, 133]",2,8,37,32.980896344413814,229.61847866837036,0.025779208001040388,1,8,9
M3,FINANCE     ,N2564,DYNP,QRMSE,"[8, 37, 45, 53, 72, 82, 90, 115, 125, 133]",3,37,45,12.086816516114396,229.61847866837036,0.025779208001040388,1,8,9
M3,FINANCE     ,N2564,DYNP,QRMSE,"[8, 37, 45, 53, 72, 82, 90, 115, 125, 133]",4,45,53,31.70509351385501,229.61847866837036,0.025779208001040388,1,8,9
M3,FINANCE     ,N2564,DYNP,QRMSE,"[8, 37, 45, 53, 72, 82, 90, 115, 125, 133]",5,53,72,29.61060064797007,229.61847866837036,0.025779208001040388,1,8,9
M3,FINANCE     ,N2564,DYNP,QRMSE,"[8, 37, 45, 53, 72, 82, 90, 115, 125, 133]",6,72,82,13.842441345222081,229.61847866837036,0.025779208001040388,1,8,9
M3,FINANCE     ,N2564,DYNP,QRMSE,"[8, 37, 45, 53, 72, 82, 90, 115, 125, 133]",7,82,90,8.30376529201211,229.61847866837036,0.025779208001040388,1,8,9
M3,FINANCE     ,N2564,DYNP,QRMSE,"[8, 37, 45, 53, 72, 82, 90, 115, 125, 133]",8,90,115,30.302740682068965,229.61847866837036,0.025779208001040388,1,8,9
M3,FINANCE     ,N2564,DYNP,QRMSE,"[8, 37, 45, 53, 72, 82, 90, 115, 125, 133]",9,115,125,27.41834086888557,229.61847866837036,0.025779208001040388,1,8,9
M3,FINANCE     ,N2564,DYNP,QRMSE,"[8, 37, 45, 53, 72, 82, 90, 115, 125, 133]",10,125,133,16.4061962837849,229.61847866837036,0.025779208001040388,1,8,9
