Date,Close
5/9/2023,36.189999
5/10/2023,38.869999
5/11/2023,39.880001
5/12/2023,39.360001
5/15/2023,38.970001
5/16/2023,39.25
5/17/2023,41.830002
5/18/2023,42.07
5/19/2023,40.009998
5/22/2023,39.490002
5/23/2023,39.66
5/24/2023,40.509998
5/25/2023,39.509998
5/26/2023,40.119999
5/30/2023,39.59
5/31/2023,41.860001
6/1/2023,42.130001
6/2/2023,40.34
6/5/2023,40.790001
6/6/2023,41.330002
6/7/2023,38.639999
6/8/2023,38.869999
6/9/2023,38.689999
6/12/2023,38.950001
6/13/2023,40.279999
6/14/2023,39.91
6/15/2023,40.630001
6/16/2023,41.799999
6/20/2023,41.77
6/21/2023,38.599998
6/22/2023,39.139999
6/23/2023,37.849998
6/26/2023,39.209999
6/27/2023,41.82
6/28/2023,40.02
6/29/2023,38.740002
6/30/2023,40.299999
7/3/2023,42.099998
7/5/2023,41.720001
7/6/2023,39.98
7/7/2023,41.150002
7/10/2023,41.630001
7/11/2023,43.639999
7/12/2023,43.459999
7/13/2023,44.299999
7/14/2023,43
7/17/2023,44.459999
7/18/2023,45.540001
7/19/2023,44.860001
7/20/2023,41.040001
7/21/2023,40.57
7/24/2023,39.549999
7/25/2023,39.66
7/26/2023,39.950001
7/27/2023,37.91
7/28/2023,38.93
7/31/2023,39.25
8/1/2023,39.43
8/2/2023,37.630001
8/3/2023,36.68
8/4/2023,37.48
8/7/2023,37.599998
8/8/2023,37.740002
8/9/2023,29.459999
8/10/2023,30.610001
8/11/2023,29.83
8/14/2023,30.540001
8/15/2023,29.77
8/16/2023,29.24
8/17/2023,27.85
8/18/2023,27.51
8/21/2023,26.959999
8/22/2023,26.620001
8/23/2023,26.42
8/24/2023,26.549999
8/25/2023,26.809999
8/28/2023,27.1
8/29/2023,27.76
8/30/2023,28.18
8/31/2023,28.290001
9/1/2023,28.440001
9/5/2023,29.129999
9/6/2023,29.09
9/7/2023,28.790001
9/8/2023,29.01
9/11/2023,28.549999
9/12/2023,29.209999
9/13/2023,27.74
9/14/2023,27.75
9/15/2023,27.91
9/18/2023,27.610001
9/19/2023,26.959999
9/20/2023,26.25
9/21/2023,25.309999
9/22/2023,25.389999
9/25/2023,26.139999
9/26/2023,27.01
9/27/2023,27.389999
9/28/2023,27.83
9/29/2023,28.959999
10/2/2023,28.68
10/3/2023,28.42
10/4/2023,29.59
10/5/2023,29.82
10/6/2023,30.459999
10/9/2023,30.209999
10/10/2023,30.91
10/11/2023,31.76
10/12/2023,31.629999
10/13/2023,30.51
10/16/2023,30.41
10/17/2023,31
10/18/2023,30.190001
10/19/2023,31.67
10/20/2023,31.75
10/23/2023,30.57
10/24/2023,32.720001
10/25/2023,31.1
10/26/2023,30.549999
10/27/2023,30.99
10/30/2023,31.74
10/31/2023,31.809999
11/1/2023,31.84
11/2/2023,33.560001
11/3/2023,34.900002
11/6/2023,33.849998
11/7/2023,35.07
11/8/2023,39.220001
11/9/2023,38.049999
11/10/2023,38.419998
11/13/2023,38.75
11/14/2023,39.240002
11/15/2023,39.759998
11/16/2023,38.360001
11/17/2023,37.91
11/20/2023,37.860001
11/21/2023,36.720001
11/22/2023,37.82
11/24/2023,38.139999
11/27/2023,38.599998
11/28/2023,39.02
11/29/2023,38.68
11/30/2023,39.310001
12/1/2023,40.450001
12/4/2023,41.23
12/5/2023,40.669998
12/6/2023,39.959999
12/7/2023,39.860001
12/8/2023,40.830002
12/11/2023,40.490002
12/12/2023,42.040001
12/13/2023,43.310001
12/14/2023,44.52
12/15/2023,43.919998
12/18/2023,44.490002
12/19/2023,44.73
12/20/2023,43.830002
12/21/2023,44.48
12/22/2023,45.970001
12/26/2023,46.380001
12/27/2023,46.849998
12/28/2023,46.43
12/29/2023,45.720001
1/2/2024,42.990002
1/3/2024,41.91
1/4/2024,42.66
1/5/2024,41.740002
1/8/2024,42.220001
1/9/2024,42.279999
1/10/2024,41.779999
1/11/2024,42.439999
1/12/2024,40.919998
1/16/2024,39.349998
1/17/2024,38.68
1/18/2024,38.889999
1/19/2024,38.689999
1/22/2024,40.48
1/23/2024,40.779999
1/24/2024,40.82
1/25/2024,41.32
1/26/2024,40.41
1/29/2024,41.18
1/30/2024,39.139999
1/31/2024,38.810001
2/1/2024,39.330002
2/2/2024,40.669998
2/5/2024,39.349998
2/6/2024,40.599998
2/7/2024,44.740002
2/8/2024,44.869999
2/9/2024,44.400002
2/12/2024,43.740002
2/13/2024,42.32
2/14/2024,44.139999
2/15/2024,44.439999
2/16/2024,42.91
2/20/2024,41.41
2/21/2024,40.740002
2/22/2024,42.41
2/23/2024,41.459999
2/26/2024,41.290001
2/27/2024,40.830002
2/28/2024,40.16
2/29/2024,39.900002
3/1/2024,41.32
3/4/2024,39.66
3/5/2024,38.869999
3/6/2024,39.869999
3/7/2024,40.119999
3/8/2024,39.939999
3/11/2024,42.040001
3/12/2024,40.810001
3/13/2024,40.389999
3/14/2024,40.650002
3/15/2024,39.240002
3/18/2024,36.200001
3/19/2024,36.459999
3/20/2024,37.82
3/21/2024,37.689999
3/22/2024,37.259998
3/25/2024,36.66
3/26/2024,37.290001
3/27/2024,37.880001
3/28/2024,38.18
4/1/2024,37.84
4/2/2024,36.759998
4/3/2024,36.439999
4/4/2024,36.799999
4/5/2024,37.82
4/8/2024,38.220001
4/9/2024,39.09
4/10/2024,39.799999
4/11/2024,39.259998
4/12/2024,38.369999
4/15/2024,36.66
4/16/2024,36.639999
4/17/2024,36.369999
4/18/2024,35.549999
4/19/2024,35.34
4/22/2024,34.959999
4/23/2024,36.299999
4/24/2024,34.970001
4/25/2024,35.529999
4/26/2024,36.009998
4/29/2024,36.560001
4/30/2024,35.560001
5/1/2024,36.580002
5/2/2024,37.34
5/3/2024,39.240002
5/6/2024,40.110001
5/7/2024,40.540001
5/8/2024,39.029999
5/9/2024,30.849899
