Date,Close
5/9/2023,27658.77539
5/10/2023,27621.75586
5/11/2023,27000.78906
5/12/2023,26804.99023
5/13/2023,26784.07813
5/14/2023,26930.63867
5/15/2023,27192.69336
5/16/2023,27036.65039
5/17/2023,27398.80273
5/18/2023,26832.20898
5/19/2023,26890.12891
5/20/2023,27129.58594
5/21/2023,26753.82617
5/22/2023,26851.27734
5/23/2023,27225.72656
5/24/2023,26334.81836
5/25/2023,26476.20703
5/26/2023,26719.29102
5/27/2023,26868.35352
5/28/2023,28085.64648
5/29/2023,27745.88477
5/30/2023,27702.34961
5/31/2023,27219.6582
6/1/2023,26819.97266
6/2/2023,27249.58984
6/3/2023,27075.12891
6/4/2023,27119.06641
6/5/2023,25760.09766
6/6/2023,27238.7832
6/7/2023,26345.99805
6/8/2023,26508.2168
6/9/2023,26480.375
6/10/2023,25851.24023
6/11/2023,25940.16797
6/12/2023,25902.5
6/13/2023,25918.72852
6/14/2023,25124.67578
6/15/2023,25576.39453
6/16/2023,26327.46289
6/17/2023,26510.67578
6/18/2023,26336.21289
6/19/2023,26851.0293
6/20/2023,28327.48828
6/21/2023,30027.29688
6/22/2023,29912.28125
6/23/2023,30695.46875
6/24/2023,30548.69531
6/25/2023,30480.26172
6/26/2023,30271.13086
6/27/2023,30688.16406
6/28/2023,30086.24609
6/29/2023,30445.35156
6/30/2023,30477.25195
7/1/2023,30590.07813
7/2/2023,30620.76953
7/3/2023,31156.43945
7/4/2023,30777.58203
7/5/2023,30514.16602
7/6/2023,29909.33789
7/7/2023,30342.26563
7/8/2023,30292.54102
7/9/2023,30171.23438
7/10/2023,30414.4707
7/11/2023,30620.95117
7/12/2023,30391.64648
7/13/2023,31476.04883
7/14/2023,30334.06836
7/15/2023,30295.80664
7/16/2023,30249.13281
7/17/2023,30145.88867
7/18/2023,29856.5625
7/19/2023,29913.92383
7/20/2023,29792.01563
7/21/2023,29908.74414
7/22/2023,29771.80273
7/23/2023,30084.53906
7/24/2023,29176.91602
7/25/2023,29227.39063
7/26/2023,29354.97266
7/27/2023,29210.68945
7/28/2023,29319.24609
7/29/2023,29356.91797
7/30/2023,29275.30859
7/31/2023,29230.11133
8/1/2023,29675.73242
8/2/2023,29151.95898
8/3/2023,29178.67969
8/4/2023,29074.0918
8/5/2023,29042.12695
8/6/2023,29041.85547
8/7/2023,29180.57813
8/8/2023,29765.49219
8/9/2023,29561.49414
8/10/2023,29429.5918
8/11/2023,29397.71484
8/12/2023,29415.96484
8/13/2023,29282.91406
8/14/2023,29408.44336
8/15/2023,29170.34766
8/16/2023,28701.7793
8/17/2023,26664.55078
8/18/2023,26049.55664
8/19/2023,26096.20508
8/20/2023,26189.58398
8/21/2023,26124.14063
8/22/2023,26031.65625
8/23/2023,26431.64063
8/24/2023,26162.37305
8/25/2023,26047.66797
8/26/2023,26008.46289
8/27/2023,26089.69336
8/28/2023,26106.15039
8/29/2023,27727.39258
8/30/2023,27297.26563
8/31/2023,25931.47266
9/1/2023,25800.72461
9/2/2023,25868.79883
9/3/2023,25969.56641
9/4/2023,25812.41602
9/5/2023,25779.98242
9/6/2023,25753.23633
9/7/2023,26240.19531
9/8/2023,25905.6543
9/9/2023,25895.67773
9/10/2023,25832.22656
9/11/2023,25162.6543
9/12/2023,25833.34375
9/13/2023,26228.32422
9/14/2023,26539.67383
9/15/2023,26608.69336
9/16/2023,26568.28125
9/17/2023,26534.1875
9/18/2023,26754.28125
9/19/2023,27211.11719
9/20/2023,27132.00781
9/21/2023,26567.63281
9/22/2023,26579.56836
9/23/2023,26579.39063
9/24/2023,26256.82617
9/25/2023,26298.48047
9/26/2023,26217.25
9/27/2023,26352.7168
9/28/2023,27021.54688
9/29/2023,26911.7207
9/30/2023,26967.91602
10/1/2023,27983.75
10/2/2023,27530.78516
10/3/2023,27429.97852
10/4/2023,27799.39453
10/5/2023,27415.91211
10/6/2023,27946.59766
10/7/2023,27968.83984
10/8/2023,27935.08984
10/9/2023,27583.67773
10/10/2023,27391.01953
10/11/2023,26873.32031
10/12/2023,26756.79883
10/13/2023,26862.375
