benchmark,category,series_id,cost_name,changepoints,seg_index,low,high,seg_cost,total_cost,time_sec,jump,min_size,pen
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",1,0,12,5.698862771722501,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",2,12,31,26.846492754469587,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",3,31,46,78.71038116091253,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",4,46,100,225.75317476937556,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",5,100,124,111.50377190807706,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",6,124,154,179.62972971444273,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",7,154,199,252.8072840119422,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",8,199,215,101.19058539633053,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",9,215,225,18.080736319573965,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",10,225,241,98.6238549312504,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",11,241,251,50.47324587445148,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",12,251,266,79.82617489847935,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",13,266,276,20.305991119151795,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",14,276,308,275.60028175385963,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",15,308,318,7.733926577685265,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",16,318,335,126.35586163045187,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",17,335,346,23.649555321817036,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",18,346,359,122.20569588468028,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",19,359,369,17.184144353030167,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",20,369,421,382.36061044091906,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",21,421,469,336.90915810726165,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",22,469,494,185.6182711915153,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",23,494,529,258.4054280764892,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",24,529,590,592.1238318170905,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",25,590,602,59.161756823201074,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",26,602,618,47.57721221881017,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",27,618,656,284.8755059961258,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",28,656,671,78.07926563895437,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",29,671,693,110.0005092644542,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",30,693,733,342.56848731918177,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",31,733,766,306.89378109709145,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",32,766,775,65.5484695154447,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",33,775,816,334.04571364049644,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",34,816,852,352.4712771277292,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,AIC,"[12, 31, 46, 100, 124, 154, 199, 215, 225, 241, 251, 266, 276, 308, 318, 335, 346, 359, 369, 421, 469, 494, 529, 590, 602, 618, 656, 671, 693, 733, 766, 775, 816, 852, 866]",35,852,866,107.8020071945131,5666.621036620982,0.05833804099893314,1,8,40.0
M4,Macro,Q5109,QRMSE,"[45, 122, 155, 278, 333, 358, 507, 590, 639, 656, 701, 748, 767, 775, 825, 852, 866]",1,0,45,29.52722669901055,2514.4766166363297,0.025367957998241764,1,8,40.0
M4,Macro,Q5109,QRMSE,"[45, 122, 155, 278, 333, 358, 507, 590, 639, 656, 701, 748, 767, 775, 825, 852, 866]",2,45,122,46.16695745118895,2514.4766166363297,0.025367957998241764,1,8,40.0
M4,Macro,Q5109,QRMSE,"[45, 122, 155, 278, 333, 358, 507, 590, 639, 656, 701, 748, 767, 775, 825, 852, 866]",3,122,155,44.12558778926862,2514.4766166363297,0.025367957998241764,1,8,40.0
M4,Macro,Q5109,QRMSE,"[45, 122, 155, 278, 333, 358, 507, 590, 639, 656, 701, 748, 767, 775, 825, 852, 866]",4,155,278,295.9868767391258,2514.4766166363297,0.025367957998241764,1,8,40.0
M4,Macro,Q5109,QRMSE,"[45, 122, 155, 278, 333, 358, 507, 590, 639, 656, 701, 748, 767, 775, 825, 852, 866]",5,278,333,169.1858558647053,2514.4766166363297,0.025367957998241764,1,8,40.0
M4,Macro,Q5109,QRMSE,"[45, 122, 155, 278, 333, 358, 507, 590, 639, 656, 701, 748, 767, 775, 825, 852, 866]",6,333,358,94.89148205042169,2514.4766166363297,0.025367957998241764,1,8,40.0
M4,Macro,Q5109,QRMSE,"[45, 122, 155, 278, 333, 358, 507, 590, 639, 656, 701, 748, 767, 775, 825, 852, 866]",7,358,507,260.611711992185,2514.4766166363297,0.025367957998241764,1,8,40.0
M4,Macro,Q5109,QRMSE,"[45, 122, 155, 278, 333, 358, 507, 590, 639, 656, 701, 748, 767, 775, 825, 852, 866]",8,507,590,344.1545890445847,2514.4766166363297,0.025367957998241764,1,8,40.0
M4,Macro,Q5109,QRMSE,"[45, 122, 155, 278, 333, 358, 507, 590, 639, 656, 701, 748, 767, 775, 825, 852, 866]",9,590,639,90.58947038925758,2514.4766166363297,0.025367957998241764,1,8,40.0
M4,Macro,Q5109,QRMSE,"[45, 122, 155, 278, 333, 358, 507, 590, 639, 656, 701, 748, 767, 775, 825, 852, 866]",10,639,656,59.39747477360697,2514.4766166363297,0.025367957998241764,1,8,40.0
M4,Macro,Q5109,QRMSE,"[45, 122, 155, 278, 333, 358, 507, 590, 639, 656, 701, 748, 767, 775, 825, 852, 866]",11,656,701,114.32032171804073,2514.4766166363297,0.025367957998241764,1,8,40.0
M4,Macro,Q5109,QRMSE,"[45, 122, 155, 278, 333, 358, 507, 590, 639, 656, 701, 748, 767, 775, 825, 852, 866]",12,701,748,233.67870662907475,2514.4766166363297,0.025367957998241764,1,8,40.0
M4,Macro,Q5109,QRMSE,"[45, 122, 155, 278, 333, 358, 507, 590, 639, 656, 701, 748, 767, 775, 825, 852, 866]",13,748,767,144.40775048467435,2514.4766166363297,0.025367957998241764,1,8,40.0
M4,Macro,Q5109,QRMSE,"[45, 122, 155, 278, 333, 358, 507, 590, 639, 656, 701, 748, 767, 775, 825, 852, 866]",14,767,775,54.35179274775868,2514.4766166363297,0.025367957998241764,1,8,40.0
M4,Macro,Q5109,QRMSE,"[45, 122, 155, 278, 333, 358, 507, 590, 639, 656, 701, 748, 767, 775, 825, 852, 866]",15,775,825,209.35442533819457,2514.4766166363297,0.025367957998241764,1,8,40.0
M4,Macro,Q5109,QRMSE,"[45, 122, 155, 278, 333, 358, 507, 590, 639, 656, 701, 748, 767, 775, 825, 852, 866]",16,825,852,244.92119555198258,2514.4766166363297,0.025367957998241764,1,8,40.0
M4,Macro,Q5109,QRMSE,"[45, 122, 155, 278, 333, 358, 507, 590, 639, 656, 701, 748, 767, 775, 825, 852, 866]",17,852,866,78.80519137324896,2514.4766166363297,0.025367957998241764,1,8,40.0
