benchmark,category,series_id,cost_name,changepoints,seg_index,low,high,seg_cost,total_cost,time_sec,jump,min_size,pen
M3,FINANCE     ,N2564,AIC,"[8, 38, 48, 72, 82, 90, 116, 124, 133]",1,0,8,48.39284432531314,721.7421518557443,0.004459583000425482,1,8,40.0
M3,FINANCE     ,N2564,AIC,"[8, 38, 48, 72, 82, 90, 116, 124, 133]",2,8,38,162.57853311097568,721.7421518557443,0.004459583000425482,1,8,40.0
M3,FINANCE     ,N2564,AIC,"[8, 38, 48, 72, 82, 90, 116, 124, 133]",3,38,48,62.191705202218884,721.7421518557443,0.004459583000425482,1,8,40.0
M3,FINANCE     ,N2564,AIC,"[8, 38, 48, 72, 82, 90, 116, 124, 133]",4,48,72,141.3537049782189,721.7421518557443,0.004459583000425482,1,8,40.0
M3,FINANCE     ,N2564,AIC,"[8, 38, 48, 72, 82, 90, 116, 124, 133]",5,72,82,45.0418611832183,721.7421518557443,0.004459583000425482,1,8,40.0
M3,FINANCE     ,N2564,AIC,"[8, 38, 48, 72, 82, 90, 116, 124, 133]",6,82,90,29.54957881847545,721.7421518557443,0.004459583000425482,1,8,40.0
M3,FINANCE     ,N2564,AIC,"[8, 38, 48, 72, 82, 90, 116, 124, 133]",7,90,116,138.6105976765521,721.7421518557443,0.004459583000425482,1,8,40.0
M3,FINANCE     ,N2564,AIC,"[8, 38, 48, 72, 82, 90, 116, 124, 133]",8,116,124,38.102652143520224,721.7421518557443,0.004459583000425482,1,8,40.0
M3,FINANCE     ,N2564,AIC,"[8, 38, 48, 72, 82, 90, 116, 124, 133]",9,124,133,55.92067441725155,721.7421518557443,0.004459583000425482,1,8,40.0
M3,FINANCE     ,N2564,QRMSE,"[48, 72, 91, 115, 125, 133]",1,0,48,125.28244541086251,284.1405899834736,0.0037381249967438634,1,8,40.0
M3,FINANCE     ,N2564,QRMSE,"[48, 72, 91, 115, 125, 133]",2,48,72,38.70810377426851,284.1405899834736,0.0037381249967438634,1,8,40.0
M3,FINANCE     ,N2564,QRMSE,"[48, 72, 91, 115, 125, 133]",3,72,91,48.26677667915597,284.1405899834736,0.0037381249967438634,1,8,40.0
M3,FINANCE     ,N2564,QRMSE,"[48, 72, 91, 115, 125, 133]",4,91,115,28.058726966516147,284.1405899834736,0.0037381249967438634,1,8,40.0
M3,FINANCE     ,N2564,QRMSE,"[48, 72, 91, 115, 125, 133]",5,115,125,27.41834086888557,284.1405899834736,0.0037381249967438634,1,8,40.0
M3,FINANCE     ,N2564,QRMSE,"[48, 72, 91, 115, 125, 133]",6,125,133,16.4061962837849,284.1405899834736,0.0037381249967438634,1,8,40.0
