benchmark,category,series_id,algo,cost_name,changepoints,seg_index,low,high,seg_cost,total_cost,time_sec,jump,min_size,n_bkps
M3,DEMOGRAPHIC ,N2745,DYNP,AIC,"[17, 25, 33, 57, 68, 84, 99, 107, 123, 134]",1,0,17,199.4966183047066,1501.1341522299804,0.022529124998982297,1,8,9
M3,DEMOGRAPHIC ,N2745,DYNP,AIC,"[17, 25, 33, 57, 68, 84, 99, 107, 123, 134]",2,17,25,81.68459510309,1501.1341522299804,0.022529124998982297,1,8,9
M3,DEMOGRAPHIC ,N2745,DYNP,AIC,"[17, 25, 33, 57, 68, 84, 99, 107, 123, 134]",3,25,33,77.98044696721848,1501.1341522299804,0.022529124998982297,1,8,9
M3,DEMOGRAPHIC ,N2745,DYNP,AIC,"[17, 25, 33, 57, 68, 84, 99, 107, 123, 134]",4,33,57,258.04338482384594,1501.1341522299804,0.022529124998982297,1,8,9
M3,DEMOGRAPHIC ,N2745,DYNP,AIC,"[17, 25, 33, 57, 68, 84, 99, 107, 123, 134]",5,57,68,122.71182407835197,1501.1341522299804,0.022529124998982297,1,8,9
M3,DEMOGRAPHIC ,N2745,DYNP,AIC,"[17, 25, 33, 57, 68, 84, 99, 107, 123, 134]",6,68,84,162.06992006950313,1501.1341522299804,0.022529124998982297,1,8,9
M3,DEMOGRAPHIC ,N2745,DYNP,AIC,"[17, 25, 33, 57, 68, 84, 99, 107, 123, 134]",7,84,99,160.3913109526119,1501.1341522299804,0.022529124998982297,1,8,9
M3,DEMOGRAPHIC ,N2745,DYNP,AIC,"[17, 25, 33, 57, 68, 84, 99, 107, 123, 134]",8,99,107,91.47437390280032,1501.1341522299804,0.022529124998982297,1,8,9
M3,DEMOGRAPHIC ,N2745,DYNP,AIC,"[17, 25, 33, 57, 68, 84, 99, 107, 123, 134]",9,107,123,212.57102318382138,1501.1341522299804,0.022529124998982297,1,8,9
M3,DEMOGRAPHIC ,N2745,DYNP,AIC,"[17, 25, 33, 57, 68, 84, 99, 107, 123, 134]",10,123,134,134.71065484403096,1501.1341522299804,0.022529124998982297,1,8,9
M3,DEMOGRAPHIC ,N2745,DYNP,QRMSE,"[9, 17, 25, 33, 57, 68, 99, 107, 123, 134]",1,0,9,541.506814019579,4942.170203980789,0.04960591599956388,1,8,9
M3,DEMOGRAPHIC ,N2745,DYNP,QRMSE,"[9, 17, 25, 33, 57, 68, 99, 107, 123, 134]",2,9,17,259.1362074019597,4942.170203980789,0.04960591599956388,1,8,9
M3,DEMOGRAPHIC ,N2745,DYNP,QRMSE,"[9, 17, 25, 33, 57, 68, 99, 107, 123, 134]",3,17,25,215.97174293109924,4942.170203980789,0.04960591599956388,1,8,9
M3,DEMOGRAPHIC ,N2745,DYNP,QRMSE,"[9, 17, 25, 33, 57, 68, 99, 107, 123, 134]",4,25,33,171.3380183504556,4942.170203980789,0.04960591599956388,1,8,9
M3,DEMOGRAPHIC ,N2745,DYNP,QRMSE,"[9, 17, 25, 33, 57, 68, 99, 107, 123, 134]",5,33,57,440.13609009047843,4942.170203980789,0.04960591599956388,1,8,9
M3,DEMOGRAPHIC ,N2745,DYNP,QRMSE,"[9, 17, 25, 33, 57, 68, 99, 107, 123, 134]",6,57,68,401.6037161760178,4942.170203980789,0.04960591599956388,1,8,9
M3,DEMOGRAPHIC ,N2745,DYNP,QRMSE,"[9, 17, 25, 33, 57, 68, 99, 107, 123, 134]",7,68,99,467.1342285957444,4942.170203980789,0.04960591599956388,1,8,9
M3,DEMOGRAPHIC ,N2745,DYNP,QRMSE,"[9, 17, 25, 33, 57, 68, 99, 107, 123, 134]",8,99,107,398.2216478214783,4942.170203980789,0.04960591599956388,1,8,9
M3,DEMOGRAPHIC ,N2745,DYNP,QRMSE,"[9, 17, 25, 33, 57, 68, 99, 107, 123, 134]",9,107,123,1354.2345352525745,4942.170203980789,0.04960591599956388,1,8,9
M3,DEMOGRAPHIC ,N2745,DYNP,QRMSE,"[9, 17, 25, 33, 57, 68, 99, 107, 123, 134]",10,123,134,692.887203341402,4942.170203980789,0.04960591599956388,1,8,9
