benchmark,category,series_id,algo,cost_name,changepoints,seg_index,low,high,seg_cost,total_cost,time_sec,jump,min_size,n_bkps
M4,Macro,Q4038,DYNP,AIC,"[10, 19, 27, 37, 56, 73, 85, 93, 110, 118]",1,0,10,51.27119614345074,517.3238002520525,0.015350041001511272,1,8,9
M4,Macro,Q4038,DYNP,AIC,"[10, 19, 27, 37, 56, 73, 85, 93, 110, 118]",2,10,19,22.948040974657417,517.3238002520525,0.015350041001511272,1,8,9
M4,Macro,Q4038,DYNP,AIC,"[10, 19, 27, 37, 56, 73, 85, 93, 110, 118]",3,19,27,28.844377116528324,517.3238002520525,0.015350041001511272,1,8,9
M4,Macro,Q4038,DYNP,AIC,"[10, 19, 27, 37, 56, 73, 85, 93, 110, 118]",4,27,37,31.418170635901262,517.3238002520525,0.015350041001511272,1,8,9
M4,Macro,Q4038,DYNP,AIC,"[10, 19, 27, 37, 56, 73, 85, 93, 110, 118]",5,37,56,78.69333172008128,517.3238002520525,0.015350041001511272,1,8,9
M4,Macro,Q4038,DYNP,AIC,"[10, 19, 27, 37, 56, 73, 85, 93, 110, 118]",6,56,73,81.83082296456656,517.3238002520525,0.015350041001511272,1,8,9
M4,Macro,Q4038,DYNP,AIC,"[10, 19, 27, 37, 56, 73, 85, 93, 110, 118]",7,73,85,40.68779511396836,517.3238002520525,0.015350041001511272,1,8,9
M4,Macro,Q4038,DYNP,AIC,"[10, 19, 27, 37, 56, 73, 85, 93, 110, 118]",8,85,93,25.274080292183967,517.3238002520525,0.015350041001511272,1,8,9
M4,Macro,Q4038,DYNP,AIC,"[10, 19, 27, 37, 56, 73, 85, 93, 110, 118]",9,93,110,111.6893850711281,517.3238002520525,0.015350041001511272,1,8,9
M4,Macro,Q4038,DYNP,AIC,"[10, 19, 27, 37, 56, 73, 85, 93, 110, 118]",10,110,118,44.6666002195865,517.3238002520525,0.015350041001511272,1,8,9
M4,Macro,Q4038,DYNP,QRMSE,"[9, 19, 27, 37, 47, 56, 74, 102, 110, 118]",1,0,9,12.560962454146306,153.31739437406804,0.015157750000071246,1,8,9
M4,Macro,Q4038,DYNP,QRMSE,"[9, 19, 27, 37, 47, 56, 74, 102, 110, 118]",2,9,19,9.749870922177523,153.31739437406804,0.015157750000071246,1,8,9
M4,Macro,Q4038,DYNP,QRMSE,"[9, 19, 27, 37, 47, 56, 74, 102, 110, 118]",3,19,27,7.945724261187225,153.31739437406804,0.015157750000071246,1,8,9
M4,Macro,Q4038,DYNP,QRMSE,"[9, 19, 27, 37, 47, 56, 74, 102, 110, 118]",4,27,37,7.00451404676516,153.31739437406804,0.015157750000071246,1,8,9
M4,Macro,Q4038,DYNP,QRMSE,"[9, 19, 27, 37, 47, 56, 74, 102, 110, 118]",5,37,47,12.490224093363006,153.31739437406804,0.015157750000071246,1,8,9
M4,Macro,Q4038,DYNP,QRMSE,"[9, 19, 27, 37, 47, 56, 74, 102, 110, 118]",6,47,56,7.1621432751333,153.31739437406804,0.015157750000071246,1,8,9
M4,Macro,Q4038,DYNP,QRMSE,"[9, 19, 27, 37, 47, 56, 74, 102, 110, 118]",7,56,74,19.760302060874874,153.31739437406804,0.015157750000071246,1,8,9
M4,Macro,Q4038,DYNP,QRMSE,"[9, 19, 27, 37, 47, 56, 74, 102, 110, 118]",8,74,102,25.780798956448425,153.31739437406804,0.015157750000071246,1,8,9
M4,Macro,Q4038,DYNP,QRMSE,"[9, 19, 27, 37, 47, 56, 74, 102, 110, 118]",9,102,110,29.50279267917003,153.31739437406804,0.015157750000071246,1,8,9
M4,Macro,Q4038,DYNP,QRMSE,"[9, 19, 27, 37, 47, 56, 74, 102, 110, 118]",10,110,118,21.36006162480221,153.31739437406804,0.015157750000071246,1,8,9
