benchmark,category,series_id,cost_name,changepoints,seg_index,low,high,seg_cost,total_cost,time_sec,jump,min_size,pen
M4,Finance,Q22221,AIC,"[49, 82, 130, 184, 222, 242, 256, 304, 329, 421, 432, 540, 594, 630, 646, 680, 738]",1,0,49,307.3285495797279,5857.138754822921,0.07151162499940256,1,8,40.0
M4,Finance,Q22221,AIC,"[49, 82, 130, 184, 222, 242, 256, 304, 329, 421, 432, 540, 594, 630, 646, 680, 738]",2,49,82,202.2444581680473,5857.138754822921,0.07151162499940256,1,8,40.0
M4,Finance,Q22221,AIC,"[49, 82, 130, 184, 222, 242, 256, 304, 329, 421, 432, 540, 594, 630, 646, 680, 738]",3,82,130,313.0103580273104,5857.138754822921,0.07151162499940256,1,8,40.0
M4,Finance,Q22221,AIC,"[49, 82, 130, 184, 222, 242, 256, 304, 329, 421, 432, 540, 594, 630, 646, 680, 738]",4,130,184,378.6359980738491,5857.138754822921,0.07151162499940256,1,8,40.0
M4,Finance,Q22221,AIC,"[49, 82, 130, 184, 222, 242, 256, 304, 329, 421, 432, 540, 594, 630, 646, 680, 738]",5,184,222,260.44459158402555,5857.138754822921,0.07151162499940256,1,8,40.0
M4,Finance,Q22221,AIC,"[49, 82, 130, 184, 222, 242, 256, 304, 329, 421, 432, 540, 594, 630, 646, 680, 738]",6,222,242,153.40778964990903,5857.138754822921,0.07151162499940256,1,8,40.0
M4,Finance,Q22221,AIC,"[49, 82, 130, 184, 222, 242, 256, 304, 329, 421, 432, 540, 594, 630, 646, 680, 738]",7,242,256,85.10336738415634,5857.138754822921,0.07151162499940256,1,8,40.0
M4,Finance,Q22221,AIC,"[49, 82, 130, 184, 222, 242, 256, 304, 329, 421, 432, 540, 594, 630, 646, 680, 738]",8,256,304,385.7858634445393,5857.138754822921,0.07151162499940256,1,8,40.0
M4,Finance,Q22221,AIC,"[49, 82, 130, 184, 222, 242, 256, 304, 329, 421, 432, 540, 594, 630, 646, 680, 738]",9,304,329,238.1036163280386,5857.138754822921,0.07151162499940256,1,8,40.0
M4,Finance,Q22221,AIC,"[49, 82, 130, 184, 222, 242, 256, 304, 329, 421, 432, 540, 594, 630, 646, 680, 738]",10,329,421,870.4508355528544,5857.138754822921,0.07151162499940256,1,8,40.0
M4,Finance,Q22221,AIC,"[49, 82, 130, 184, 222, 242, 256, 304, 329, 421, 432, 540, 594, 630, 646, 680, 738]",11,421,432,84.86066144908466,5857.138754822921,0.07151162499940256,1,8,40.0
M4,Finance,Q22221,AIC,"[49, 82, 130, 184, 222, 242, 256, 304, 329, 421, 432, 540, 594, 630, 646, 680, 738]",12,432,540,919.9670484429045,5857.138754822921,0.07151162499940256,1,8,40.0
M4,Finance,Q22221,AIC,"[49, 82, 130, 184, 222, 242, 256, 304, 329, 421, 432, 540, 594, 630, 646, 680, 738]",13,540,594,455.3440950941674,5857.138754822921,0.07151162499940256,1,8,40.0
M4,Finance,Q22221,AIC,"[49, 82, 130, 184, 222, 242, 256, 304, 329, 421, 432, 540, 594, 630, 646, 680, 738]",14,594,630,297.54802663195585,5857.138754822921,0.07151162499940256,1,8,40.0
M4,Finance,Q22221,AIC,"[49, 82, 130, 184, 222, 242, 256, 304, 329, 421, 432, 540, 594, 630, 646, 680, 738]",15,630,646,103.82002055978548,5857.138754822921,0.07151162499940256,1,8,40.0
M4,Finance,Q22221,AIC,"[49, 82, 130, 184, 222, 242, 256, 304, 329, 421, 432, 540, 594, 630, 646, 680, 738]",16,646,680,283.569334244441,5857.138754822921,0.07151162499940256,1,8,40.0
M4,Finance,Q22221,AIC,"[49, 82, 130, 184, 222, 242, 256, 304, 329, 421, 432, 540, 594, 630, 646, 680, 738]",17,680,738,517.514140608124,5857.138754822921,0.07151162499940256,1,8,40.0
M4,Finance,Q22221,QRMSE,[738],1,0,738,25.17610224820827,25.17610224820827,0.00440333299957274,1,8,0.05
