benchmark,category,series_id,cost_name,changepoints,seg_index,low,high,seg_cost,total_cost,time_sec,jump,min_size,pen
M4,Finance,Q19518,AIC,"[16, 44, 72, 87, 96, 123]",1,0,16,177.55976801181046,1461.752101795201,0.004886667000391753,1,8,40.0
M4,Finance,Q19518,AIC,"[16, 44, 72, 87, 96, 123]",2,16,44,323.48418682939246,1461.752101795201,0.004886667000391753,1,8,40.0
M4,Finance,Q19518,AIC,"[16, 44, 72, 87, 96, 123]",3,44,72,402.54429670857553,1461.752101795201,0.004886667000391753,1,8,40.0
M4,Finance,Q19518,AIC,"[16, 44, 72, 87, 96, 123]",4,72,87,218.30007936783434,1461.752101795201,0.004886667000391753,1,8,40.0
M4,Finance,Q19518,AIC,"[16, 44, 72, 87, 96, 123]",5,87,96,90.6083702291663,1461.752101795201,0.004886667000391753,1,8,40.0
M4,Finance,Q19518,AIC,"[16, 44, 72, 87, 96, 123]",6,96,123,249.255400648422,1461.752101795201,0.004886667000391753,1,8,40.0
M4,Finance,Q19518,QRMSE,"[16, 44, 54, 69, 77, 87, 96, 113, 123]",1,0,16,453.4522314490133,5924.467359502888,0.001086584001313895,1,8,40.0
M4,Finance,Q19518,QRMSE,"[16, 44, 54, 69, 77, 87, 96, 113, 123]",2,16,44,690.9903734604727,5924.467359502888,0.001086584001313895,1,8,40.0
M4,Finance,Q19518,QRMSE,"[16, 44, 54, 69, 77, 87, 96, 113, 123]",3,44,54,706.9346070805916,5924.467359502888,0.001086584001313895,1,8,40.0
M4,Finance,Q19518,QRMSE,"[16, 44, 54, 69, 77, 87, 96, 113, 123]",4,54,69,1296.2842119345933,5924.467359502888,0.001086584001313895,1,8,40.0
M4,Finance,Q19518,QRMSE,"[16, 44, 54, 69, 77, 87, 96, 113, 123]",5,69,77,1678.0062194743168,5924.467359502888,0.001086584001313895,1,8,40.0
M4,Finance,Q19518,QRMSE,"[16, 44, 54, 69, 77, 87, 96, 113, 123]",6,77,87,713.8527499750105,5924.467359502888,0.001086584001313895,1,8,40.0
M4,Finance,Q19518,QRMSE,"[16, 44, 54, 69, 77, 87, 96, 113, 123]",7,87,96,212.9127097167721,5924.467359502888,0.001086584001313895,1,8,40.0
M4,Finance,Q19518,QRMSE,"[16, 44, 54, 69, 77, 87, 96, 113, 123]",8,96,113,98.66771746066944,5924.467359502888,0.001086584001313895,1,8,40.0
M4,Finance,Q19518,QRMSE,"[16, 44, 54, 69, 77, 87, 96, 113, 123]",9,113,123,73.36653895144838,5924.467359502888,0.001086584001313895,1,8,40.0
