,0,1,2,3,4,5
0,0,24,,186.28784954809748,,
1,0,25,,163.96884107974776,,
2,0,26,,229.49148880754376,,
3,0,27,,192.04840493198074,,
4,0,28,,210.94162755234032,,
5,0,29,,180.86594926361568,,
6,0,30,,342.6290323363399,,
7,0,31,,184.86658409568648,,
8,0,32,,134.61627833582494,,
9,0,33,,112.61881834847337,,
10,0,34,,154.24134734386732,,
11,0,35,,188.90590105549728,,
12,0,36,,362.92351299675687,,
13,0,37,,328.0277955124533,,
14,0,38,,423.0540591925416,,
15,0,39,,457.3564399593978,,
16,0,40,,414.7855657638001,,
17,0,41,,400.9031638788236,,
18,0,42,,754.8170703512163,,
19,0,43,,469.88254012220835,,
20,0,44,,337.00608119089867,,
21,0,45,,471.62908887373067,,
22,0,46,,275.4535424035554,,
23,0,47,,280.25924718404855,,
24,0,48,,234.89518998691412,,
25,0,49,,270.9927130491671,,
26,0,50,,180.91393961240837,,
27,0,51,,198.10221239792725,,
28,0,52,,225.18862422704768,,
29,0,53,,238.01953508870864,,
30,0,54,,454.28856448236456,,
31,0,55,,214.7000694123428,,
32,0,56,,225.12041133318039,,
33,0,57,,266.72514980559276,,
34,0,58,,347.8584890809893,,
35,0,59,,823.9931737543694,,
36,0,60,,1544.2547012823638,,
37,0,61,,1693.9296239792247,,
38,0,62,,1598.9334711456472,,
39,0,63,,1484.1174018737684,,
40,0,64,,1426.9222178469063,,
41,0,65,,1788.4872016996096,,
42,0,66,,2942.2019771869254,,
43,0,67,,1037.2346145755894,,
44,0,68,,615.043932241656,,
45,0,69,,434.491428608567,,
46,0,70,,368.0710224963722,,
47,0,71,,620.5350703388523,,
48,0,72,,1234.5621447998685,,
49,0,73,,1661.9134786966779,,
50,0,74,,1741.1154508433956,,
51,0,75,,1915.7052660772829,,
52,0,76,,1926.9881627830198,,
53,0,77,,2459.869533167336,,
54,0,78,,2223.644500858229,,
55,0,79,,782.7823827423821,,
56,0,80,,367.47833327756945,,
57,0,81,,518.274167330708,,
58,0,82,,677.034192993238,,
59,0,83,,912.5489786546542,,
60,0,84,,1240.6235620911875,,
61,0,85,,1035.1299989678732,,
62,0,86,,1551.7551211076166,,
63,0,87,,1232.9287588562338,,
64,0,88,,506.9789755944099,,
65,0,89,,455.0546213879739,,
66,0,90,,740.263693004838,,
67,0,91,,515.7922017674226,,
68,0,92,,563.5271692394814,,
69,0,93,,446.29608800114636,,
70,0,94,,445.2645338836237,,
71,0,95,,611.034067667025,,
72,0,96,,662.3696762315161,,
73,0,97,,468.8599372374875,,
74,0,98,,461.43538462889825,,
75,0,99,,747.3583216347489,,
76,0,100,,597.1427325751051,,
77,0,101,,773.7906983530889,,
78,0,102,,383.8408038175678,,
79,0,103,,255.58924122953576,,
80,0,104,,190.82862607887893,,
81,0,105,,317.8613612091071,,
82,0,106,,181.80659235511663,,
83,0,107,,227.0305610902749,,
84,0,108,,592.5229702270998,,
85,0,109,,560.2218027749223,,
86,0,110,,778.3059360666358,,
87,0,111,,633.1428335098517,,
88,0,112,,636.0785650337739,,
89,0,113,,590.4811979866255,,
90,0,114,,458.0828147367617,,
91,0,115,,352.55158863030925,,
92,0,116,,494.66850543973976,,
93,0,117,,458.4910271066707,,
94,0,118,,354.35408041218295,,
95,0,119,,288.88070586997253,,
96,0,120,,407.8245790545058,,
97,0,121,,288.76113875458526,,
98,0,122,,240.77557076862342,,
99,0,123,,294.38537321679655,,
100,0,124,,240.2866063700487,,
101,0,125,,125.23820808320397,,
102,0,126,,141.20365202510766,,
103,0,127,,235.16795316063912,,
104,0,128,,247.31037332790788,,
105,0,129,,242.18231724085385,,
106,0,130,,343.6537507014276,,
107,0,131,,458.18797201527025,,
108,0,132,,393.5880613627554,,
109,0,133,,340.9082000217465,,
110,0,134,,314.0653191285283,,
111,0,135,,311.1556669367844,,
112,0,136,,442.3804164266822,,
113,0,137,,483.42943796195266,,
114,0,138,,353.6124930534614,,
115,1,25,,164.94260007688501,,
116,1,26,,215.26659561982973,,
117,1,27,,192.21145749735484,,
118,1,28,,209.83590368048428,,
119,1,29,,183.31249736296397,,
120,1,30,,311.63136274243055,,
