,0,1,2,3,4,5
137,2,26,440.5555890192409,"(0, 0, 0)","(0, 0, 0, 0)","{'const': 3790.000000000001, 'sigma2': 4713562.794691892}"
138,2,27,446.3561444850994,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.7167070563389433, 'ar.L2': -0.6092973323965156, 'sigma2': 5422442.163736878}"
139,2,28,463.6905792346572,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.7160735811367052, 'ar.L2': -0.6213898900441542, 'sigma2': 5192327.841798202}"
140,2,29,480.949546037568,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.7183539026866734, 'ar.L2': -0.6244579600875129, 'sigma2': 4976200.156192813}"
141,2,30,498.4316201827058,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.7335120700379452, 'ar.L2': -0.6239779989361097, 'sigma2': 4821111.311375721}"
142,2,31,516.5465920711463,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.7431887261132442, 'ar.L2': -0.601990144101286, 'sigma2': 4802033.852521975}"
143,2,32,537.5622172331772,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.7550962355999551, 'ar.L2': -0.5671278394808521, 'sigma2': 5317722.234576891}"
144,2,33,556.363161615749,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.7982695916949624, 'ar.L2': -0.5696005728610145, 'sigma2': 5388918.362800588}"
145,2,34,575.2672108404666,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8356267560070114, 'ar.L2': -0.5469608775205183, 'sigma2': 5481527.847230221}"
146,2,35,594.4080589495246,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8615899842983856, 'ar.L2': -0.5108885777789874, 'sigma2': 5618522.20591529}"
147,2,36,613.3952767571445,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8838966978162269, 'ar.L2': -0.48200053569293866, 'sigma2': 5721350.238754951}"
148,2,37,630.7771374988251,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8826767803391787, 'ar.L2': -0.4840626294740371, 'sigma2': 5544518.143712426}"
149,2,38,649.0295328412919,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8728154218286168, 'ar.L2': -0.45146103699936097, 'sigma2': 5531108.017588813}"
150,2,39,666.375340903256,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8734359012594874, 'ar.L2': -0.4515430618427977, 'sigma2': 5368733.886814173}"
151,2,40,683.8828442218867,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8746163403117315, 'ar.L2': -0.4563905832373176, 'sigma2': 5243524.648911454}"
152,2,41,701.6745792397035,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8847705142344849, 'ar.L2': -0.46549318975327236, 'sigma2': 5164874.813802254}"
153,2,42,719.0563630910189,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8785360843131245, 'ar.L2': -0.46387467937033683, 'sigma2': 5041732.823536849}"
