benchmark,category,series_id,cost_name,changepoints,seg_index,low,high,seg_cost,total_cost,time_sec,jump,min_size,pen
M4,Industry,Q15697,AIC,"[86, 140, 195, 236, 342, 429, 463, 532, 645, 737]",1,0,86,728.6167733536939,7675.327004001715,0.1004533330014965,1,8,40.0
M4,Industry,Q15697,AIC,"[86, 140, 195, 236, 342, 429, 463, 532, 645, 737]",2,86,140,473.8931006648666,7675.327004001715,0.1004533330014965,1,8,40.0
M4,Industry,Q15697,AIC,"[86, 140, 195, 236, 342, 429, 463, 532, 645, 737]",3,140,195,531.1961273029838,7675.327004001715,0.1004533330014965,1,8,40.0
M4,Industry,Q15697,AIC,"[86, 140, 195, 236, 342, 429, 463, 532, 645, 737]",4,195,236,440.11759519990204,7675.327004001715,0.1004533330014965,1,8,40.0
M4,Industry,Q15697,AIC,"[86, 140, 195, 236, 342, 429, 463, 532, 645, 737]",5,236,342,1131.760989723717,7675.327004001715,0.1004533330014965,1,8,40.0
M4,Industry,Q15697,AIC,"[86, 140, 195, 236, 342, 429, 463, 532, 645, 737]",6,342,429,933.4505599345499,7675.327004001715,0.1004533330014965,1,8,40.0
M4,Industry,Q15697,AIC,"[86, 140, 195, 236, 342, 429, 463, 532, 645, 737]",7,429,463,352.57106838177305,7675.327004001715,0.1004533330014965,1,8,40.0
M4,Industry,Q15697,AIC,"[86, 140, 195, 236, 342, 429, 463, 532, 645, 737]",8,463,532,763.4425618965687,7675.327004001715,0.1004533330014965,1,8,40.0
M4,Industry,Q15697,AIC,"[86, 140, 195, 236, 342, 429, 463, 532, 645, 737]",9,532,645,1303.2050546178862,7675.327004001715,0.1004533330014965,1,8,40.0
M4,Industry,Q15697,AIC,"[86, 140, 195, 236, 342, 429, 463, 532, 645, 737]",10,645,737,1017.0731729257733,7675.327004001715,0.1004533330014965,1,8,40.0
M4,Industry,Q15697,QRMSE,"[218, 229, 260, 452, 642, 650, 737]",1,0,218,805.8762781442349,5036.32996158667,0.007709082998189842,1,8,40.0
M4,Industry,Q15697,QRMSE,"[218, 229, 260, 452, 642, 650, 737]",2,218,229,109.76780992485448,5036.32996158667,0.007709082998189842,1,8,40.0
M4,Industry,Q15697,QRMSE,"[218, 229, 260, 452, 642, 650, 737]",3,229,260,442.3377935963126,5036.32996158667,0.007709082998189842,1,8,40.0
M4,Industry,Q15697,QRMSE,"[218, 229, 260, 452, 642, 650, 737]",4,260,452,1166.155881507606,5036.32996158667,0.007709082998189842,1,8,40.0
M4,Industry,Q15697,QRMSE,"[218, 229, 260, 452, 642, 650, 737]",5,452,642,1621.9656701380006,5036.32996158667,0.007709082998189842,1,8,40.0
M4,Industry,Q15697,QRMSE,"[218, 229, 260, 452, 642, 650, 737]",6,642,650,209.52558634377155,5036.32996158667,0.007709082998189842,1,8,40.0
M4,Industry,Q15697,QRMSE,"[218, 229, 260, 452, 642, 650, 737]",7,650,737,680.7009419318899,5036.32996158667,0.007709082998189842,1,8,40.0
