benchmark,category,series_id,cost_name,changepoints,seg_index,low,high,seg_cost,total_cost,time_sec,jump,min_size,pen
M4,Industry,Q16120,AIC,"[17, 38, 61, 69, 89, 122]",1,0,17,118.15498036320052,1059.5716455999407,0.004676250000557047,1,8,40.0
M4,Industry,Q16120,AIC,"[17, 38, 61, 69, 89, 122]",2,17,38,170.87093121206934,1059.5716455999407,0.004676250000557047,1,8,40.0
M4,Industry,Q16120,AIC,"[17, 38, 61, 69, 89, 122]",3,38,61,176.92496595845,1059.5716455999407,0.004676250000557047,1,8,40.0
M4,Industry,Q16120,AIC,"[17, 38, 61, 69, 89, 122]",4,61,69,48.868968746515215,1059.5716455999407,0.004676250000557047,1,8,40.0
M4,Industry,Q16120,AIC,"[17, 38, 61, 69, 89, 122]",5,69,89,193.65584211578218,1059.5716455999407,0.004676250000557047,1,8,40.0
M4,Industry,Q16120,AIC,"[17, 38, 61, 69, 89, 122]",6,89,122,351.09595720392343,1059.5716455999407,0.004676250000557047,1,8,40.0
M4,Industry,Q16120,QRMSE,"[24, 51, 61, 69, 122]",1,0,24,13.941694603955725,88.46959611299485,0.0007092910000210395,1,8,0.05
M4,Industry,Q16120,QRMSE,"[24, 51, 61, 69, 122]",2,24,51,15.153071912804378,88.46959611299485,0.0007092910000210395,1,8,0.05
M4,Industry,Q16120,QRMSE,"[24, 51, 61, 69, 122]",3,51,61,8.049844718999243,88.46959611299485,0.0007092910000210395,1,8,0.05
M4,Industry,Q16120,QRMSE,"[24, 51, 61, 69, 122]",4,61,69,5.8391764952936445,88.46959611299485,0.0007092910000210395,1,8,0.05
M4,Industry,Q16120,QRMSE,"[24, 51, 61, 69, 122]",5,69,122,45.485808381941865,88.46959611299485,0.0007092910000210395,1,8,0.05
