benchmark,category,series_id,algo,cost_name,changepoints,seg_index,low,high,seg_cost,total_cost,time_sec,jump,min_size,n_bkps
M6,Finance,EWZ,DYNP,AIC,"[17, 31, 51, 72, 123, 131, 151, 195, 234, 253]",1,0,17,-31.226120064486246,-426.17317138350614,0.17493020799884107,1,8,9
M6,Finance,EWZ,DYNP,AIC,"[17, 31, 51, 72, 123, 131, 151, 195, 234, 253]",2,17,31,-33.97753209876353,-426.17317138350614,0.17493020799884107,1,8,9
M6,Finance,EWZ,DYNP,AIC,"[17, 31, 51, 72, 123, 131, 151, 195, 234, 253]",3,31,51,-30.91973857339253,-426.17317138350614,0.17493020799884107,1,8,9
M6,Finance,EWZ,DYNP,AIC,"[17, 31, 51, 72, 123, 131, 151, 195, 234, 253]",4,51,72,-47.684437393398895,-426.17317138350614,0.17493020799884107,1,8,9
M6,Finance,EWZ,DYNP,AIC,"[17, 31, 51, 72, 123, 131, 151, 195, 234, 253]",5,72,123,-37.13293594726479,-426.17317138350614,0.17493020799884107,1,8,9
M6,Finance,EWZ,DYNP,AIC,"[17, 31, 51, 72, 123, 131, 151, 195, 234, 253]",6,123,131,-22.94881575032397,-426.17317138350614,0.17493020799884107,1,8,9
M6,Finance,EWZ,DYNP,AIC,"[17, 31, 51, 72, 123, 131, 151, 195, 234, 253]",7,131,151,-52.13081240115065,-426.17317138350614,0.17493020799884107,1,8,9
M6,Finance,EWZ,DYNP,AIC,"[17, 31, 51, 72, 123, 131, 151, 195, 234, 253]",8,151,195,-62.8180203460399,-426.17317138350614,0.17493020799884107,1,8,9
M6,Finance,EWZ,DYNP,AIC,"[17, 31, 51, 72, 123, 131, 151, 195, 234, 253]",9,195,234,-74.30610650395158,-426.17317138350614,0.17493020799884107,1,8,9
M6,Finance,EWZ,DYNP,AIC,"[17, 31, 51, 72, 123, 131, 151, 195, 234, 253]",10,234,253,-33.02865230473408,-426.17317138350614,0.17493020799884107,1,8,9
M6,Finance,EWZ,DYNP,QRMSE,"[8, 17, 25, 123, 131, 140, 151, 230, 238, 253]",1,0,8,0.35960128226032184,7.301324308386365,0.17140687500068452,1,8,9
M6,Finance,EWZ,DYNP,QRMSE,"[8, 17, 25, 123, 131, 140, 151, 230, 238, 253]",2,8,17,0.514507164657461,7.301324308386365,0.17140687500068452,1,8,9
M6,Finance,EWZ,DYNP,QRMSE,"[8, 17, 25, 123, 131, 140, 151, 230, 238, 253]",3,17,25,0.36861186774187776,7.301324308386365,0.17140687500068452,1,8,9
M6,Finance,EWZ,DYNP,QRMSE,"[8, 17, 25, 123, 131, 140, 151, 230, 238, 253]",4,25,123,2.370108341483963,7.301324308386365,0.17140687500068452,1,8,9
M6,Finance,EWZ,DYNP,QRMSE,"[8, 17, 25, 123, 131, 140, 151, 230, 238, 253]",5,123,131,0.3120972007039889,7.301324308386365,0.17140687500068452,1,8,9
M6,Finance,EWZ,DYNP,QRMSE,"[8, 17, 25, 123, 131, 140, 151, 230, 238, 253]",6,131,140,0.30869230506973333,7.301324308386365,0.17140687500068452,1,8,9
M6,Finance,EWZ,DYNP,QRMSE,"[8, 17, 25, 123, 131, 140, 151, 230, 238, 253]",7,140,151,0.37523755981359086,7.301324308386365,0.17140687500068452,1,8,9
M6,Finance,EWZ,DYNP,QRMSE,"[8, 17, 25, 123, 131, 140, 151, 230, 238, 253]",8,151,230,1.5349312173404335,7.301324308386365,0.17140687500068452,1,8,9
M6,Finance,EWZ,DYNP,QRMSE,"[8, 17, 25, 123, 131, 140, 151, 230, 238, 253]",9,230,238,0.4446097925668306,7.301324308386365,0.17140687500068452,1,8,9
M6,Finance,EWZ,DYNP,QRMSE,"[8, 17, 25, 123, 131, 140, 151, 230, 238, 253]",10,238,253,0.7129275767481639,7.301324308386365,0.17140687500068452,1,8,9
