benchmark,category,series_id,algo,cost_name,variant,changepoints,seg_index,low,high,seg_cost,time_sec,nruns,M,threshold,min_seg_len,seed,total_cost
M3,FINANCE     ,N2582,WBS,AIC,AIC_GAIN,"[23, 42, 52, 63, 73, 91, 112, 120, 134]",1,0,23,127.94815092643421,0.2281816249997064,400,400,20.0,8,0,819.5941613429825
M3,FINANCE     ,N2582,WBS,AIC,AIC_GAIN,"[23, 42, 52, 63, 73, 91, 112, 120, 134]",2,23,42,115.87657626936856,0.2281816249997064,400,400,20.0,8,0,819.5941613429825
M3,FINANCE     ,N2582,WBS,AIC,AIC_GAIN,"[23, 42, 52, 63, 73, 91, 112, 120, 134]",3,42,52,71.44386134321405,0.2281816249997064,400,400,20.0,8,0,819.5941613429825
M3,FINANCE     ,N2582,WBS,AIC,AIC_GAIN,"[23, 42, 52, 63, 73, 91, 112, 120, 134]",4,52,63,51.86532494352649,0.2281816249997064,400,400,20.0,8,0,819.5941613429825
M3,FINANCE     ,N2582,WBS,AIC,AIC_GAIN,"[23, 42, 52, 63, 73, 91, 112, 120, 134]",5,63,73,60.55601482479577,0.2281816249997064,400,400,20.0,8,0,819.5941613429825
M3,FINANCE     ,N2582,WBS,AIC,AIC_GAIN,"[23, 42, 52, 63, 73, 91, 112, 120, 134]",6,73,91,129.3438318577161,0.2281816249997064,400,400,20.0,8,0,819.5941613429825
M3,FINANCE     ,N2582,WBS,AIC,AIC_GAIN,"[23, 42, 52, 63, 73, 91, 112, 120, 134]",7,91,112,129.31230623674207,0.2281816249997064,400,400,20.0,8,0,819.5941613429825
M3,FINANCE     ,N2582,WBS,AIC,AIC_GAIN,"[23, 42, 52, 63, 73, 91, 112, 120, 134]",8,112,120,40.38717089639617,0.2281816249997064,400,400,20.0,8,0,819.5941613429825
M3,FINANCE     ,N2582,WBS,AIC,AIC_GAIN,"[23, 42, 52, 63, 73, 91, 112, 120, 134]",9,120,134,92.86092404478916,0.2281816249997064,400,400,20.0,8,0,819.5941613429825
M3,FINANCE     ,N2582,WBS,QRMSE,QRMSE_GAIN,"[42, 76, 84, 95, 112, 134]",1,0,42,57.44994444830669,0.22124437499951455,400,400,10.0,8,0,293.9317284585886
M3,FINANCE     ,N2582,WBS,QRMSE,QRMSE_GAIN,"[42, 76, 84, 95, 112, 134]",2,42,76,77.82055737682208,0.22124437499951455,400,400,10.0,8,0,293.9317284585886
M3,FINANCE     ,N2582,WBS,QRMSE,QRMSE_GAIN,"[42, 76, 84, 95, 112, 134]",3,76,84,21.42888620548561,0.22124437499951455,400,400,10.0,8,0,293.9317284585886
M3,FINANCE     ,N2582,WBS,QRMSE,QRMSE_GAIN,"[42, 76, 84, 95, 112, 134]",4,84,95,33.17588288284781,0.22124437499951455,400,400,10.0,8,0,293.9317284585886
M3,FINANCE     ,N2582,WBS,QRMSE,QRMSE_GAIN,"[42, 76, 84, 95, 112, 134]",5,95,112,43.03982589171642,0.22124437499951455,400,400,10.0,8,0,293.9317284585886
M3,FINANCE     ,N2582,WBS,QRMSE,QRMSE_GAIN,"[42, 76, 84, 95, 112, 134]",6,112,134,61.01663165340997,0.22124437499951455,400,400,10.0,8,0,293.9317284585886
