Date,Close
5/9/2023,1.261273
5/10/2023,1.262467
5/11/2023,1.2627
5/12/2023,1.250813
5/15/2023,1.245097
5/16/2023,1.252521
5/17/2023,1.248439
5/18/2023,1.248281
5/19/2023,1.241234
5/22/2023,1.246106
5/23/2023,1.243441
5/24/2023,1.241727
5/25/2023,1.237103
5/26/2023,1.23183
5/29/2023,1.23469
5/30/2023,1.234934
5/31/2023,1.241188
6/1/2023,1.244694
6/2/2023,1.252599
6/5/2023,1.243024
6/6/2023,1.243317
6/7/2023,1.242854
6/8/2023,1.244586
6/9/2023,1.25595
6/12/2023,1.258099
6/13/2023,1.251533
6/14/2023,1.260684
6/15/2023,1.26709
6/16/2023,1.278576
6/19/2023,1.283038
6/20/2023,1.279476
6/21/2023,1.276536
6/22/2023,1.277205
6/23/2023,1.274714
6/26/2023,1.272961
6/27/2023,1.271197
6/28/2023,1.27447
6/29/2023,1.264254
6/30/2023,1.261464
7/3/2023,1.269325
7/4/2023,1.269293
7/5/2023,1.271763
7/6/2023,1.270454
7/7/2023,1.274275
7/10/2023,1.283895
7/11/2023,1.286471
7/12/2023,1.293477
7/13/2023,1.29963
7/14/2023,1.312853
7/17/2023,1.30902
7/18/2023,1.307172
7/19/2023,1.303509
7/20/2023,1.293979
7/21/2023,1.287233
7/24/2023,1.285347
7/25/2023,1.281263
7/26/2023,1.289391
7/27/2023,1.292725
7/28/2023,1.279378
7/31/2023,1.285397
8/1/2023,1.283401
8/2/2023,1.279574
8/3/2023,1.272038
8/4/2023,1.271634
8/7/2023,1.274795
8/8/2023,1.2782
8/9/2023,1.274161
8/10/2023,1.272006
8/11/2023,1.267009
8/14/2023,1.269503
8/15/2023,1.26852
8/16/2023,1.270132
8/17/2023,1.272815
8/18/2023,1.275022
8/21/2023,1.274194
8/22/2023,1.27608
8/23/2023,1.273156
8/24/2023,1.272054
8/25/2023,1.259287
8/28/2023,1.25897
8/29/2023,1.261114
8/30/2023,1.263679
8/31/2023,1.271179
9/1/2023,1.267283
9/4/2023,1.259145
9/5/2023,1.262307
9/6/2023,1.257055
9/7/2023,1.249875
9/8/2023,1.247505
9/11/2023,1.248999
9/12/2023,1.250876
9/13/2023,1.249172
9/14/2023,1.248954
9/15/2023,1.240187
9/18/2023,1.239757
9/19/2023,1.238375
9/20/2023,1.239357
9/21/2023,1.232894
9/22/2023,1.229423
9/25/2023,1.224185
9/26/2023,1.221314
9/27/2023,1.214683
9/28/2023,1.213533
9/29/2023,1.22048
10/2/2023,1.219304
10/3/2023,1.209117
10/4/2023,1.207846
10/5/2023,1.21374
10/6/2023,1.218769
10/9/2023,1.22209
10/10/2023,1.22504
10/11/2023,1.229136
10/12/2023,1.231633
10/13/2023,1.218324
10/16/2023,1.215377
10/17/2023,1.22115
10/18/2023,1.217878
10/19/2023,1.214344
10/20/2023,1.213725
10/23/2023,1.216397
10/24/2023,1.225025
10/25/2023,1.21619
10/26/2023,1.210346
10/27/2023,1.21371
10/30/2023,1.211372
10/31/2023,1.216575
11/1/2023,1.215214
11/2/2023,1.21822
11/3/2023,1.219185
11/6/2023,1.237379
11/7/2023,1.234553
11/8/2023,1.229181
11/9/2023,1.228501
11/10/2023,1.221702
11/13/2023,1.222823
11/14/2023,1.228064
11/15/2023,1.249453
11/16/2023,1.242236
11/17/2023,1.241496
11/20/2023,1.245454
11/21/2023,1.250907
11/22/2023,1.254422
11/23/2023,1.249001
11/24/2023,1.253353
11/27/2023,1.260033
11/28/2023,1.26344
11/29/2023,1.27123
11/30/2023,1.26964
12/1/2023,1.263169
12/4/2023,1.27131
12/5/2023,1.263408
12/6/2023,1.259446
12/7/2023,1.255871
12/8/2023,1.258954
12/11/2023,1.255477
12/12/2023,1.255461
12/13/2023,1.257071
12/14/2023,1.262292
12/15/2023,1.277139
12/18/2023,1.267234
12/19/2023,1.265182
12/20/2023,1.273269
12/21/2023,1.264127
12/22/2023,1.268499
12/25/2023,1.2677
12/26/2023,1.270487
12/27/2023,1.272718
12/28/2023,1.280082
12/29/2023,1.273399
1/1/2024,1.273
1/2/2024,1.27288
1/3/2024,1.262307
1/4/2024,1.267427
1/5/2024,1.268408
1/8/2024,1.271779
1/9/2024,1.274519
1/10/2024,1.271294
1/11/2024,1.274519
1/12/2024,1.277776
1/15/2024,1.273658
1/16/2024,1.271617
1/17/2024,1.263855
1/18/2024,1.267684
1/19/2024,1.270987
1/22/2024,1.269986
1/23/2024,1.270696
1/24/2024,1.269197
1/25/2024,1.271876
1/26/2024,1.270826
1/29/2024,1.269761
1/30/2024,1.271326
1/31/2024,1.269551
2/1/2024,1.267845
2/2/2024,1.27473
2/5/2024,1.262196
2/6/2024,1.253447
2/7/2024,1.260653
2/8/2024,1.262738
2/9/2024,1.262053
2/12/2024,1.263727
2/13/2024,1.262754
2/14/2024,1.259065
2/15/2024,1.256834
2/16/2024,1.259922
2/19/2024,1.261114
2/20/2024,1.258764
2/21/2024,1.262738
2/22/2024,1.263807
2/23/2024,1.266368
2/26/2024,1.267267
2/27/2024,1.268456
2/28/2024,1.268166
2/29/2024,1.266304
3/1/2024,1.262547
3/4/2024,1.266031
3/5/2024,1.269197
3/6/2024,1.270487
3/7/2024,1.273545
3/8/2024,1.281558
3/11/2024,1.285512
3/12/2024,1.281981
3/13/2024,1.279591
3/14/2024,1.280213
3/15/2024,1.274584
3/18/2024,1.273139
3/19/2024,1.272718
3/20/2024,1.271941
3/21/2024,1.279836
3/22/2024,1.266191
3/25/2024,1.259795
3/26/2024,1.263791
3/27/2024,1.26285
3/28/2024,1.26167
3/29/2024,1.262626
4/1/2024,1.263727
4/2/2024,1.254548
4/3/2024,1.257688
4/4/2024,1.265182
4/5/2024,1.264019
4/8/2024,1.262531
4/9/2024,1.265871
4/10/2024,1.267765
4/11/2024,1.253761
4/12/2024,1.255477
4/15/2024,1.246184
4/16/2024,1.244741
4/17/2024,1.243101
4/18/2024,1.245377
4/19/2024,1.243766
4/22/2024,1.237578
4/23/2024,1.235025
4/24/2024,1.24533
4/25/2024,1.245951
4/26/2024,1.250907
4/29/2024,1.251048
4/30/2024,1.255982
5/1/2024,1.249016
5/2/2024,1.253934
5/3/2024,1.25406
5/6/2024,1.254107
5/7/2024,1.255982
5/8/2024,1.250141
5/9/2024,1.251016
