Date,Close
5/9/2023,104.080002
5/10/2023,101.949997
5/11/2023,102.529999
5/12/2023,104.510002
5/15/2023,104.389999
5/16/2023,102.93
5/17/2023,103.790001
5/18/2023,105.379997
5/19/2023,104.760002
5/22/2023,104.620003
5/23/2023,101.879997
5/24/2023,101.459999
5/25/2023,102.339996
5/26/2023,103.370003
5/30/2023,103.260002
5/31/2023,103.620003
6/1/2023,100.900002
6/2/2023,103.300003
6/5/2023,103.099998
6/6/2023,103.669998
6/7/2023,101.989998
6/8/2023,103.239998
6/9/2023,103.290001
6/12/2023,106.370003
6/13/2023,106.43
6/14/2023,106.239998
6/15/2023,107.879997
6/16/2023,107.839996
6/20/2023,107.279999
6/21/2023,107.239998
6/22/2023,107.959999
6/23/2023,108.660004
6/26/2023,107.610001
6/27/2023,108.919998
6/28/2023,108.339996
6/29/2023,108.870003
6/30/2023,112.129997
7/3/2023,111.129997
7/5/2023,110.620003
7/6/2023,109.330002
7/7/2023,107.459999
7/10/2023,109.580002
7/11/2023,111
7/12/2023,111.519997
7/13/2023,111.480003
7/14/2023,111.580002
7/17/2023,110.25
7/18/2023,111.910004
7/19/2023,112.620003
7/20/2023,112.199997
7/21/2023,112.029999
7/24/2023,112.699997
7/25/2023,112.510002
7/26/2023,113.480003
7/27/2023,113.480003
7/28/2023,114.610001
7/31/2023,114.639999
8/1/2023,113.989998
8/2/2023,111.769997
8/3/2023,112.589996
8/4/2023,112.589996
8/7/2023,113.459999
8/8/2023,113.18
8/9/2023,113.029999
8/10/2023,113.879997
8/11/2023,113.389999
8/14/2023,114.120003
8/15/2023,114.010002
8/16/2023,115.230003
8/17/2023,113.059998
8/18/2023,118.720001
8/21/2023,119.160004
8/22/2023,117.790001
8/23/2023,121.879997
8/24/2023,118.860001
8/25/2023,119
8/28/2023,119.93
8/29/2023,121.019997
8/30/2023,121.650002
8/31/2023,121.809998
9/1/2023,121.699997
9/5/2023,120.610001
9/6/2023,119.949997
9/7/2023,119.419998
9/8/2023,119.360001
9/11/2023,118.389999
9/12/2023,118.400002
9/13/2023,116.82
9/14/2023,117.800003
9/15/2023,118.169998
9/18/2023,117.669998
9/19/2023,116.300003
9/20/2023,114.949997
9/21/2023,113.129997
9/22/2023,111.660004
9/25/2023,109.669998
9/26/2023,109.550003
9/27/2023,108.919998
9/28/2023,111.809998
9/29/2023,112.949997
10/2/2023,114.470001
10/3/2023,111.910004
10/4/2023,111.989998
10/5/2023,111.720001
10/6/2023,112.379997
10/9/2023,113.07
10/10/2023,113.099998
10/11/2023,113.669998
10/12/2023,113.199997
10/13/2023,112.040001
10/16/2023,116.389999
10/17/2023,118
10/18/2023,117.239998
10/19/2023,116.260002
10/20/2023,115.660004
10/23/2023,114.410004
10/24/2023,115.809998
10/25/2023,115.540001
10/26/2023,114.290001
10/27/2023,112.790001
10/30/2023,114.699997
10/31/2023,115.970001
11/1/2023,115.980003
11/2/2023,118.32
11/3/2023,121.25
11/6/2023,122.139999
11/7/2023,123.160004
11/8/2023,122.790001
11/9/2023,122.370003
11/10/2023,123.330002
11/13/2023,122.360001
11/14/2023,124.800003
11/15/2023,123.970001
11/16/2023,120.150002
11/17/2023,128.820007
11/20/2023,129.429993
11/21/2023,130.720001
11/22/2023,130.979996
11/24/2023,131.089996
11/27/2023,131.089996
11/28/2023,130.300003
11/29/2023,129.199997
11/30/2023,130.380005
12/1/2023,132.139999
12/4/2023,132.649994
12/5/2023,132.240005
12/6/2023,132.429993
12/7/2023,131.660004
12/8/2023,132.080002
12/11/2023,135.289993
12/12/2023,135.449997
12/13/2023,137.770004
12/14/2023,134.589996
12/15/2023,133.940002
12/18/2023,135.039993
12/19/2023,135.869995
12/20/2023,134.610001
12/21/2023,135.880005
12/22/2023,136.419998
12/26/2023,137
12/27/2023,137.410004
12/28/2023,138.199997
12/29/2023,138.389999
1/2/2024,137.679993
1/3/2024,134.770004
1/4/2024,135.270004
1/5/2024,134.5
1/8/2024,135.809998
1/9/2024,135.899994
1/10/2024,135.960007
1/11/2024,136.770004
1/12/2024,136.580002
1/16/2024,137.080002
1/17/2024,135.600006
1/18/2024,137.470001
1/19/2024,137.630005
1/22/2024,138.229996
1/23/2024,138.880005
1/24/2024,138.729996
1/25/2024,140.809998
1/26/2024,141.759995
1/29/2024,142.940002
1/30/2024,142.509995
1/31/2024,140.279999
2/1/2024,143.110001
2/2/2024,143.679993
2/5/2024,142.75
2/6/2024,142.160004
2/7/2024,143.25
2/8/2024,146.059998
2/9/2024,145.869995
2/12/2024,145.410004
2/13/2024,144.940002
2/14/2024,144.490005
2/15/2024,144.389999
2/16/2024,144.080002
2/20/2024,144.449997
2/21/2024,144.820007
2/22/2024,146.899994
2/23/2024,148.029999
2/26/2024,147.839996
2/27/2024,149.619995
2/28/2024,150.449997
2/29/2024,148.960007
3/1/2024,149.630005
