Date,Close
5/9/2023,1.099614
5/10/2023,1.096467
5/11/2023,1.098406
5/12/2023,1.091215
5/15/2023,1.08527
5/16/2023,1.08737
5/17/2023,1.086567
5/18/2023,1.083835
5/19/2023,1.07754
5/22/2023,1.082275
5/23/2023,1.081105
5/24/2023,1.076971
5/25/2023,1.075732
5/26/2023,1.072444
5/29/2023,1.072306
5/30/2023,1.070767
5/31/2023,1.073307
6/1/2023,1.069519
6/2/2023,1.076079
6/5/2023,1.069862
6/6/2023,1.07118
6/7/2023,1.069805
6/8/2023,1.070744
6/9/2023,1.078272
6/12/2023,1.075095
6/13/2023,1.076299
6/14/2023,1.078935
6/15/2023,1.084305
6/16/2023,1.094595
6/19/2023,1.094212
6/20/2023,1.09243
6/21/2023,1.092037
6/22/2023,1.099264
6/23/2023,1.09589
6/26/2023,1.090667
6/27/2023,1.091048
6/28/2023,1.095722
6/29/2023,1.091584
6/30/2023,1.086803
7/3/2023,1.09075
7/4/2023,1.09131
7/5/2023,1.088495
7/6/2023,1.085658
7/7/2023,1.089064
7/10/2023,1.096972
7/11/2023,1.100594
7/12/2023,1.101406
7/13/2023,1.114455
7/14/2023,1.122347
7/17/2023,1.122776
7/18/2023,1.12376
7/19/2023,1.122889
7/20/2023,1.120523
7/21/2023,1.11371
7/24/2023,1.112533
7/25/2023,1.106317
7/26/2023,1.105046
7/27/2023,1.107837
7/28/2023,1.097876
7/31/2023,1.102426
8/1/2023,1.099759
8/2/2023,1.100788
8/3/2023,1.094415
8/4/2023,1.095158
8/7/2023,1.100267
8/8/2023,1.100316
8/9/2023,1.09589
8/10/2023,1.097767
8/11/2023,1.098165
8/14/2023,1.094439
8/15/2023,1.090988
8/16/2023,1.090417
8/17/2023,1.087488
8/18/2023,1.087465
8/21/2023,1.087559
8/22/2023,1.089835
8/23/2023,1.084669
8/24/2023,1.086579
8/25/2023,1.079914
8/28/2023,1.079739
8/29/2023,1.082556
8/30/2023,1.086921
8/31/2023,1.093255
9/1/2023,1.08441
9/4/2023,1.077586
9/5/2023,1.079447
9/6/2023,1.072616
9/7/2023,1.07242
9/8/2023,1.069782
9/11/2023,1.071811
9/12/2023,1.075038
9/13/2023,1.075327
9/14/2023,1.073422
9/15/2023,1.063717
9/18/2023,1.066826
9/19/2023,1.069267
9/20/2023,1.068205
9/21/2023,1.065303
9/22/2023,1.066155
9/25/2023,1.064849
9/26/2023,1.059165
9/27/2023,1.056948
9/28/2023,1.050531
9/29/2023,1.056245
10/2/2023,1.056524
10/3/2023,1.048075
10/4/2023,1.04723
10/5/2023,1.050707
10/6/2023,1.054663
10/9/2023,1.056747
10/10/2023,1.057888
10/11/2023,1.060479
10/12/2023,1.062428
10/13/2023,1.053674
10/16/2023,1.052155
10/17/2023,1.055431
10/18/2023,1.057306
10/19/2023,1.053852
10/20/2023,1.058649
10/23/2023,1.058997
10/24/2023,1.066985
10/25/2023,1.059535
10/26/2023,1.056725
10/27/2023,1.056446
10/30/2023,1.056245
10/31/2023,1.061504
11/1/2023,1.05791
11/2/2023,1.058705
11/3/2023,1.061909
11/6/2023,1.073215
11/7/2023,1.072156
11/8/2023,1.06961
11/9/2023,1.071042
11/10/2023,1.066758
11/13/2023,1.069016
11/14/2023,1.070183
11/15/2023,1.087831
11/16/2023,1.085458
11/17/2023,1.085376
11/20/2023,1.090703
11/21/2023,1.094595
11/22/2023,1.091822
11/23/2023,1.089087
11/24/2023,1.090631
11/27/2023,1.094044
11/28/2023,1.095842
11/29/2023,1.100594
11/30/2023,1.09737
12/1/2023,1.089206
12/4/2023,1.088815
12/5/2023,1.083776
12/6/2023,1.079366
