benchmark,category,series_id,algo,cost_name,changepoints,seg_index,low,high,seg_cost,total_cost,time_sec,jump,min_size,n_bkps
M3,MACRO       ,N2270,DYNP,AIC,"[18, 29, 37, 58, 87, 96, 104, 123, 135, 144]",1,0,18,158.43386762218313,1224.2471496429266,0.027564790998440003,1,8,9
M3,MACRO       ,N2270,DYNP,AIC,"[18, 29, 37, 58, 87, 96, 104, 123, 135, 144]",2,18,29,105.65633074703776,1224.2471496429266,0.027564790998440003,1,8,9
M3,MACRO       ,N2270,DYNP,AIC,"[18, 29, 37, 58, 87, 96, 104, 123, 135, 144]",3,29,37,54.70871055921431,1224.2471496429266,0.027564790998440003,1,8,9
M3,MACRO       ,N2270,DYNP,AIC,"[18, 29, 37, 58, 87, 96, 104, 123, 135, 144]",4,37,58,194.06512454322834,1224.2471496429266,0.027564790998440003,1,8,9
M3,MACRO       ,N2270,DYNP,AIC,"[18, 29, 37, 58, 87, 96, 104, 123, 135, 144]",5,58,87,243.10007385368692,1224.2471496429266,0.027564790998440003,1,8,9
M3,MACRO       ,N2270,DYNP,AIC,"[18, 29, 37, 58, 87, 96, 104, 123, 135, 144]",6,87,96,75.16511285524345,1224.2471496429266,0.027564790998440003,1,8,9
M3,MACRO       ,N2270,DYNP,AIC,"[18, 29, 37, 58, 87, 96, 104, 123, 135, 144]",7,96,104,47.16442760261323,1224.2471496429266,0.027564790998440003,1,8,9
M3,MACRO       ,N2270,DYNP,AIC,"[18, 29, 37, 58, 87, 96, 104, 123, 135, 144]",8,104,123,171.80906711255832,1224.2471496429266,0.027564790998440003,1,8,9
M3,MACRO       ,N2270,DYNP,AIC,"[18, 29, 37, 58, 87, 96, 104, 123, 135, 144]",9,123,135,101.05653251997505,1224.2471496429266,0.027564790998440003,1,8,9
M3,MACRO       ,N2270,DYNP,AIC,"[18, 29, 37, 58, 87, 96, 104, 123, 135, 144]",10,135,144,73.08790222718596,1224.2471496429266,0.027564790998440003,1,8,9
M3,MACRO       ,N2270,DYNP,QRMSE,"[8, 16, 24, 53, 61, 69, 77, 85, 135, 144]",1,0,8,83.90423971253418,1078.6126808198653,0.0325480419996893,1,8,9
M3,MACRO       ,N2270,DYNP,QRMSE,"[8, 16, 24, 53, 61, 69, 77, 85, 135, 144]",2,8,16,86.87648183130266,1078.6126808198653,0.0325480419996893,1,8,9
M3,MACRO       ,N2270,DYNP,QRMSE,"[8, 16, 24, 53, 61, 69, 77, 85, 135, 144]",3,16,24,87.02472654435526,1078.6126808198653,0.0325480419996893,1,8,9
M3,MACRO       ,N2270,DYNP,QRMSE,"[8, 16, 24, 53, 61, 69, 77, 85, 135, 144]",4,24,53,253.07797743933924,1078.6126808198653,0.0325480419996893,1,8,9
M3,MACRO       ,N2270,DYNP,QRMSE,"[8, 16, 24, 53, 61, 69, 77, 85, 135, 144]",5,53,61,74.25816740798736,1078.6126808198653,0.0325480419996893,1,8,9
M3,MACRO       ,N2270,DYNP,QRMSE,"[8, 16, 24, 53, 61, 69, 77, 85, 135, 144]",6,61,69,51.50745911365847,1078.6126808198653,0.0325480419996893,1,8,9
M3,MACRO       ,N2270,DYNP,QRMSE,"[8, 16, 24, 53, 61, 69, 77, 85, 135, 144]",7,69,77,64.72555314626874,1078.6126808198653,0.0325480419996893,1,8,9
M3,MACRO       ,N2270,DYNP,QRMSE,"[8, 16, 24, 53, 61, 69, 77, 85, 135, 144]",8,77,85,57.61335024856214,1078.6126808198653,0.0325480419996893,1,8,9
M3,MACRO       ,N2270,DYNP,QRMSE,"[8, 16, 24, 53, 61, 69, 77, 85, 135, 144]",9,85,135,239.18381078162744,1078.6126808198653,0.0325480419996893,1,8,9
M3,MACRO       ,N2270,DYNP,QRMSE,"[8, 16, 24, 53, 61, 69, 77, 85, 135, 144]",10,135,144,80.44091459422994,1078.6126808198653,0.0325480419996893,1,8,9
