,WS_ms_Avg,,,,
1042,7.506,,,3769,2.894
1043,5.903,,,3773,1.667
1044,6.281,,,3777,4.71
1045,5.444,,,3781,3
1046,5.672,,,3785,1.505
1047,7.371,,,3789,1.977
1048,8.26,,,3793,4.031
1049,7.44,,,3797,3.603
1050,6.493,,,3801,3.073
1051,8.33,,,3805,8.84
1052,9.24,,,3809,3.934
1053,6.736,,,3813,2.704
1054,6.836,,,3817,4.709
1055,6.745,,,3821,1.568
1056,5.613,,,3825,2.162
1057,6.623,,,3829,7.941
1058,8.51,,,3833,2.744
1059,7.981,,,3837,3.365
1060,5.78,,,3841,3.082
1061,6.131,,,3845,1.946
1062,5.607,,,3849,5.084
1063,7.559,,,3853,5.136
1064,9.66,,,3857,8.57
1065,9.77,,,3861,2.848
1066,7.949,,,3865,3.295
1067,7.509,,,3869,2.263
1068,6.83,,,3873,3.361
1069,6.235,,,3877,4.572
1070,5.047,,,3881,1.006
1071,4.889,,,3885,2.767
1072,4.53,,,3889,1.739
1073,4.14,,,3893,3.478
1074,4.551,,,3897,4.02
1075,2.932,,,3901,9.62
1076,2.214,,,3905,3.821
1077,2.052,,,3909,3.944
1078,2.355,,,3913,5.586
1079,2.697,,,3917,5.756
1080,3.4,,,3921,3.998
1081,3.264,,,3925,4.735
1082,3.666,,,3929,2.576
1083,3.775,,,3933,2.907
1084,3.45,,,3937,2.541
1085,4.169,,,3941,4.663
1086,4.771,,,3945,3.169
1087,4.937,,,3949,3.178
1088,5.253,,,3953,0.086
1089,4.849,,,3957,2.096
1090,4.812,,,3961,2.274
1091,5.479,,,3965,4.236
1092,6.042,,,3969,5.255
1093,7.029,,,3973,5.157
1094,7.214,,,3977,4.844
1095,7.095,,,3981,3.539
1096,6.874,,,3985,3.783
1097,5.974,,,3989,0.291
1098,6.117,,,3993,5.878
1099,6.098,,,3997,4.864
1100,5.926,,,4001,2.582
1101,5.928,,,4005,2.736
1102,5.894,,,4009,2.981
1103,5.839,,,4013,0.529
1104,5.394,,,4017,2.727
1105,4.749,,,4021,3.401
1106,4.554,,,4025,2.052
1107,4.323,,,4029,5.35
1108,4.348,,,4033,6.14
1109,2.795,,,4037,5.677
1110,2.719,,,4041,7.865
1111,1.969,,,4045,4.343
1112,1.631,,,4049,3.446
1113,3.413,,,4053,3.25
1114,3.334,,,4057,3.535
1115,2.983,,,4061,1.051
1116,2.789,,,4065,4.304
1117,3.394,,,4069,5.495
1118,3.426,,,4073,3.64
1119,3.487,,,4077,1.813
1120,3.586,,,4081,2.708
1121,3.871,,,4085,2.03
1122,3.915,,,4089,5.335
1123,4.347,,,4093,2.874
1124,4.148,,,4097,4.245
1125,3.048,,,4101,1.725
1126,1.252,,,4105,3.322
1127,0.927,,,4109,2.985
1128,2.077,,,4113,4.225
1129,2.912,,,4117,4.527
1130,4.423,,,4121,0.499
1131,4.361,,,4125,2.04
1132,3.695,,,4129,2.879
1133,2.014,,,4133,3.791
1134,1.919,,,4137,5.646
1135,2.459,,,4141,5.063
1136,2.884,,,4145,1.072
1137,3.16,,,4149,2.41
1138,2.256,,,4153,3.829
1139,1.782,,,4157,0.925
1140,1.535,,,4161,4.577
1141,2.063,,,4165,4.533
1142,3.439,,,4169,2.663
1143,3.975,,,4173,2.153
1144,4.177,,,4177,3.649
1145,3.36,,,4181,1.566
1146,3.646,,,4185,5.323
1147,3.619,,,4189,1.803
1148,3.868,,,4193,1.827
1149,4.073,,,4197,2.346
1150,3.074,,,4201,4.444
1151,2.058,,,4205,2.918
1152,4.028,,,4209,2.805
1153,6.275,,,4213,2.062
1154,7.525,,,4217,3.288
1155,6.895,,,4221,2.515
1156,6.803,,,4225,2.94
1157,6.617,,,4229,4.098
1158,7.376,,,4233,7.483
1159,8.13,,,4237,3.175
1160,7.481,,,4241,1.863
1161,5.856,,,4245,2.429
1162,5.081,,,4249,3.873
1163,4.834,,,4253,3.984
1164,3.55,,,4257,4.308
1165,2.93,,,4261,3.731
1166,1.999,,,4265,3.068
1167,2.011,,,4269,2.964
1168,1.265,,,4273,4.472
1169,1.729,,,4277,4.17
1170,4.575,,,4281,3.335
1171,5.309,,,4285,3.395
1172,4.624,,,4289,3.236
1173,4.706,,,4293,3.276
1174,3.769,,,4297,3.889
1175,1.924,,,4301,1.455
1176,2.418,,,4305,4.973
1177,2.857,,,4309,6.636
1178,1.222,,,4313,2.004
1179,1.826,,,4317,2.112
1180,0.737,,,4321,1.051
1181,0.659,,,4325,2.54
1182,4.219,,,4329,5.92
1183,4.067,,,4333,5.644
1184,2.963,,,4337,4.154
1185,2.611,,,4341,3.992
1186,1.712,,,4345,6.333
1187,3.063,,,4349,5.382
1188,1.817,,,4353,6.647
1189,1.588,,,4357,5.531
1190,2.621,,,4361,4.329
1191,2.656,,,4365,5.566
1192,1.356,,,4369,8.33
1193,0.431,,,4373,6.944
1194,0,,,4377,6.247
1195,1.216,,,4381,9.72
1196,1.705,,,4385,5.856
1197,1.419,,,4389,2.98
1198,0.598,,,4393,5.398
1199,4.411,,,4397,4.058
1200,5.812,,,4401,6.582
1201,6.865,,,4405,3.95
1202,7.163,,,4409,1.647
1203,6.895,,,4413,2.716
1204,5.573,,,4417,3.604
1205,4.517,,,4421,3.569
1206,4.748,,,4425,4.159
1207,5.802,,,4429,4.37
1208,5.372,,,4433,3.846
1209,5.506,,,4437,5.119
1210,5.076,,,4441,5.654
1211,5.526,,,4445,6.046
1212,4.501,,,4449,5.368
1213,2.044,,,4453,5.033
1214,1.656,,,4457,4.37
1215,2.715,,,4461,4.831
1216,3.2,,,4465,6.223
1217,3.494,,,4469,6.106
1218,3.633,,,4473,6.238
1219,5.53,,,4477,5.322
1220,2.675,,,4481,5.084
1221,2.351,,,4485,5.092
1222,5.889,,,4489,4.62
1223,6.644,,,4493,4.889
1224,4.09,,,4497,4.228
1225,4.679,,,4501,4.066
1226,5.798,,,4505,0.857
1227,7.331,,,4509,3.483
1228,7.543,,,4513,3.68
1229,7.844,,,4517,2.646
1230,7.368,,,4521,5.732
1231,8.72,,,4525,2.405
1232,7.477,,,4529,5.321
1233,7.252,,,4533,3.488
1234,6.755,,,4537,2.938
1235,5.521,,,4541,2.073
1236,8.9,,,4545,6.11
1237,8.05,,,4549,6.691
1238,7.993,,,4553,1.201
1239,6.669,,,,
1240,6.958,,,,
1241,6.824,,,,
1242,7.734,,,,
1243,7.798,,,,
1244,6.506,,,,
1245,6.536,,,,
1246,7.726,,,,
1247,8.28,,,,
1248,10.12,,,,
1249,10.04,,,,
1250,9.62,,,,
1251,7.966,,,,
1252,7.743,,,,
1253,6.473,,,,
1254,9.17,,,,
1255,9.83,,,,
1256,10.04,,,,
1257,7.105,,,,
1258,5.409,,,,
1259,5.079,,,,
1260,8.25,,,,
1261,7.228,,,,
1262,7.277,,,,
1263,7.532,,,,
1264,7.863,,,,
1265,6.301,,,,
1266,6.505,,,,
1267,5.983,,,,
1268,4.531,,,,
1269,5.919,,,,
1270,6.911,,,,
1271,7.024,,,,
1272,4.943,,,,
1273,5.234,,,,
1274,5.168,,,,
1275,5.807,,,,
1276,5.282,,,,
1277,6.551,,,,
1278,4.268,,,,
1279,4.62,,,,
1280,2.995,,,,
1281,4.091,,,,
1282,4.754,,,,
1283,4.006,,,,
1284,3.921,,,,
1285,4.042,,,,
1286,3.696,,,,
1287,3.828,,,,
1288,2.668,,,,
1289,3.956,,,,
1290,4.016,,,,
1291,3.896,,,,
1292,2.923,,,,
1293,2.946,,,,
1294,5.312,,,,
1295,9.28,,,,
1296,9.37,,,,
1297,9.9,,,,
1298,9.86,,,,
1299,7.872,,,,
1300,6.477,,,,
1301,10.79,,,,
1302,7.497,,,,
1303,7.338,,,,
1304,4.647,,,,
1305,4.627,,,,
1306,5.702,,,,
1307,6.549,,,,
1308,3.16,,,,
1309,5.215,,,,
1310,6.565,,,,
1311,5.408,,,,
1312,4.885,,,,
1313,7.403,,,,
1314,6.12,,,,
1315,4.387,,,,
1316,3.047,,,,
1317,2.839,,,,
1318,0.804,,,,
1319,1.516,,,,
1320,1.68,,,,
1321,1.487,,,,
1322,1.152,,,,
1323,1.74,,,,
1324,1.306,,,,
1325,1.284,,,,
1326,1.86,,,,
1327,1.916,,,,
1328,4.755,,,,
1329,2.038,,,,
1330,2.605,,,,
1331,2.621,,,,
1332,1.997,,,,
1333,2.938,,,,
1334,2.1,,,,
1335,1.645,,,,
1336,5.097,,,,
1337,6.163,,,,
1338,2.808,,,,
1339,5.718,,,,
1340,6.026,,,,
1341,5.194,,,,
1342,6.768,,,,
1343,7.717,,,,
1344,7.031,,,,
1345,6.87,,,,
1346,7.059,,,,
1347,7.588,,,,
1348,3.661,,,,
1349,1.501,,,,
1350,2.663,,,,
1351,3.576,,,,
1352,4.202,,,,
1353,3.438,,,,
1354,3.454,,,,
1355,5.015,,,,
1356,2.531,,,,
1357,1.517,,,,
1358,1.125,,,,
1359,1.418,,,,
1360,1.321,,,,
1361,2.495,,,,
1362,2.506,,,,
1363,2.358,,,,
1364,2.708,,,,
1365,1.222,,,,
1366,0.876,,,,
1367,1.124,,,,
1368,2.501,,,,
1369,2.549,,,,
1370,3.126,,,,
1371,2.881,,,,
1372,3.153,,,,
1373,0.902,,,,
1374,0.879,,,,
1375,0.839,,,,
1376,1.595,,,,
1377,2.867,,,,
1378,3.466,,,,
1379,2.907,,,,
1380,1.373,,,,
1381,2.543,,,,
1382,2.338,,,,
1383,3.673,,,,
1384,3.989,,,,
1385,4.648,,,,
1386,4.246,,,,
1387,4.686,,,,
1388,3.926,,,,
1389,3.523,,,,
1390,2.841,,,,
1391,1.136,,,,
1392,0.333,,,,
1393,2.513,,,,
1394,2.212,,,,
1395,1.94,,,,
1396,5.509,,,,
1397,6.281,,,,
1398,4.916,,,,
1399,6.05,,,,
1400,5.186,,,,
1401,4.355,,,,
1402,6.086,,,,
1403,6.632,,,,
1404,5.397,,,,
1405,4.523,,,,
1406,4.25,,,,
1407,3.256,,,,
1408,3.927,,,,
1409,4.289,,,,
1410,4.121,,,,
1411,4.296,,,,
1412,4.21,,,,
1413,2.69,,,,
1414,2.134,,,,
1415,0.115,,,,
1416,1.196,,,,
1417,2.189,,,,
1418,3.409,,,,
1419,3.984,,,,
1420,4.081,,,,
1421,3.038,,,,
1422,2.282,,,,
1423,1.686,,,,
1424,2.567,,,,
1425,2.24,,,,
1426,2.727,,,,
1427,2.12,,,,
1428,2.754,,,,
1429,3.938,,,,
1430,3.996,,,,
1431,4.206,,,,
1432,2.637,,,,
1433,2.817,,,,
1434,4.013,,,,
1435,4.036,,,,
1436,3.268,,,,
1437,1.649,,,,
1438,0.484,,,,
1439,0.446,,,,
1440,1.517,,,,
1441,3.953,,,,
1442,4.212,,,,
1443,3.803,,,,
1444,3.771,,,,
1445,3.181,,,,
1446,2.37,,,,
1447,1.77,,,,
1448,2.247,,,,
1449,2.882,,,,
1450,3.721,,,,
1451,3.415,,,,
1452,3.104,,,,
1453,4.312,,,,
1454,3.613,,,,
1455,3.517,,,,
1456,3.249,,,,
1457,5.095,,,,
1458,5.637,,,,
1459,7.973,,,,
1460,9.18,,,,
1461,8.59,,,,
1462,9.54,,,,
1463,8.79,,,,
1464,7.865,,,,
1465,8.12,,,,
1466,8.31,,,,
1467,6.863,,,,
1468,7.084,,,,
1469,8.74,,,,
1470,9.52,,,,
1471,7.647,,,,
1472,7.258,,,,
1473,7.277,,,,
1474,5.641,,,,
1475,4.388,,,,
1476,4.601,,,,
1477,5.164,,,,
1478,4.567,,,,
1479,4.486,,,,
1480,5.361,,,,
1481,5.702,,,,
1482,5.87,,,,
1483,5.693,,,,
1484,7.098,,,,
1485,8.46,,,,
1486,8.43,,,,
1487,7.93,,,,
1488,8.39,,,,
1489,6.584,,,,
1490,2.899,,,,
1491,4.145,,,,
1492,2.762,,,,
1493,2.552,,,,
1494,4.234,,,,
1495,3.922,,,,
1496,4.82,,,,
1497,4.35,,,,
1498,4.079,,,,
1499,3.624,,,,
1500,4.638,,,,
1501,4.546,,,,
1502,4.459,,,,
1503,5.143,,,,
1504,4.509,,,,
1505,4.667,,,,
1506,4.882,,,,
1507,4.643,,,,
1508,3.774,,,,
1509,2.383,,,,
1510,1.938,,,,
1511,0.142,,,,
1512,1.161,,,,
1513,2.334,,,,
1514,3.733,,,,
1515,3.416,,,,
1516,2.344,,,,
1517,1.675,,,,
1518,0.942,,,,
1519,0,,,,
1520,0.55,,,,
1521,1.445,,,,
1522,2.673,,,,
1523,3.015,,,,
1524,3.416,,,,
1525,3.253,,,,
1526,2.249,,,,
1527,1.932,,,,
1528,3.617,,,,
1529,3.855,,,,
1530,3.389,,,,
1531,3.185,,,,
1532,3.064,,,,
1533,3.141,,,,
1534,2.213,,,,
1535,1.153,,,,
1536,2.937,,,,
1537,4.961,,,,
1538,4.559,,,,
1539,5.111,,,,
1540,3.531,,,,
1541,4.447,,,,
1542,6.5,,,,
1543,4.446,,,,
1544,1.709,,,,
1545,1.892,,,,
1546,4.136,,,,
1547,3.937,,,,
1548,7.125,,,,
1549,7.631,,,,
1550,7.833,,,,
1551,9.88,,,,
1552,9.71,,,,
1553,10.41,,,,
1554,9.68,,,,
1555,9.22,,,,
1556,11.39,,,,
1557,9.98,,,,
1558,9.89,,,,
1559,8.71,,,,
1560,9.2,,,,
1561,10.1,,,,
1562,10.09,,,,
1563,8.86,,,,
1564,7.94,,,,
1565,6.537,,,,
1566,6.68,,,,
1567,5.985,,,,
1568,6.079,,,,
1569,7.105,,,,
1570,6.866,,,,
1571,7.038,,,,
1572,6.684,,,,
1573,6.117,,,,
1574,5.972,,,,
1575,6.399,,,,
1576,6.708,,,,
1577,6.357,,,,
1578,4.605,,,,
1579,3.737,,,,
1580,3.773,,,,
1581,3.724,,,,
1582,2.531,,,,
1583,1.677,,,,
1584,0.166,,,,
1585,1.304,,,,
1586,3.412,,,,
1587,3.928,,,,
1588,3.465,,,,
1589,2.273,,,,
1590,2.362,,,,
1591,2.157,,,,
1592,2.614,,,,
1593,3.365,,,,
1594,2.421,,,,
1595,2.266,,,,
1596,2.037,,,,
1597,0.378,,,,
1598,0.317,,,,
1599,1.524,,,,
1600,1.581,,,,
1601,1.788,,,,
1602,2.004,,,,
1603,1.804,,,,
1604,1.775,,,,
1605,0.85,,,,
1606,0.749,,,,
1607,0.929,,,,
1608,1.174,,,,
1609,1.17,,,,
1610,2.329,,,,
1611,3.292,,,,
1612,3.308,,,,
1613,2.79,,,,
1614,1.541,,,,
1615,1.099,,,,
1616,1.69,,,,
1617,2.107,,,,
1618,2.426,,,,
1619,3.017,,,,
1620,2.873,,,,
1621,2.618,,,,
1622,2.509,,,,
1623,2.712,,,,
1624,4.729,,,,
1625,5.197,,,,
1626,5.306,,,,
1627,5.021,,,,
1628,4.625,,,,
1629,4.146,,,,
1630,4.734,,,,
1631,5.607,,,,
1632,6.722,,,,
1633,7.005,,,,
1634,6.897,,,,
1635,7.549,,,,
1636,7.715,,,,
1637,6.682,,,,
1638,5.898,,,,
1639,6.454,,,,
1640,7.695,,,,
1641,8.39,,,,
1642,7.642,,,,
1643,7.258,,,,
1644,7.049,,,,
1645,7.616,,,,
1646,6.281,,,,
1647,3.373,,,,
1648,3.94,,,,
1649,5.192,,,,
1650,4.985,,,,
1651,4.398,,,,
1652,4.084,,,,
1653,3.298,,,,
1654,3.823,,,,
1655,3.466,,,,
1656,1.752,,,,
1657,1.386,,,,
1658,1.272,,,,
1659,2.099,,,,
1660,0.996,,,,
1661,1.094,,,,
1662,1.769,,,,
1663,1.879,,,,
1664,2.248,,,,
1665,1.252,,,,
1666,1.095,,,,
1667,1.554,,,,
1668,1.845,,,,
1669,1.468,,,,
1670,1.458,,,,
1671,1.373,,,,
1672,0.64,,,,
1673,2.064,,,,
1674,0.969,,,,
1675,0.917,,,,
1676,1.428,,,,
1677,2.05,,,,
1678,0.759,,,,
1679,0.072,,,,
1680,0.648,,,,
1681,2.105,,,,
1682,3.082,,,,
1683,3.002,,,,
1684,2.014,,,,
1685,1.517,,,,
1686,0.84,,,,
1687,1.027,,,,
1688,0.731,,,,
1689,0.99,,,,
1690,1.694,,,,
1691,1.845,,,,
1692,1.006,,,,
1693,2.317,,,,
1694,1.292,,,,
1695,1.389,,,,
1696,2.6,,,,
1697,2.801,,,,
1698,2.693,,,,
1699,1.053,,,,
1700,2.014,,,,
1701,1.811,,,,
1702,1.539,,,,
1703,0.932,,,,
1704,1.89,,,,
1705,1.248,,,,
1706,3.162,,,,
1707,2.966,,,,
1708,2.404,,,,
1709,0.793,,,,
1710,0.286,,,,
1711,2.866,,,,
1712,2.165,,,,
1713,2.099,,,,
1714,1.352,,,,
1715,1.647,,,,
1716,1.033,,,,
1717,0.431,,,,
1718,0.646,,,,
1719,3.128,,,,
1720,2.335,,,,
1721,1.966,,,,
1722,1.772,,,,
1723,3.255,,,,
1724,2.965,,,,
1725,1.953,,,,
1726,5.584,,,,
1727,6.123,,,,
1728,8.74,,,,
1729,10.15,,,,
1730,10.59,,,,
1731,11.16,,,,
1732,8.88,,,,
1733,10.23,,,,
1734,8.08,,,,
1735,9.61,,,,
1736,9.96,,,,
1737,8.06,,,,
1738,10.24,,,,
1739,6.889,,,,
1740,6.699,,,,
1741,7.317,,,,
1742,4.961,,,,
1743,3.327,,,,
1744,3.398,,,,
1745,3.824,,,,
1746,3.033,,,,
1747,2.813,,,,
1748,3.515,,,,
1749,3.433,,,,
1750,2.11,,,,
1751,0.633,,,,
1752,0.601,,,,
1753,1.407,,,,
1754,2.258,,,,
1755,2.68,,,,
1756,1.233,,,,
1757,2.63,,,,
1758,3.468,,,,
1759,4.455,,,,
1760,3.762,,,,
1761,3.095,,,,
1762,3.467,,,,
1763,2.296,,,,
1764,1.865,,,,
1765,2.53,,,,
1766,1.813,,,,
1767,0.555,,,,
1768,1.361,,,,
1769,0.385,,,,
1770,1.548,,,,
1771,1.6,,,,
1772,1.018,,,,
1773,2.607,,,,
1774,4.875,,,,
1775,5.327,,,,
1776,2.745,,,,
1777,2.76,,,,
1778,3,,,,
1779,3.467,,,,
1780,3.617,,,,
1781,2.793,,,,
1782,3.799,,,,
1783,2.645,,,,
1784,2.227,,,,
1785,2.486,,,,
1786,3.052,,,,
1787,2.706,,,,
1788,2.38,,,,
1789,1.698,,,,
1790,1.646,,,,
1791,1.112,,,,
1792,1.868,,,,
1793,1.49,,,,
1794,2.184,,,,
1795,2.468,,,,
1796,2.887,,,,
1797,1.456,,,,
1798,1.805,,,,
1799,0.816,,,,
1800,0.418,,,,
1801,1.263,,,,
1802,5.128,,,,
1803,6.446,,,,
1804,8.97,,,,
1805,5.19,,,,
1806,5.875,,,,
1807,11.35,,,,
1808,11.17,,,,
1809,10.83,,,,
1810,10.44,,,,
1811,9.01,,,,
1812,6.858,,,,
1813,5.324,,,,
1814,7.344,,,,
1815,6.019,,,,
1816,4.767,,,,
1817,3.386,,,,
1818,1.445,,,,
1819,5.066,,,,
1820,6.342,,,,
1821,4.028,,,,
1822,8.36,,,,
1823,8.7,,,,
1824,9.25,,,,
1825,9.23,,,,
1826,9.94,,,,
1827,12.97,,,,
1828,12.35,,,,
1829,12.15,,,,
1830,11.2,,,,
1831,9.86,,,,
1832,9.61,,,,
1833,8.14,,,,
1834,8.38,,,,
1835,8.6,,,,
1836,9.35,,,,
1837,8.29,,,,
1838,8.87,,,,
1839,7.321,,,,
1840,5.341,,,,
1841,4.704,,,,
1842,2.676,,,,
1843,2.495,,,,
1844,1.765,,,,
1845,2.007,,,,
1846,1.434,,,,
1847,1.371,,,,
1848,4.551,,,,
1849,10.3,,,,
1850,10.09,,,,
1851,9.51,,,,
1852,10.73,,,,
1853,10.18,,,,
1854,8.56,,,,
1855,6.365,,,,
1856,7.563,,,,
1857,8.77,,,,
1858,9.59,,,,
1859,6.585,,,,
1860,9.03,,,,
1861,12,,,,
1862,11.34,,,,
1863,10.01,,,,
1864,8.47,,,,
1865,5.361,,,,
1866,8.59,,,,
1867,10.63,,,,
1868,8.88,,,,
1869,7.741,,,,
1870,9.9,,,,
1871,11.07,,,,
1872,10.76,,,,
1873,9.24,,,,
1874,9.09,,,,
1875,7.794,,,,
1876,7.005,,,,
1877,10.44,,,,
1878,8.67,,,,
1879,7.601,,,,
1880,4.266,,,,
1881,3.84,,,,
1882,5.108,,,,
1883,3.449,,,,
1884,3.895,,,,
1885,4.74,,,,
1886,3.742,,,,
1887,4.162,,,,
1888,3.195,,,,
1889,3.482,,,,
1890,3.093,,,,
1891,4.014,,,,
1892,3.455,,,,
1893,3.499,,,,
1894,2.058,,,,
1895,0.809,,,,
1896,1.667,,,,
1897,4.291,,,,
1898,4.47,,,,
1899,3.357,,,,
1900,5.704,,,,
1901,4.797,,,,
1902,3.519,,,,
1903,2.934,,,,
1904,2.563,,,,
1905,2.962,,,,
1906,3.334,,,,
1907,1.931,,,,
1908,1.71,,,,
1909,2.427,,,,
1910,1.79,,,,
1911,3.294,,,,
1912,3.07,,,,
1913,3.255,,,,
1914,3.828,,,,
1915,4.324,,,,
1916,4.102,,,,
1917,3.538,,,,
1918,0.593,,,,
1919,1.02,,,,
1920,1.241,,,,
1921,2.008,,,,
1922,2.488,,,,
1923,2.999,,,,
1924,2.679,,,,
1925,1.911,,,,
1926,1.495,,,,
1927,1.611,,,,
1928,1.342,,,,
1929,2.176,,,,
1930,1.955,,,,
1931,3.523,,,,
1932,3.511,,,,
1933,2.224,,,,
1934,1.735,,,,
1935,2.813,,,,
1936,3.673,,,,
1937,3.505,,,,
1938,3.464,,,,
1939,4.031,,,,
1940,3.8,,,,
1941,2.423,,,,
1942,1.362,,,,
1943,0.084,,,,
1944,0,,,,
1945,0.097,,,,
1946,2.773,,,,
1947,2.722,,,,
1948,2.205,,,,
1949,2.378,,,,
1950,1.952,,,,
1951,0.802,,,,
1952,2.149,,,,
1953,2.29,,,,
1954,2.704,,,,
1955,1.795,,,,
1956,2.727,,,,
1957,3.094,,,,
1958,2.1,,,,
1959,3.008,,,,
1960,2.503,,,,
1961,3.178,,,,
1962,2.814,,,,
1963,2.993,,,,
1964,3.035,,,,
1965,3.011,,,,
1966,2.446,,,,
1967,4.1,,,,
1968,4.124,,,,
1969,4,,,,
1970,3.809,,,,
1971,4.03,,,,
1972,3.117,,,,
1973,2.484,,,,
1974,1.694,,,,
1975,2.05,,,,
1976,2.435,,,,
1977,2.597,,,,
1978,2.938,,,,
1979,3.225,,,,
1980,4.248,,,,
1981,4.508,,,,
1982,4.004,,,,
1983,3.279,,,,
1984,4.036,,,,
1985,5.108,,,,
1986,4.585,,,,
1987,4.569,,,,
1988,4.017,,,,
1989,2.578,,,,
1990,3.226,,,,
1991,2.404,,,,
1992,4.128,,,,
1993,6.396,,,,
1994,6.952,,,,
1995,6.837,,,,
1996,3.81,,,,
1997,5.581,,,,
1998,3.839,,,,
1999,3.195,,,,
2000,2.08,,,,
2001,2.163,,,,
2002,2.019,,,,
2003,2.692,,,,
2004,2.971,,,,
2005,1.538,,,,
2006,2.731,,,,
2007,1.287,,,,
2008,2.553,,,,
2009,4.26,,,,
2010,4.662,,,,
2011,3.872,,,,
2012,4.311,,,,
2013,2.86,,,,
2014,3.001,,,,
2015,2.882,,,,
2016,1.896,,,,
2017,1.81,,,,
2018,2.377,,,,
2019,3.395,,,,
2020,3.24,,,,
2021,2.578,,,,
2022,2.992,,,,
2023,2.744,,,,
2024,2.956,,,,
2025,2.719,,,,
2026,3.453,,,,
2027,3.769,,,,
2028,4.006,,,,
2029,4.516,,,,
2030,4.043,,,,
2031,4.488,,,,
2032,5.552,,,,
2033,4.456,,,,
2034,4.109,,,,
2035,3.949,,,,
2036,3.946,,,,
2037,5.945,,,,
2038,5.035,,,,
2039,4.92,,,,
2040,5.341,,,,
2041,4.12,,,,
2042,5.04,,,,
2043,6.079,,,,
2044,5.948,,,,
2045,5.226,,,,
2046,4.755,,,,
2047,4.974,,,,
2048,4.651,,,,
2049,5.179,,,,
2050,5.318,,,,
2051,5.043,,,,
2052,4.395,,,,
2053,4.479,,,,
2054,5.117,,,,
2055,5.536,,,,
2056,3.888,,,,
2057,4.56,,,,
2058,4.476,,,,
2059,4.21,,,,
2060,3.37,,,,
2061,2.922,,,,
2062,2.407,,,,
2063,1.87,,,,
2064,4.502,,,,
2065,5.23,,,,
2066,6.971,,,,
2067,7.149,,,,
2068,7.978,,,,
2069,8.13,,,,
2070,6.864,,,,
2071,4.009,,,,
2072,1.473,,,,
2073,0.773,,,,
2074,1.745,,,,
2075,2.044,,,,
2076,2.518,,,,
2077,2.019,,,,
2078,2.663,,,,
2079,2.534,,,,
2080,2.665,,,,
2081,2.685,,,,
2082,2.622,,,,
2083,2.564,,,,
2084,2.878,,,,
2085,2.781,,,,
2086,1.183,,,,
2087,0.078,,,,
2088,1.217,,,,
2089,2.276,,,,
2090,2.395,,,,
2091,2.445,,,,
2092,2.462,,,,
2093,4.649,,,,
2094,1.572,,,,
2095,0.765,,,,
2096,0.93,,,,
2097,2.114,,,,
2098,1.6,,,,
2099,2.325,,,,
2100,1.412,,,,
2101,1.785,,,,
2102,0.973,,,,
2103,2.091,,,,
2104,2.926,,,,
2105,2.758,,,,
2106,3.021,,,,
2107,2.194,,,,
2108,2.24,,,,
2109,3.091,,,,
2110,1.892,,,,
2111,0.275,,,,
2112,1.698,,,,
2113,1.736,,,,
2114,1.02,,,,
2115,2.908,,,,
2116,1.096,,,,
2117,1.744,,,,
2118,2.602,,,,
2119,1.469,,,,
2120,0.673,,,,
2121,1.873,,,,
2122,1.96,,,,
2123,1.377,,,,
2124,2.503,,,,
2125,2.327,,,,
2126,3.154,,,,
2127,2.497,,,,
2128,4.299,,,,
2129,4.937,,,,
2130,4.696,,,,
2131,5.078,,,,
2132,4.314,,,,
2133,3.495,,,,
2134,3.09,,,,
2135,1.711,,,,
2136,0.31,,,,
2137,1.343,,,,
2138,1.986,,,,
2139,2.287,,,,
2140,1.952,,,,
2141,1.41,,,,
2142,1.606,,,,
2143,1.258,,,,
2144,2.363,,,,
2145,3.14,,,,
2146,3.051,,,,
2147,3.639,,,,
2148,3.329,,,,
2149,2.992,,,,
2150,4.05,,,,
2151,2.661,,,,
2152,2.641,,,,
2153,3.827,,,,
2154,3.552,,,,
2155,3.34,,,,
2156,2.021,,,,
2157,2.171,,,,
2158,1.918,,,,
2159,1.206,,,,
2160,0.215,,,,
2161,0,,,,
2162,0,,,,
2163,0,,,,
2164,0,,,,
2165,0.327,,,,
2166,1.277,,,,
2167,2.27,,,,
2168,2.277,,,,
2169,3.006,,,,
2170,3.522,,,,
2171,3.912,,,,
2172,3.643,,,,
2173,3.6,,,,
2174,4.014,,,,
2175,4.024,,,,
2176,3.451,,,,
2177,3.596,,,,
2178,3.435,,,,
2179,4.098,,,,
2180,3.459,,,,
2181,2.512,,,,
2182,1.912,,,,
2183,0.229,,,,
2184,0.833,,,,
2185,2.436,,,,
2186,2.889,,,,
2187,2.584,,,,
2188,1.948,,,,
2189,1.527,,,,
2190,0.864,,,,
2191,1.658,,,,
2192,3.556,,,,
2193,3.669,,,,
2194,2.758,,,,
2195,3.683,,,,
2196,3.965,,,,
2197,3.996,,,,
2198,4.254,,,,
2199,3.777,,,,
2200,4.654,,,,
2201,5.54,,,,
2202,5.89,,,,
2203,5.871,,,,
2204,4.384,,,,
2205,3.506,,,,
2206,1.419,,,,
2207,1.841,,,,
2208,1.77,,,,
2209,4.442,,,,
2210,4.422,,,,
2211,2.588,,,,
2212,3.101,,,,
2213,3.21,,,,
2214,2.989,,,,
2215,1.887,,,,
2216,2.636,,,,
2217,2.305,,,,
2218,2.58,,,,
2219,3.316,,,,
2220,3.07,,,,
2221,2.568,,,,
2222,2.185,,,,
2223,2.047,,,,
2224,3.981,,,,
