Date,Open,High,Low,BTC-USD,Adj Close,Volume
10/7/2023,27946.78125,28028.0918,27870.42383,27968.83984,27968.83984,6553044316
10/8/2023,27971.67773,28102.16992,27740.66211,27935.08984,27935.08984,7916875290
10/9/2023,27934.47266,27989.4707,27302.5625,27583.67773,27583.67773,12007668568
10/10/2023,27589.20117,27715.84766,27301.6543,27391.01953,27391.01953,9973350678
10/11/2023,27392.07617,27474.11523,26561.09961,26873.32031,26873.32031,13648094333
10/12/2023,26873.29297,26921.43945,26558.32031,26756.79883,26756.79883,9392909295
10/13/2023,26752.87891,27092.69727,26686.32227,26862.375,26862.375,15165312851
10/14/2023,26866.20313,26969,26814.58594,26861.70703,26861.70703,5388116782
10/15/2023,26858.01172,27289.16992,26817.89453,27159.65234,27159.65234,7098201980
10/16/2023,27162.62891,29448.13867,27130.47266,28519.4668,28519.4668,27833876539
10/17/2023,28522.09766,28618.75195,28110.18555,28415.74805,28415.74805,14872527508
10/18/2023,28413.53125,28889.00977,28174.25195,28328.3418,28328.3418,12724128586
10/19/2023,28332.41602,28892.47461,28177.98828,28719.80664,28719.80664,14448058195
10/20/2023,28732.8125,30104.08594,28601.66992,29682.94922,29682.94922,21536125230
10/21/2023,29683.38086,30287.48242,29481.75195,29918.41211,29918.41211,11541146996
10/22/2023,29918.6543,30199.43359,29720.3125,29993.89648,29993.89648,10446520040
10/23/2023,30140.68555,34370.4375,30097.82813,33086.23438,33086.23438,38363572311
10/24/2023,33077.30469,35150.43359,32880.76172,33901.52734,33901.52734,44934999645
10/25/2023,33916.04297,35133.75781,33709.10938,34502.82031,34502.82031,25254318008
10/26/2023,34504.28906,34832.91016,33762.32422,34156.64844,34156.64844,19427195376
10/27/2023,34156.5,34238.21094,33416.88672,33909.80078,33909.80078,16418032871
10/28/2023,33907.72266,34399.39063,33874.80469,34089.57422,34089.57422,10160330825
10/29/2023,34089.37109,34743.26172,33947.56641,34538.48047,34538.48047,11160323986
10/30/2023,34531.74219,34843.93359,34110.97266,34502.36328,34502.36328,17184860315
10/31/2023,34500.07813,34719.25391,34083.30859,34667.78125,34667.78125,15758270810
11/1/2023,34657.27344,35527.92969,34170.69141,35437.25391,35437.25391,22446272005
11/2/2023,35441.57813,35919.84375,34401.57422,34938.24219,34938.24219,20998158544
11/3/2023,34942.47266,34942.47266,34133.44141,34732.32422,34732.32422,17158456701
11/4/2023,34736.32422,35256.03125,34616.69141,35082.19531,35082.19531,9561294264
11/5/2023,35090.01172,35340.33984,34594.24219,35049.35547,35049.35547,12412743996
11/6/2023,35044.78906,35286.02734,34765.36328,35037.37109,35037.37109,12693436420
11/7/2023,35047.79297,35892.41797,34545.81641,35443.5625,35443.5625,18834737789
11/8/2023,35419.47656,35994.41797,35147.80078,35655.27734,35655.27734,17295394918
11/9/2023,35633.63281,37926.25781,35592.10156,36693.125,36693.125,37762672382
11/10/2023,36702.25,37493.80078,36362.75391,37313.96875,37313.96875,22711265155
11/11/2023,37310.07031,37407.09375,36773.66797,37138.05078,37138.05078,13924272142
11/12/2023,37133.99219,37176.27734,36779.11719,37143.99609,37143.99609,12655592448
